unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,oracle_checks
fedramp_moderate_multi_cloud_CP-2_3_0138,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-2 (3),Contingency Plan | Resume Mission and Business Functions,,Contingency,Multiple,18,automated,,,FedRAMP_controls_with_checks.csv,oracle_database_instance_deletion_protection; oracle_database_instance_multi_az; oracle_load_balancer_deletion_protection
fedramp_moderate_multi_cloud_CP-2_5_0139,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-2 (5),Contingency Plan | Continue Mission and Business Functions,,Contingency,Multiple,18,automated,,,FedRAMP_controls_with_checks.csv,oracle_database_instance_deletion_protection; oracle_database_instance_multi_az; oracle_load_balancer_deletion_protection
fedramp_moderate_multi_cloud_CP-2_8_0140,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-2 (8),Contingency Plan | Identify Critical Assets,,Contingency,Multiple,18,automated,,,FedRAMP_controls_with_checks.csv,oracle_database_instance_deletion_protection; oracle_database_instance_multi_az; oracle_load_balancer_deletion_protection
fedramp_moderate_multi_cloud_CP-6_0146,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-6,Alternate Storage Site,,Alternate,Multiple,27,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_file_storage_have_backup_enabled; oracle_object_storage_bucket_object_versioning
fedramp_moderate_multi_cloud_CP-6_1_0147,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-6 (1),Alternate Storage Site | Separation from Primary Site,,Alternate,Multiple,27,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_file_storage_have_backup_enabled; oracle_object_storage_bucket_object_versioning
fedramp_moderate_multi_cloud_CP-6_2_0148,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-6 (2),Alternate Storage Site | Recovery Time and Recovery Point Objectives,,Alternate,Multiple,27,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_file_storage_have_backup_enabled; oracle_object_storage_bucket_object_versioning
fedramp_moderate_multi_cloud_CP-6_3_0149,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-6 (3),Alternate Storage Site | Accessibility,,Alternate,Multiple,27,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_file_storage_have_backup_enabled; oracle_object_storage_bucket_object_versioning
fedramp_moderate_multi_cloud_CP-9_0160,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-9,System Backup,,System,Multiple,94,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_kms_encryption_enabled; oracle_autonomous_dw_cluster_audit_logging; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_compute_block_volume_encryption_enabled; oracle_data_science_notebook_instance_encryption_enabled; oracle_database_instance_backup_enabled; oracle_database_instance_encryption_at_rest_enabled; oracle_file_storage_encryption_at_rest_enabled; oracle_file_storage_have_backup_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_object_versioning; oracle_opensearch_service_domains_encryption_at_rest_enabled
fedramp_moderate_multi_cloud_CP-9_1_0161,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-9 (1),System Backup | Testing for Reliability and Integrity,,System,Multiple,94,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_kms_encryption_enabled; oracle_autonomous_dw_cluster_audit_logging; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_compute_block_volume_encryption_enabled; oracle_data_science_notebook_instance_encryption_enabled; oracle_database_instance_backup_enabled; oracle_database_instance_encryption_at_rest_enabled; oracle_file_storage_encryption_at_rest_enabled; oracle_file_storage_have_backup_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_object_versioning; oracle_opensearch_service_domains_encryption_at_rest_enabled
fedramp_moderate_multi_cloud_CP-9_2_0162,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-9 (2),System Backup | Test Restoration Using Sampling,,System,Multiple,94,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_kms_encryption_enabled; oracle_autonomous_dw_cluster_audit_logging; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_compute_block_volume_encryption_enabled; oracle_data_science_notebook_instance_encryption_enabled; oracle_database_instance_backup_enabled; oracle_database_instance_encryption_at_rest_enabled; oracle_file_storage_encryption_at_rest_enabled; oracle_file_storage_have_backup_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_object_versioning; oracle_opensearch_service_domains_encryption_at_rest_enabled
fedramp_moderate_multi_cloud_CP-9_3_0163,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-9 (3),System Backup | Separate Storage for Critical Information,,System,Multiple,94,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_kms_encryption_enabled; oracle_autonomous_dw_cluster_audit_logging; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_compute_block_volume_encryption_enabled; oracle_data_science_notebook_instance_encryption_enabled; oracle_database_instance_backup_enabled; oracle_database_instance_encryption_at_rest_enabled; oracle_file_storage_encryption_at_rest_enabled; oracle_file_storage_have_backup_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_object_versioning; oracle_opensearch_service_domains_encryption_at_rest_enabled
fedramp_moderate_multi_cloud_CP-9_5_0164,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-9 (5),System Backup | Transfer to Alternate Storage Site,,System,Multiple,94,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_kms_encryption_enabled; oracle_autonomous_dw_cluster_audit_logging; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_compute_block_volume_encryption_enabled; oracle_data_science_notebook_instance_encryption_enabled; oracle_database_instance_backup_enabled; oracle_database_instance_encryption_at_rest_enabled; oracle_file_storage_encryption_at_rest_enabled; oracle_file_storage_have_backup_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_object_versioning; oracle_opensearch_service_domains_encryption_at_rest_enabled
fedramp_moderate_multi_cloud_CP-9_8_0165,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,CP-9 (8),System Backup | Cryptographic Protection,,System,Multiple,94,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_kms_encryption_enabled; oracle_autonomous_dw_cluster_audit_logging; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_compute_block_volume_encryption_enabled; oracle_data_science_notebook_instance_encryption_enabled; oracle_database_instance_backup_enabled; oracle_database_instance_encryption_at_rest_enabled; oracle_file_storage_encryption_at_rest_enabled; oracle_file_storage_have_backup_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_object_versioning; oracle_opensearch_service_domains_encryption_at_rest_enabled
fedramp_moderate_multi_cloud_IA-2_0170,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IA-2,Identification and Authentication (organizational Users),,Identification,IAM,22,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_password_policy_strong; oracle_identity_root_mfa_enabled; oracle_identity_user_mfa_enabled
fedramp_moderate_multi_cloud_IA-4_0178,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IA-4,Identifier Management,,Identifier,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_no_root_access_key; oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_IA-4_4_0179,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IA-4 (4),Identifier Management | Identify User Status,,Identifier,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_no_root_access_key; oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_IA-5_0180,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IA-5,Authenticator Management,,Authenticator,IAM,10,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_IA-5_1_0181,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IA-5 (1),Authenticator Management | Password-based Authentication,,Authenticator,IAM,10,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_IA-5_2_0182,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IA-5 (2),Authenticator Management | Public Key-based Authentication,,Authenticator,IAM,10,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_IA-5_6_0183,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IA-5 (6),Authenticator Management | Protection of Authenticators,,Authenticator,IAM,10,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_IA-5_7_0184,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IA-5 (7),Authenticator Management | No Embedded Unencrypted Static Authenticators,,Authenticator,IAM,10,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_IA-5_8_0185,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IA-5 (8),Authenticator Management | Multiple System Accounts,,Authenticator,IAM,10,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_IA-5_13_0186,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IA-5 (13),Authenticator Management | Expiration of Cached Authenticators,,Authenticator,IAM,10,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_IR-4_0205,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IR-4,Incident Handling,,Incident,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_no_high_severity_findings
fedramp_moderate_multi_cloud_IR-4_1_0206,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IR-4 (1),Incident Handling | Automated Incident Handling Processes,,Incident,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_no_high_severity_findings
fedramp_moderate_multi_cloud_IR-4_2_0207,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IR-4 (2),Incident Handling | Dynamic Reconfiguration,,Incident,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_no_high_severity_findings
fedramp_moderate_multi_cloud_IR-4_4_0208,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IR-4 (4),Incident Handling | Information Correlation,,Incident,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_no_high_severity_findings
fedramp_moderate_multi_cloud_IR-4_6_0209,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IR-4 (6),Incident Handling | Insider Threats,,Incident,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_no_high_severity_findings
fedramp_moderate_multi_cloud_IR-4_11_0210,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,IR-4 (11),Incident Handling | Integrated Incident Response Team,,Incident,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_no_high_severity_findings
fedramp_moderate_multi_cloud_MA-4_0230,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,MA-4,Nonlocal Maintenance,,Nonlocal,IAM,6,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_MA-4_3_0231,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,MA-4 (3),Nonlocal Maintenance | Comparable Security and Sanitization,,Nonlocal,IAM,6,automated,,,FedRAMP_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
fedramp_moderate_multi_cloud_RA-1_0289,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,RA-1,Policy and Procedures,,Policy,GUARDDUTY,6,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_RA-5_0293,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,RA-5,Vulnerability Monitoring and Scanning,,Vulnerability,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_RA-5_2_0294,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,RA-5 (2),Vulnerability Monitoring and Scanning | Update Vulnerabilities to Be Scanned,,Vulnerability,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_RA-5_3_0295,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,RA-5 (3),Vulnerability Monitoring and Scanning | Breadth and Depth of Coverage,,Vulnerability,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_RA-5_4_0296,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,RA-5 (4),Vulnerability Monitoring and Scanning | Discoverable Information,,Vulnerability,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_RA-5_5_0297,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,RA-5 (5),Vulnerability Monitoring and Scanning | Privileged Access,,Vulnerability,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_RA-5_8_0298,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,RA-5 (8),Vulnerability Monitoring and Scanning | Review Historic Audit Logs,,Vulnerability,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_RA-5_11_0299,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,RA-5 (11),Vulnerability Monitoring and Scanning | Public Disclosure Program,,Vulnerability,GUARDDUTY,9,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_SC-5_0331,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-5,Denial-of-service Protection,,,GUARDDUTY,10,automated,,,FedRAMP_controls_with_checks.csv,oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_SC-7_0332,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7,Boundary Protection,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-7_3_0333,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7 (3),Boundary Protection | Access Points,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-7_4_0334,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7 (4),Boundary Protection | External Telecommunications Services,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-7_5_0335,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7 (5),Boundary Protection | Deny by Default — Allow by Exception,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-7_7_0336,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7 (7),Boundary Protection | Split Tunneling for Remote Devices,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-7_8_0337,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7 (8),Boundary Protection | Route Traffic to Authenticated Proxy Servers,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-7_10_0338,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7 (10),Boundary Protection | Prevent Exfiltration,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-7_12_0339,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7 (12),Boundary Protection | Host-based Protection,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-7_18_0340,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7 (18),Boundary Protection | Fail Secure,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-7_20_0341,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7 (20),Boundary Protection | Dynamic Isolation and Segregation,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-7_21_0342,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-7 (21),Boundary Protection | Isolation of System Components,,Boundary,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_public_access; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_public_ip; oracle_database_instance_no_public_access; oracle_database_snapshots_public_access; oracle_functions_function_not_publicly_accessible; oracle_functions_function_url_public; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access
fedramp_moderate_multi_cloud_SC-8_0343,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-8,Transmission Confidentiality and Integrity,,Transmission,Multiple,28,automated,,,FedRAMP_controls_with_checks.csv,oracle_api_gateway_api_gateway_https_required; oracle_cdn_cloudfront_https_required; oracle_load_balancer_alb_https_redirect; oracle_object_storage_website_https_only
fedramp_moderate_multi_cloud_SC-12_0346,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-12,Cryptographic Key Establishment and Management,,Cryptographic,KMS,21,automated,,,FedRAMP_controls_with_checks.csv,oracle_vault_key_lifecycle_policy; oracle_vault_kms_key_expiration_set; oracle_vault_kms_key_rotation_enabled
fedramp_moderate_multi_cloud_SC-13_0348,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-13,Cryptographic Protection,,Cryptographic,Multiple,58,automated,,,FedRAMP_controls_with_checks.csv,oracle_api_gateway_restapi_client_certificate_enabled; oracle_audit_kms_encryption_enabled; oracle_compute_block_volume_encryption_enabled; oracle_file_storage_encryption_at_rest_enabled; oracle_load_balancer_ssl_listeners; oracle_monitoring_log_group_kms_encryption_enabled; oracle_nosql_tables_kms_cmk_encryption_enabled; oracle_opensearch_service_domains_encryption_at_rest_enabled; oracle_opensearch_service_domains_node_to_node_encryption_enabled
fedramp_moderate_multi_cloud_SC-22_0354,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-22,Architecture and Provisioning for Name/address Resolution Service,,Architecture,Multiple,18,automated,,,FedRAMP_controls_with_checks.csv,oracle_database_instance_deletion_protection; oracle_database_instance_multi_az; oracle_load_balancer_deletion_protection
fedramp_moderate_multi_cloud_SC-28_0357,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SC-28,Protection of Information at Rest,,Protection,Multiple,33,automated,,,FedRAMP_controls_with_checks.csv,oracle_backup_backup_encryption_enabled; oracle_compute_ebs_volume_encryption_enabled; oracle_database_dynamodb_table_encryption_enabled; oracle_database_instance_encryption_at_rest_enabled; oracle_object_storage_s3_bucket_encryption_enabled
fedramp_moderate_multi_cloud_SI-2_0363,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SI-2,Flaw Remediation,,Flaw,Multiple,46,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_automatic_upgrades; oracle_database_instance_enhanced_monitoring_enabled; oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vcns_alarm_configured; oracle_os_management_managed_compliant_patching
fedramp_moderate_multi_cloud_SI-2_2_0364,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SI-2 (2),Flaw Remediation | Automated Flaw Remediation Status,,Flaw,Multiple,46,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_automatic_upgrades; oracle_database_instance_enhanced_monitoring_enabled; oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vcns_alarm_configured; oracle_os_management_managed_compliant_patching
fedramp_moderate_multi_cloud_SI-2_3_0365,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SI-2 (3),Flaw Remediation | Time to Remediate Flaws and Benchmarks for Corrective Actions,,Flaw,Multiple,46,automated,,,FedRAMP_controls_with_checks.csv,oracle_autonomous_dw_cluster_automatic_upgrades; oracle_database_instance_enhanced_monitoring_enabled; oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vcns_alarm_configured; oracle_os_management_managed_compliant_patching
fedramp_moderate_multi_cloud_SI-4_0367,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SI-4,System Monitoring,,System,Multiple,16,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_log_file_validation_enabled; oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_SI-4_1_0368,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SI-4 (1),System Monitoring | System-wide Intrusion Detection System,,System,Multiple,16,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_log_file_validation_enabled; oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_SI-4_2_0369,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SI-4 (2),System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,,System,Multiple,16,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_log_file_validation_enabled; oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_SI-4_4_0370,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SI-4 (4),System Monitoring | Inbound and Outbound Communications Traffic,,System,Multiple,16,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_log_file_validation_enabled; oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_SI-4_5_0371,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SI-4 (5),System Monitoring | System-generated Alerts,,System,Multiple,16,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_log_file_validation_enabled; oracle_cloud_guard_is_enabled
fedramp_moderate_multi_cloud_SI-4_10_0372,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,SI-4 (10),System Monitoring | Visibility of Encrypted Communications,,System,Multiple,16,automated,,,FedRAMP_controls_with_checks.csv,oracle_audit_log_file_validation_enabled; oracle_cloud_guard_is_enabled
