csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
ibm,enterprise_management,items[].status,item.status,string,No,ibm.enterprise_management.get_http_client,read_get,Yes,ibm.enterprise_management.get_http_client,ibm.enterprise_management.get_http_client,1,0,ibm.enterprise_management.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_management,items[].tags,item.tags,array,No,ibm.enterprise_management.list_account_groups,read_list,Yes,ibm.enterprise_management.list_account_groups,ibm.enterprise_management.list_account_groups,1,0,ibm.enterprise_management.list_account_groups[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_management,items[].tags,item.tags,array,No,ibm.enterprise_management.list_accounts,read_list,Yes,ibm.enterprise_management.list_accounts,ibm.enterprise_management.list_accounts,1,0,ibm.enterprise_management.list_accounts[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_management,items[].tags,item.tags,array,No,ibm.enterprise_management.list_enterprises,read_list,Yes,ibm.enterprise_management.list_enterprises,ibm.enterprise_management.list_enterprises,1,0,ibm.enterprise_management.list_enterprises[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_management,items[].tags,item.tags,array,No,ibm.enterprise_management.get_account,read_get,Yes,ibm.enterprise_management.get_account,ibm.enterprise_management.get_account,1,0,ibm.enterprise_management.get_account[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_management,items[].tags,item.tags,array,No,ibm.enterprise_management.get_account_group,read_get,Yes,ibm.enterprise_management.get_account_group,ibm.enterprise_management.get_account_group,1,0,ibm.enterprise_management.get_account_group[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_management,items[].tags,item.tags,array,No,ibm.enterprise_management.get_authenticator,read_get,Yes,ibm.enterprise_management.get_authenticator,ibm.enterprise_management.get_authenticator,1,0,ibm.enterprise_management.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_management,items[].tags,item.tags,array,No,ibm.enterprise_management.get_enable_gzip_compression,read_get,Yes,ibm.enterprise_management.get_enable_gzip_compression,ibm.enterprise_management.get_enable_gzip_compression,1,0,ibm.enterprise_management.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_management,items[].tags,item.tags,array,No,ibm.enterprise_management.get_enterprise,read_get,Yes,ibm.enterprise_management.get_enterprise,ibm.enterprise_management.get_enterprise,1,0,ibm.enterprise_management.get_enterprise[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_management,items[].tags,item.tags,array,No,ibm.enterprise_management.get_http_client,read_get,Yes,ibm.enterprise_management.get_http_client,ibm.enterprise_management.get_http_client,1,0,ibm.enterprise_management.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].created_at,item.created_at,string,No,ibm.enterprise_usage_reports.get_authenticator,read_get,Yes,ibm.enterprise_usage_reports.get_authenticator,ibm.enterprise_usage_reports.get_authenticator,1,0,ibm.enterprise_usage_reports.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].created_at,item.created_at,string,No,ibm.enterprise_usage_reports.get_enable_gzip_compression,read_get,Yes,ibm.enterprise_usage_reports.get_enable_gzip_compression,ibm.enterprise_usage_reports.get_enable_gzip_compression,1,0,ibm.enterprise_usage_reports.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].created_at,item.created_at,string,No,ibm.enterprise_usage_reports.get_http_client,read_get,Yes,ibm.enterprise_usage_reports.get_http_client,ibm.enterprise_usage_reports.get_http_client,1,0,ibm.enterprise_usage_reports.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].created_at,item.created_at,string,No,ibm.enterprise_usage_reports.get_resource_usage_report,read_get,Yes,ibm.enterprise_usage_reports.get_resource_usage_report,ibm.enterprise_usage_reports.get_resource_usage_report,1,0,ibm.enterprise_usage_reports.get_resource_usage_report[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].crn,item.crn,string,Yes,ibm.enterprise_usage_reports.get_authenticator,read_get,Yes,ibm.enterprise_usage_reports.get_authenticator,ibm.enterprise_usage_reports.get_authenticator,1,0,ibm.enterprise_usage_reports.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].crn,item.crn,string,Yes,ibm.enterprise_usage_reports.get_enable_gzip_compression,read_get,Yes,ibm.enterprise_usage_reports.get_enable_gzip_compression,ibm.enterprise_usage_reports.get_enable_gzip_compression,1,0,ibm.enterprise_usage_reports.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].crn,item.crn,string,Yes,ibm.enterprise_usage_reports.get_http_client,read_get,Yes,ibm.enterprise_usage_reports.get_http_client,ibm.enterprise_usage_reports.get_http_client,1,0,ibm.enterprise_usage_reports.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].crn,item.crn,string,Yes,ibm.enterprise_usage_reports.get_resource_usage_report,read_get,Yes,ibm.enterprise_usage_reports.get_resource_usage_report,ibm.enterprise_usage_reports.get_resource_usage_report,1,0,ibm.enterprise_usage_reports.get_resource_usage_report[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].id,item.id,string,Yes,ibm.enterprise_usage_reports.get_authenticator,read_get,Yes,ibm.enterprise_usage_reports.get_authenticator,ibm.enterprise_usage_reports.get_authenticator,1,0,ibm.enterprise_usage_reports.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].id,item.id,string,Yes,ibm.enterprise_usage_reports.get_enable_gzip_compression,read_get,Yes,ibm.enterprise_usage_reports.get_enable_gzip_compression,ibm.enterprise_usage_reports.get_enable_gzip_compression,1,0,ibm.enterprise_usage_reports.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].id,item.id,string,Yes,ibm.enterprise_usage_reports.get_http_client,read_get,Yes,ibm.enterprise_usage_reports.get_http_client,ibm.enterprise_usage_reports.get_http_client,1,0,ibm.enterprise_usage_reports.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].id,item.id,string,Yes,ibm.enterprise_usage_reports.get_resource_usage_report,read_get,Yes,ibm.enterprise_usage_reports.get_resource_usage_report,ibm.enterprise_usage_reports.get_resource_usage_report,1,0,ibm.enterprise_usage_reports.get_resource_usage_report[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].name,item.name,string,Yes,ibm.enterprise_usage_reports.get_authenticator,read_get,Yes,ibm.enterprise_usage_reports.get_authenticator,ibm.enterprise_usage_reports.get_authenticator,1,0,ibm.enterprise_usage_reports.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].name,item.name,string,Yes,ibm.enterprise_usage_reports.get_enable_gzip_compression,read_get,Yes,ibm.enterprise_usage_reports.get_enable_gzip_compression,ibm.enterprise_usage_reports.get_enable_gzip_compression,1,0,ibm.enterprise_usage_reports.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].name,item.name,string,Yes,ibm.enterprise_usage_reports.get_http_client,read_get,Yes,ibm.enterprise_usage_reports.get_http_client,ibm.enterprise_usage_reports.get_http_client,1,0,ibm.enterprise_usage_reports.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].name,item.name,string,Yes,ibm.enterprise_usage_reports.get_resource_usage_report,read_get,Yes,ibm.enterprise_usage_reports.get_resource_usage_report,ibm.enterprise_usage_reports.get_resource_usage_report,1,0,ibm.enterprise_usage_reports.get_resource_usage_report[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].status,item.status,string,No,ibm.enterprise_usage_reports.get_authenticator,read_get,Yes,ibm.enterprise_usage_reports.get_authenticator,ibm.enterprise_usage_reports.get_authenticator,1,0,ibm.enterprise_usage_reports.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].status,item.status,string,No,ibm.enterprise_usage_reports.get_enable_gzip_compression,read_get,Yes,ibm.enterprise_usage_reports.get_enable_gzip_compression,ibm.enterprise_usage_reports.get_enable_gzip_compression,1,0,ibm.enterprise_usage_reports.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].status,item.status,string,No,ibm.enterprise_usage_reports.get_http_client,read_get,Yes,ibm.enterprise_usage_reports.get_http_client,ibm.enterprise_usage_reports.get_http_client,1,0,ibm.enterprise_usage_reports.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].status,item.status,string,No,ibm.enterprise_usage_reports.get_resource_usage_report,read_get,Yes,ibm.enterprise_usage_reports.get_resource_usage_report,ibm.enterprise_usage_reports.get_resource_usage_report,1,0,ibm.enterprise_usage_reports.get_resource_usage_report[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].tags,item.tags,array,No,ibm.enterprise_usage_reports.get_authenticator,read_get,Yes,ibm.enterprise_usage_reports.get_authenticator,ibm.enterprise_usage_reports.get_authenticator,1,0,ibm.enterprise_usage_reports.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].tags,item.tags,array,No,ibm.enterprise_usage_reports.get_enable_gzip_compression,read_get,Yes,ibm.enterprise_usage_reports.get_enable_gzip_compression,ibm.enterprise_usage_reports.get_enable_gzip_compression,1,0,ibm.enterprise_usage_reports.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].tags,item.tags,array,No,ibm.enterprise_usage_reports.get_http_client,read_get,Yes,ibm.enterprise_usage_reports.get_http_client,ibm.enterprise_usage_reports.get_http_client,1,0,ibm.enterprise_usage_reports.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,enterprise_usage_reports,items[].tags,item.tags,array,No,ibm.enterprise_usage_reports.get_resource_usage_report,read_get,Yes,ibm.enterprise_usage_reports.get_resource_usage_report,ibm.enterprise_usage_reports.get_resource_usage_report,1,0,ibm.enterprise_usage_reports.get_resource_usage_report[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.list_catalog_entries,read_list,Yes,ibm.global_catalog.list_catalog_entries,ibm.global_catalog.list_catalog_entries,1,0,ibm.global_catalog.list_catalog_entries[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.get_artifact,read_get,Yes,ibm.global_catalog.get_artifact,ibm.global_catalog.get_artifact,1,0,ibm.global_catalog.get_artifact[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.get_audit_logs,read_get,Yes,ibm.global_catalog.get_audit_logs,ibm.global_catalog.get_audit_logs,1,0,ibm.global_catalog.get_audit_logs[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.get_authenticator,read_get,Yes,ibm.global_catalog.get_authenticator,ibm.global_catalog.get_authenticator,1,0,ibm.global_catalog.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.get_catalog_entry,read_get,Yes,ibm.global_catalog.get_catalog_entry,ibm.global_catalog.get_catalog_entry,1,0,ibm.global_catalog.get_catalog_entry[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.get_child_objects,read_get,Yes,ibm.global_catalog.get_child_objects,ibm.global_catalog.get_child_objects,1,0,ibm.global_catalog.get_child_objects[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.get_enable_gzip_compression,read_get,Yes,ibm.global_catalog.get_enable_gzip_compression,ibm.global_catalog.get_enable_gzip_compression,1,0,ibm.global_catalog.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.get_http_client,read_get,Yes,ibm.global_catalog.get_http_client,ibm.global_catalog.get_http_client,1,0,ibm.global_catalog.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.get_pricing,read_get,Yes,ibm.global_catalog.get_pricing,ibm.global_catalog.get_pricing,1,0,ibm.global_catalog.get_pricing[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.get_pricing_deployments,read_get,Yes,ibm.global_catalog.get_pricing_deployments,ibm.global_catalog.get_pricing_deployments,1,0,ibm.global_catalog.get_pricing_deployments[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.get_visibility,read_get,Yes,ibm.global_catalog.get_visibility,ibm.global_catalog.get_visibility,1,0,ibm.global_catalog.get_visibility[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].created_at,item.created_at,string,No,ibm.global_catalog.list_artifacts,read_list,Yes,ibm.global_catalog.list_artifacts,ibm.global_catalog.list_artifacts,1,0,ibm.global_catalog.list_artifacts[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.list_catalog_entries,read_list,Yes,ibm.global_catalog.list_catalog_entries,ibm.global_catalog.list_catalog_entries,1,0,ibm.global_catalog.list_catalog_entries[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.get_artifact,read_get,Yes,ibm.global_catalog.get_artifact,ibm.global_catalog.get_artifact,1,0,ibm.global_catalog.get_artifact[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.get_audit_logs,read_get,Yes,ibm.global_catalog.get_audit_logs,ibm.global_catalog.get_audit_logs,1,0,ibm.global_catalog.get_audit_logs[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.get_authenticator,read_get,Yes,ibm.global_catalog.get_authenticator,ibm.global_catalog.get_authenticator,1,0,ibm.global_catalog.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.get_catalog_entry,read_get,Yes,ibm.global_catalog.get_catalog_entry,ibm.global_catalog.get_catalog_entry,1,0,ibm.global_catalog.get_catalog_entry[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.get_child_objects,read_get,Yes,ibm.global_catalog.get_child_objects,ibm.global_catalog.get_child_objects,1,0,ibm.global_catalog.get_child_objects[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.get_enable_gzip_compression,read_get,Yes,ibm.global_catalog.get_enable_gzip_compression,ibm.global_catalog.get_enable_gzip_compression,1,0,ibm.global_catalog.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.get_http_client,read_get,Yes,ibm.global_catalog.get_http_client,ibm.global_catalog.get_http_client,1,0,ibm.global_catalog.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.get_pricing,read_get,Yes,ibm.global_catalog.get_pricing,ibm.global_catalog.get_pricing,1,0,ibm.global_catalog.get_pricing[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.get_pricing_deployments,read_get,Yes,ibm.global_catalog.get_pricing_deployments,ibm.global_catalog.get_pricing_deployments,1,0,ibm.global_catalog.get_pricing_deployments[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.get_visibility,read_get,Yes,ibm.global_catalog.get_visibility,ibm.global_catalog.get_visibility,1,0,ibm.global_catalog.get_visibility[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].crn,item.crn,string,Yes,ibm.global_catalog.list_artifacts,read_list,Yes,ibm.global_catalog.list_artifacts,ibm.global_catalog.list_artifacts,1,0,ibm.global_catalog.list_artifacts[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.list_catalog_entries,read_list,Yes,ibm.global_catalog.list_catalog_entries,ibm.global_catalog.list_catalog_entries,1,0,ibm.global_catalog.list_catalog_entries[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.get_artifact,read_get,Yes,ibm.global_catalog.get_artifact,ibm.global_catalog.get_artifact,1,0,ibm.global_catalog.get_artifact[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.get_audit_logs,read_get,Yes,ibm.global_catalog.get_audit_logs,ibm.global_catalog.get_audit_logs,1,0,ibm.global_catalog.get_audit_logs[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.get_authenticator,read_get,Yes,ibm.global_catalog.get_authenticator,ibm.global_catalog.get_authenticator,1,0,ibm.global_catalog.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.get_catalog_entry,read_get,Yes,ibm.global_catalog.get_catalog_entry,ibm.global_catalog.get_catalog_entry,1,0,ibm.global_catalog.get_catalog_entry[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.get_child_objects,read_get,Yes,ibm.global_catalog.get_child_objects,ibm.global_catalog.get_child_objects,1,0,ibm.global_catalog.get_child_objects[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.get_enable_gzip_compression,read_get,Yes,ibm.global_catalog.get_enable_gzip_compression,ibm.global_catalog.get_enable_gzip_compression,1,0,ibm.global_catalog.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.get_http_client,read_get,Yes,ibm.global_catalog.get_http_client,ibm.global_catalog.get_http_client,1,0,ibm.global_catalog.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.get_pricing,read_get,Yes,ibm.global_catalog.get_pricing,ibm.global_catalog.get_pricing,1,0,ibm.global_catalog.get_pricing[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.get_pricing_deployments,read_get,Yes,ibm.global_catalog.get_pricing_deployments,ibm.global_catalog.get_pricing_deployments,1,0,ibm.global_catalog.get_pricing_deployments[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.get_visibility,read_get,Yes,ibm.global_catalog.get_visibility,ibm.global_catalog.get_visibility,1,0,ibm.global_catalog.get_visibility[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].id,item.id,string,Yes,ibm.global_catalog.list_artifacts,read_list,Yes,ibm.global_catalog.list_artifacts,ibm.global_catalog.list_artifacts,1,0,ibm.global_catalog.list_artifacts[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].name,item.name,string,Yes,ibm.global_catalog.list_catalog_entries,read_list,Yes,ibm.global_catalog.list_catalog_entries,ibm.global_catalog.list_catalog_entries,1,0,ibm.global_catalog.list_catalog_entries[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].name,item.name,string,Yes,ibm.global_catalog.get_artifact,read_get,Yes,ibm.global_catalog.get_artifact,ibm.global_catalog.get_artifact,1,0,ibm.global_catalog.get_artifact[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].name,item.name,string,Yes,ibm.global_catalog.get_audit_logs,read_get,Yes,ibm.global_catalog.get_audit_logs,ibm.global_catalog.get_audit_logs,1,0,ibm.global_catalog.get_audit_logs[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].name,item.name,string,Yes,ibm.global_catalog.get_authenticator,read_get,Yes,ibm.global_catalog.get_authenticator,ibm.global_catalog.get_authenticator,1,0,ibm.global_catalog.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].name,item.name,string,Yes,ibm.global_catalog.get_catalog_entry,read_get,Yes,ibm.global_catalog.get_catalog_entry,ibm.global_catalog.get_catalog_entry,1,0,ibm.global_catalog.get_catalog_entry[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].name,item.name,string,Yes,ibm.global_catalog.get_child_objects,read_get,Yes,ibm.global_catalog.get_child_objects,ibm.global_catalog.get_child_objects,1,0,ibm.global_catalog.get_child_objects[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].name,item.name,string,Yes,ibm.global_catalog.get_enable_gzip_compression,read_get,Yes,ibm.global_catalog.get_enable_gzip_compression,ibm.global_catalog.get_enable_gzip_compression,1,0,ibm.global_catalog.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].name,item.name,string,Yes,ibm.global_catalog.get_http_client,read_get,Yes,ibm.global_catalog.get_http_client,ibm.global_catalog.get_http_client,1,0,ibm.global_catalog.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].name,item.name,string,Yes,ibm.global_catalog.get_pricing,read_get,Yes,ibm.global_catalog.get_pricing,ibm.global_catalog.get_pricing,1,0,ibm.global_catalog.get_pricing[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,global_catalog,items[].name,item.name,string,Yes,ibm.global_catalog.get_pricing_deployments,read_get,Yes,ibm.global_catalog.get_pricing_deployments,ibm.global_catalog.get_pricing_deployments,1,0,ibm.global_catalog.get_pricing_deployments[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
