unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,k8s_checks
iso27001_2022_multi_cloud_A.12.6_0003,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.12.6,Technical Vulnerability Management,,Technical,Multiple,44,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_rbac_no_cluster_admin_binding; k8s_pod_security_context_non_root
iso27001_2022_multi_cloud_A.13.1_0004,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.13.1,Network Security Management,,Network,Multiple,36,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_networkpolicy_no_public_access; k8s_service_type_not_nodeport
iso27001_2022_multi_cloud_A.5.1_0005,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.1,Policies for information security,,Policies,Multiple,24,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_policies_documented; k8s_networkpolicy_policies_documented; k8s_secret_management_policies_documented; k8s_audit_logging_policies_documented
iso27001_2022_multi_cloud_A.5.10_0006,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.10,Acceptable Use Of Information And Other Associated Assets,,Acceptable,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_policies_documented; k8s_networkpolicy_policies_documented; k8s_secret_management_policies_documented; k8s_audit_logging_policies_documented
iso27001_2022_multi_cloud_A.5.11_0007,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.11,Return Of Assets,,Return,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_policies_documented; k8s_networkpolicy_policies_documented; k8s_secret_management_policies_documented; k8s_audit_logging_policies_documented
iso27001_2022_multi_cloud_A.5.12_0008,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.12,Classification Of Information,,Classification,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_policies_documented; k8s_networkpolicy_policies_documented; k8s_secret_management_policies_documented; k8s_audit_logging_policies_documented
iso27001_2022_multi_cloud_A.5.13_0009,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.13,Labelling Of Information,,Labelling,Multiple,24,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_policies_documented; k8s_networkpolicy_policies_documented; k8s_secret_management_policies_documented; k8s_audit_logging_policies_documented
iso27001_2022_multi_cloud_A.5.14_0010,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.14,Information Transfer,,Information,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_policies_documented; k8s_networkpolicy_policies_documented; k8s_secret_management_policies_documented; k8s_audit_logging_policies_documented
iso27001_2022_multi_cloud_A.5.15_0011,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.15,Access Control,,Access,IAM,129,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.16_0012,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.16,Identity Management,,Identity,CONFIG,101,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_policies_documented; k8s_networkpolicy_policies_documented; k8s_secret_management_policies_documented; k8s_audit_logging_policies_documented
iso27001_2022_multi_cloud_A.5.17_0013,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.17,Authentication Information,,Authentication,IAM,28,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_policies_documented; k8s_networkpolicy_policies_documented; k8s_secret_management_policies_documented; k8s_audit_logging_policies_documented
iso27001_2022_multi_cloud_A.5.18_0014,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.18,Access Rights,,Access,IAM,47,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_separation_of_duties_enforced
iso27001_2022_multi_cloud_A.5.19_0015,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.19,Information Security In Supplier Relationships,,Information,GUARDDUTY,73,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_networkpolicy_default_deny_ingress; k8s_image_vulnerability_scanning_enabled; k8s_admission_controller_pod_security_enabled
iso27001_2022_multi_cloud_A.5.2_0016,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.2,Roles and Responsibilities,,Roles,,60,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.20_0017,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.20,Addressing Information Security Within Supplier Agreements,,Addressing,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.21_0018,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.21,Managing Information Security In The ICT Supply Chain,,Managing,GUARDDUTY,73,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.22_0019,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.22,"Monitor, Review And Change Management Of Supplier Services",,,CONFIG,89,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_role_binding_review_enabled; k8s_audit_supplier_service_changes_logged; k8s_admission_controller_supplier_service_change_management; k8s_networkpolicy_supplier_service_monitoring_enabled
iso27001_2022_multi_cloud_A.5.23_0020,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.23,Information Security For Use Of Cloud Services,,Information,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.24_0021,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.24,Information Security Incident Management Planning and Preparation,,Information,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.25_0022,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.25,Assessment And Decision On Information Security Events,,Assessment,GUARDDUTY,77,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.26_0023,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.26,Response To Information Security Incidents,,Response,EC2,8,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.27_0024,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.27,Learning From Information Security Incidents,,Learning,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.28_0025,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.28,Collection Of Evidence,,Collection,GUARDDUTY,77,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.29_0026,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.29,Information Security During Disruption,,Information,GUARDDUTY,77,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.5.3_0027,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.3,Segregation of Duties,,Segregation,IAM,19,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_segregation_of_duties_enforced; k8s_rbac_no_single_user_full_control; k8s_rbac_role_binding_separation
iso27001_2022_multi_cloud_A.5.30_0028,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.30,Readiness For Business Continuity,,Readiness,,3,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_segregation_of_duties_enforced; k8s_rbac_no_single_user_full_control; k8s_rbac_role_binding_separation
iso27001_2022_multi_cloud_A.5.31_0029,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.31,"Legal, statutory, regulatory and contractual requirements",,,,3,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_segregation_of_duties_enforced; k8s_rbac_no_single_user_full_control; k8s_rbac_role_binding_separation
iso27001_2022_multi_cloud_A.5.32_0030,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.32,Intellectual Property Rights,,Intellectual,,3,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_segregation_of_duties_enforced; k8s_rbac_no_single_user_full_control; k8s_rbac_role_binding_separation
iso27001_2022_multi_cloud_A.5.33_0031,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.33,Protection Of Records,,Protection,,3,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_segregation_of_duties_enforced; k8s_rbac_no_single_user_full_control; k8s_rbac_role_binding_separation
iso27001_2022_multi_cloud_A.5.34_0032,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.34,Privacy And Protection Of PII,,Privacy,,3,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_segregation_of_duties_enforced; k8s_rbac_no_single_user_full_control; k8s_rbac_role_binding_separation
iso27001_2022_multi_cloud_A.5.35_0033,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.35,Independent Review Of Information Security,,Independent,,3,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_segregation_of_duties_enforced; k8s_rbac_no_single_user_full_control; k8s_rbac_role_binding_separation
iso27001_2022_multi_cloud_A.5.36_0034,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.36,"Compliance With Policies, Rules And Standards For Information Security",,Compliance,,3,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_segregation_of_duties_enforced; k8s_rbac_no_single_user_full_control; k8s_rbac_role_binding_separation
iso27001_2022_multi_cloud_A.5.37_0035,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.37,Documented Operating Procedures,,Documented,,3,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_segregation_of_duties_enforced; k8s_rbac_no_single_user_full_control; k8s_rbac_role_binding_separation
iso27001_2022_multi_cloud_A.5.7_0039,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.5.7,Threat Intelligence,,Threat,CLOUDTRAIL,56,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_audit_threat_detection_enabled; k8s_admission_threat_detection_webhook_configured; k8s_networkpolicy_threat_detection_traffic_monitoring; k8s_service_mesh_threat_detection_integrated
iso27001_2022_multi_cloud_A.8.1_0064,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.1,User Endpoint Devices,,User,Multiple,187,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_not_nodeport; k8s_ingress_tls_enabled
iso27001_2022_multi_cloud_A.8.10_0065,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.10,Information Deletion,,Information,Multiple,24,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_not_nodeport; k8s_ingress_tls_enabled
iso27001_2022_multi_cloud_A.8.11_0066,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.11,Data Masking,,Data,Multiple,201,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_not_nodeport; k8s_ingress_tls_enabled
iso27001_2022_multi_cloud_A.8.12_0067,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.12,Data Leakage Prevention,,Data,Multiple,68,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_not_nodeport; k8s_ingress_tls_enabled
iso27001_2022_multi_cloud_A.8.13_0068,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.13,Information Backup,,Information,BACKUP,24,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_not_nodeport; k8s_ingress_tls_enabled
iso27001_2022_multi_cloud_A.8.14_0069,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.14,Redundancy of information processing facilities,,Redundancy,Multiple,188,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_not_nodeport; k8s_ingress_tls_enabled
iso27001_2022_multi_cloud_A.8.15_0070,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.15,Logging,,,Multiple,376,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_not_nodeport; k8s_ingress_tls_enabled
iso27001_2022_multi_cloud_A.8.16_0071,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.16,Monitoring Activities,,Monitoring,Multiple,256,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_audit_logging_enabled; k8s_audit_log_retention_configured; k8s_audit_policy_captures_metadata; k8s_networkpolicy_flow_logging_enabled
iso27001_2022_multi_cloud_A.8.17_0072,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.17,Clock Synchronisation,,Clock,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_not_nodeport; k8s_ingress_tls_enabled
iso27001_2022_multi_cloud_A.8.18_0073,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.18,Use of Privileged Utility Programs,,Use,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_not_nodeport; k8s_ingress_tls_enabled
iso27001_2022_multi_cloud_A.8.19_0074,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.19,Installation of Software on Operational Systems,,Installation,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_not_nodeport; k8s_ingress_tls_enabled
iso27001_2022_multi_cloud_A.8.2_0075,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.2,Privileged Access Rights,,Privileged,Multiple,75,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_networkpolicy_restrict_external_access; k8s_service_type_loadbalancer_restricted
iso27001_2022_multi_cloud_A.8.20_0076,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.20,Network Security,,Network,Multiple,393,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_networkpolicy_restrict_external_access; k8s_service_type_loadbalancer_restricted
iso27001_2022_multi_cloud_A.8.21_0077,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.21,Security of Network Services,,Security,Multiple,377,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_networkpolicy_restrict_internet_access; k8s_service_type_loadbalancer_restricted
iso27001_2022_multi_cloud_A.8.22_0078,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.22,Segregation of Networks,,Segregation,Multiple,377,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_privileges_restricted; k8s_rbac_role_binding_to_specific_namespaces
iso27001_2022_multi_cloud_A.8.23_0079,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.23,Web Filtering,,Web,Multiple,16,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_privileges_restricted; k8s_rbac_role_binding_to_specific_namespaces
iso27001_2022_multi_cloud_A.8.24_0080,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.24,Use of Cryptography,,Use,Multiple,289,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_secret_encryption_at_rest_enabled; k8s_etcd_encryption_enabled; k8s_ingress_tls_enabled; k8s_service_mesh_mtls_enabled
iso27001_2022_multi_cloud_A.8.25_0081,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.25,Secure Development Life Cycle,,Secure,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_privileges_restricted; k8s_rbac_role_binding_to_specific_namespaces
iso27001_2022_multi_cloud_A.8.26_0082,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.26,Application Security Requirements,,Application,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_privileges_restricted; k8s_rbac_role_binding_to_specific_namespaces
iso27001_2022_multi_cloud_A.8.27_0083,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.27,Secure Systems Architecture and Engineering Principles,,Secure,SSM,16,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_networkpolicy_default_deny_ingress; k8s_secret_encryption_at_rest_enabled; k8s_apiserver_audit_logging_enabled
iso27001_2022_multi_cloud_A.8.29_0084,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.29,Security Testing in Development and Acceptance,,Security,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_privileges_restricted; k8s_rbac_role_binding_to_specific_namespaces
iso27001_2022_multi_cloud_A.8.3_0085,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.3,Information Access Restriction,,Information,Multiple,52,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_networkpolicy_default_deny_ingress; k8s_secret_encryption_at_rest_enabled; k8s_apiserver_authorization_mode_rbac
iso27001_2022_multi_cloud_A.8.30_0086,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.30,Outsourced Development,,Outsourced,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_networkpolicy_default_deny_ingress; k8s_secret_encryption_at_rest_enabled; k8s_apiserver_authorization_mode_rbac
iso27001_2022_multi_cloud_A.8.31_0087,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.31,"Separation of Development, Test and Production Environments",,Separation,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_networkpolicy_default_deny_ingress; k8s_secret_encryption_at_rest_enabled; k8s_apiserver_authorization_mode_rbac
iso27001_2022_multi_cloud_A.8.32_0088,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.32,Change Management,,Change,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_networkpolicy_default_deny_ingress; k8s_secret_encryption_at_rest_enabled; k8s_apiserver_authorization_mode_rbac
iso27001_2022_multi_cloud_A.8.33_0089,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.33,Test Information,,Test,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_networkpolicy_default_deny_ingress; k8s_secret_encryption_at_rest_enabled; k8s_apiserver_authorization_mode_rbac
iso27001_2022_multi_cloud_A.8.34_0090,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.34,Protection of Information Systems During Audit Testing,,Protection,,4,manual,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_networkpolicy_default_deny_ingress; k8s_secret_encryption_at_rest_enabled; k8s_apiserver_authorization_mode_rbac
iso27001_2022_multi_cloud_A.8.5_0092,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.5,Secure Authentication,,Secure,Multiple,68,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_apiserver_authentication_enabled; k8s_apiserver_authorization_mode_rbac; k8s_rbac_oidc_authentication_configured; k8s_rbac_service_account_token_automount_disabled
iso27001_2022_multi_cloud_A.8.7_0094,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.7,Protection Against Malware,,Protection,GUARDDUTY,73,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_image_vulnerability_scanning_enabled; k8s_admission_controller_pod_security_enabled; k8s_pod_security_context_non_root; k8s_image_scan_on_admission
iso27001_2022_multi_cloud_A.8.9_0096,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.9,Configuration Management,,Configuration,GUARDDUTY,73,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_networkpolicy_default_deny_ingress; k8s_secret_encryption_at_rest_enabled; k8s_apiserver_audit_logging_enabled
iso27001_2022_multi_cloud_A.9.2_0097,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.9.2,User Access Management,,User,IAM,61,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_least_privilege_enforcement; k8s_rbac_oidc_authentication_configured
iso27001_2022_multi_cloud_A.9.3_0098,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.9.3,User Responsibilities,,User,IAM,44,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_role_binding_least_privilege
iso27001_2022_multi_cloud_A.9.4_0099,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.9.4,System and Application Access Control,,System,IAM,61,automated,,,ISO27001_2022_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_service_account_token_automount_disabled; k8s_apiserver_authentication_enabled
nist_800_171_r2_multi_cloud_3_11_2_3.11.2_Scan_for_vulnerabilities_in_organiz_0001,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_11_2: 3.11.2 Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified,,3_11_2,Multiple,20,automated,,,NIST_800-171_R2_controls_with_checks.csv,k8s_audit_logging_enabled; k8s_audit_log_retention_configured; k8s_apiserver_audit_policy_configured; k8s_networkpolicy_restrict_remote_access
nist_800_171_r2_multi_cloud_3_11_3_3.11.3_Remediate_vulnerabilities_in_accord_0002,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_11_3: 3.11.3 Remediate vulnerabilities in accordance with risk assessments,,3_11_3,Multiple,22,automated,,,NIST_800-171_R2_controls_with_checks.csv,k8s_apiserver_tls_enabled; k8s_ingress_tls_enabled; k8s_service_mesh_mtls_enabled; k8s_etcd_tls_enabled
nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_12_4: 3.12.4 Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems",,3_12_4,Multiple,56,automated,,,NIST_800-171_R2_controls_with_checks.csv,k8s_rbac_least_privilege_enforcement; k8s_rbac_no_cluster_admin_binding; k8s_rbac_service_account_token_automount_disabled; k8s_networkpolicy_default_deny_ingress
nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_13_1: 3.13.1 Monitor, control, and protect communications (i.e., information transmitted or received by organizational systems) at the external boundaries and key internal boundaries of organizational systems",,3_13_1,Multiple,130,automated,,,NIST_800-171_R2_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_rbac_least_privilege_enforcement; k8s_service_type_loadbalancer_restricted
nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_11: 3.13.11 Employ FIPS-validated cryptography when used to protect the confidentiality of CUI,,3_13_11,Multiple,76,automated,,,NIST_800-171_R2_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_rbac_least_privilege_enforcement; k8s_service_type_loadbalancer_restricted
nist_800_171_r2_multi_cloud_3_13_15_3.13.15_Protect_the_authenticity_of_commu_0006,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_15: 3.13.15 Protect the authenticity of communications sessions,,3_13_15,ELB,10,automated,,,NIST_800-171_R2_controls_with_checks.csv,k8s_ingress_tls_enabled; k8s_service_mesh_mtls_enabled; k8s_apiserver_tls_enabled; k8s_etcd_tls_enabled
nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_16: 3.13.16 Protect the confidentiality of CUI at rest,,3_13_16,Multiple,70,automated,,,NIST_800-171_R2_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_rbac_least_privilege_enforcement; k8s_service_type_loadbalancer_restricted
nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_13_2: 3.13.2 Employ architectural designs, software development techniques, and systems engineering principles that promote effective information security within organizational systems",,3_13_2,Multiple,134,automated,,,NIST_800-171_R2_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_rbac_least_privilege_enforcement; k8s_service_type_loadbalancer_restricted
