suggested_rule_id,csp,rule_type,missing_check_name,compliance_count,framework_count,frameworks,priority,sample_title,compliance_ids,validation_status,validation_match,validation_note,review_status,review_note
alicloud.kms.key.key_manager_configured,alicloud,config,alicloud_kms_key_key_manager,1,1,NIST_800_171,,Check that each KMS key has an authorized key manager (RAM user/role) configured.,NIST_800_171/3.13.10,truly_new,alicloud.kms.actiontrail.disable_key,best_jaccard=0.40,KEEP,Checks for an authorized key manager (RAM user/role).
alicloud.kms.key.not_publicly_accessible_enforced,alicloud,config,alicloud_kms_key_not_publicly_accessible,3,1,ISO27001_2022,2,Data Leakage Prevention,iso27001_2022_A.8.1;iso27001_2022_A.8.12;iso27001_2022_A.8.24,truly_new,alicloud.kms.actiontrail.disable_key,best_jaccard=0.29,KEEP,Checks key is not publicly accessible (data leakage prevention).
alicloud.kms.key.expiration_set,alicloud,config,alicloud_kms_kms_key_expiration_set,2,2,CANADA_PBMM;FedRAMP_Moderate,2,CCCS SC-12: Cryptographic Key Establishment and Management,canada_pbmm_moderate_CCCS_SC_12;fedramp_moderate_SC_12,truly_new,alicloud.kms.actiontrail.disable_key,best_jaccard=0.33,KEEP,Checks key expiration date is set (cryptographic management).
alicloud.nas.file_system.encryption_enabled,alicloud,config,alicloud_nas_file_system_encryption,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,singleton
alicloud.bastionhost.instance.enabled,alicloud,config,alicloud_network_bastion_host_exists,4,1,ISO27001_2022,2,Network Security,iso27001_2022_A.8.14;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,truly_new,alicloud.network.actiontrail.delete_vpc,best_jaccard=0.14,KEEP,Bastion host existence check for secure access.
alicloud.oss.bucket.anonymous_auth_disabled,alicloud,config,alicloud_oss_bucket_anonymous_auth_disabled,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks for disabled anonymous authentication on OSS buckets.
alicloud.oss.bucket.cross_account_replication_disabled,alicloud,config,alicloud_oss_bucket_cross_account_replication_disabled,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks for disabled cross-account replication.
alicloud.oss.bucket.encryption_enabled,alicloud,config,alicloud_oss_bucket_encryption_enabled,3,3,CISA_CE;RBI_BANK;RBI_NBFC,3,Data Encryption,cisa_ce_v1_Your_Data_2;rbi_bank_3.3;rbi_nbfc_2.9,truly_new,,best_jaccard=0.00,KEEP,Checks for bucket encryption at rest.
alicloud.oss.bucket.https_required,alicloud,config,alicloud_oss_bucket_https_required,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks for HTTPS requirement on OSS buckets.
alicloud.oss.bucket.kms_encryption_enabled,alicloud,config,alicloud_oss_bucket_kms_encryption,8,2,ISO27001_2022;PCI_DSS,2,Data Masking,iso27001_2022_A.8.11;iso27001_2022_A.8.24;pci_dss_v4_3.4.1;pci_dss_v4_3.4.2;pci_dss_v4_8.2.1;...(+3 more),truly_new,,best_jaccard=0.00,KEEP,Checks for KMS-based encryption (data masking).
alicloud.oss.bucket.policy_sas_linked_to_stored_access_policy_configured,alicloud,config,alicloud_oss_bucket_policy_sas_linked_to_stored_access_policy,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks for policy/SAS link to stored access policy.
alicloud.oss.bucket.replication_enabled,alicloud,config,alicloud_oss_bucket_replication_enabled,2,2,RBI_BANK;RBI_NBFC,4,Disaster Recovery,rbi_bank_6.2;rbi_nbfc_5.3,truly_new,,best_jaccard=0.00,KEEP,Checks for enabled replication for disaster recovery.
alicloud.oss.bucket.versioning_enabled,alicloud,config,alicloud_oss_bucket_versioning,1,1,CANADA_PBMM,,Check Alibaba Cloud OSS bucket has versioning enabled for backup capability.,CANADA_PBMM/CP-9(7),truly_new,,best_jaccard=0.00,KEEP,Checks for versioning enabled for backup.
alicloud.oss.presigned.stored_policy_configured,alicloud,config,alicloud_oss_presigned_stored_policy,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks if OSS presigned URLs have a stored access policy.
alicloud.ram.group.has_users_check,alicloud,config,alicloud_ram_group_has_users,1,1,CISA_CE,3,Grant access based on need-to-know and least privilege,cisa_ce_v1_Your_Surroundings_2,truly_new,,best_jaccard=0.00,KEEP,Checks if RAM groups have users (need-to-know/least privilege).
alicloud.ram.no.guest_accounts_with_permissions_restricted,alicloud,config,alicloud_ram_no_guest_accounts_with_permissions,1,1,RBI_BANK,4,Guest Account Management,rbi_bank_9.3,truly_new,,best_jaccard=0.00,KEEP,Checks for guest accounts with permissions.
alicloud.ram.notification.group_mapping_configured,alicloud,config,alicloud_ram_notification_group_mapping_configured,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks for notification group mapping configuration.
alicloud.ram.password.policy_compliance_enabled,alicloud,config,alicloud_ram_password_policy_compliance,4,3,CISA_CE;RBI_BANK;RBI_NBFC,3,Access Control,cisa_ce_v1_Your_Surroundings_3;rbi_bank_3.2;rbi_nbfc_2.5;rbi_nbfc_7.2,truly_new,,best_jaccard=0.00,KEEP,General password policy compliance check.
alicloud.ram.password.policy_lowercase_check,alicloud,config,alicloud_ram_password_policy_lowercase_check,1,1,CIS_ALICLOUD,1,Ensure RAM password policy requires at least one lowercase  letter,CIS_ALICLOUD/1.8,truly_new,,best_jaccard=0.00,KEEP,Checks for lowercase letter requirement.
alicloud.ram.password.policy_minimum_length_check,alicloud,config,alicloud_ram_password_policy_minimum_length_check,1,1,CIS_ALICLOUD,1,Ensure RAM password policy requires minimum length of 14  or greater,CIS_ALICLOUD/1.11,truly_new,,best_jaccard=0.00,KEEP,Checks for minimum password length.
alicloud.ram.password.policy_require_numbers_check,alicloud,config,alicloud_ram_password_policy_require_numbers_check,1,1,CIS_ALICLOUD,1,Ensure RAM password policy require at least one number,CIS_ALICLOUD/1.10,truly_new,,best_jaccard=0.00,KEEP,Checks for number requirement.
alicloud.ram.password.policy_require_symbols_configured,alicloud,config,alicloud_ram_password_policy_require_symbols,1,1,CIS_ALICLOUD,1,Ensure RAM password policy require at least one symbol,CIS_ALICLOUD/1.9,truly_new,,best_jaccard=0.00,KEEP,Checks for symbol requirement.
alicloud.ram.password.policy_require_uppercase_configured,alicloud,config,alicloud_ram_password_policy_require_uppercase,1,1,CIS_ALICLOUD,1,Ensure RAM password policy requires at least one uppercase  letter,CIS_ALICLOUD/1.7,truly_new,,best_jaccard=0.00,KEEP,Checks for uppercase letter requirement.
alicloud.ram.password_policy.hide_feedback_configured,alicloud,config,alicloud_ram_password_policy_hide_feedback,1,1,NIST_800_171,,(refined),NIST_800_171/3.5.11,truly_new,,best_jaccard=0.00,KEEP,Checks if password feedback is hidden.
alicloud.ram.password_policy.login_attempt_limit_configured,alicloud,config,alicloud_ram_password_policy_login_attempt_limit,1,1,NIST_800_171,,PARTIAL: alicloud.ram.password_policy.login_attempt_limit ||| verifies config exists but not testing execution,NIST_800_171/3.1.8,truly_new,,best_jaccard=0.00,KEEP,Checks for login attempt limit configuration.
alicloud.ram.password_policy.max_password_age_configured,alicloud,config,alicloud_ram_password_policy_max_password_age,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks for maximum password age (expiration).
alicloud.ram.policy_configured,alicloud,config,alicloud_ram_policy,1,1,NIST_800_171,,Check that RAM policies or resource directory controls enforce change approval.,NIST_800_171/3.4.4,truly_new,,best_jaccard=0.00,KEEP,Checks for change approval enforcement on RAM policies.
alicloud.ram.policy.attached_only_to_group_or_roles_configured,alicloud,config,alicloud_ram_policy_attached_only_to_group_or_roles,34,6,CANADA_PBMM;FedRAMP_Moderate;ISO27001_2022;NIST_800_171;NIST_800_53;SOC2,2,3_4_6: 3.4.6 Employ the principle of least functionality by configuring organiza,canada_pbmm_moderate_CCCS_CM_9;fedramp_moderate_CM_9;iso27001_2022_A.5.15;iso27001_2022_A.9.2;iso27001_2022_A.9.4;...(+29 more),truly_new,,best_jaccard=0.00,KEEP,Checks least functionality by policy attachment to groups/roles.
alicloud.ram.policy.deny_maintenance_tools_restricted,alicloud,config,alicloud_ram_policy_deny_maintenance_tools,2,1,CANADA_PBMM,,Check RAM policies for denies on actions related to maintenance tools.; (refined),CANADA_PBMM/MA-3(1);CANADA_PBMM/MA-3(2),truly_new,,best_jaccard=0.00,KEEP,Checks for denies on maintenance tool actions.
alicloud.ram.policy.external_entities_configured,alicloud,config,alicloud_ram_policy_external_entities,2,1,CANADA_PBMM,,Check RAM policy statements for external Alibaba Cloud accounts or entities.; Check RAM policies for principals from external Alibaba Cloud accounts.,CANADA_PBMM/AC-20(1);CANADA_PBMM/AC-20(2),truly_new,,best_jaccard=0.00,KEEP,Checks for external account/entity access in policies.
alicloud.ram.policy.overly_permissive_configured,alicloud,config,alicloud_ram_policy_overly_permissive,2,2,CANADA_PBMM;FedRAMP_Moderate,2,CCCS AC-6: Least Privilege,canada_pbmm_moderate_CCCS_AC_6;fedramp_moderate_AC_6,truly_new,,best_jaccard=0.00,KEEP,Checks for no administrative privileges (least privilege).
alicloud.ram.role.custom_policies_configured,alicloud,config,alicloud_ram_role_custom_policies,1,1,CANADA_PBMM,,(refined),CANADA_PBMM/AC-6,truly_new,,best_jaccard=0.00,KEEP,Checks for custom policies attached to RAM roles
alicloud.ram.role.least_privilege_enforced,alicloud,config,alicloud_ram_role_least_privilege,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks for least privilege principle on RAM roles
alicloud.ram.role.policy_attachments_configured,alicloud,config,alicloud_ram_role_policy_attachments,1,1,CIS_ALICLOUD,,(refined),CIS_ALICLOUD/4.1.6,truly_new,,best_jaccard=0.00,KEEP,Checks for policy attachments on RAM roles
alicloud.ram.role.trust_policy_external_ids_configured,alicloud,config,alicloud_ram_role_trust_policy_external_ids,1,1,CANADA_PBMM,,Check RAM role trust policies for unauthorized external Alibaba Cloud accounts.,CANADA_PBMM/SA-9(2),truly_new,,best_jaccard=0.00,KEEP,Checks trust policies for unauthorized external accounts
alicloud.ram.role.wildcard_action_configured,alicloud,config,alicloud_ram_role_wildcard_action,1,1,CIS_ALICLOUD,,(refined),CIS_ALICLOUD/4.1.3,truly_new,,best_jaccard=0.00,KEEP,Checks RAM role policies for wildcard actions
alicloud.ram.root.hardware_mfa_enabled,alicloud,config,alicloud_ram_root_hardware_mfa_enabled,17,5,CISA_CE;GDPR;HIPAA;NIST_800_171;NIST_800_53,2,164_308_a_3_ii_a: 164.308(a)(3)(ii)(A) Authorization and/or supervision,cisa_ce_v1_Booting_Up_2;gdpr_article_25;hipaa_164_308_a_3_ii_a;hipaa_164_312_d;nist_800_171_r2_3_1_1;...(+12 more),truly_new,,best_jaccard=0.00,KEEP,Checks root account hardware MFA enablement
alicloud.ram.security.contact_information_configured,alicloud,config,alicloud_ram_security_contact_information_configured,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks security contact information configuration
alicloud.ram.securityaudit.role_created_configured,alicloud,config,alicloud_ram_securityaudit_role_created,1,1,ISO27001_2022,2,Segregation of Duties,iso27001_2022_A.5.3,truly_new,,best_jaccard=0.00,KEEP,Checks if a security audit role is created
alicloud.ram.support.role_created_configured,alicloud,config,alicloud_ram_support_role_created,1,1,CSPM_BEST_PRACTICE,4,Article 25 Data protection by design and by default,CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks if a support role is created
alicloud.ram.user.account_management_enabled,alicloud,config,alicloud_ram_user_account_management_enabled,1,1,CANADA_PBMM,,(refined),CANADA_PBMM/AC-2(1),truly_new,,best_jaccard=0.00,KEEP,Checks if RAM user account management is enabled
alicloud.ram.user.allow_login_profile_restricted,alicloud,config,alicloud_ram_user_allow_login_profile,1,1,CANADA_PBMM,,Check that RAM user login profiles require MFA for account management.,CANADA_PBMM/AC-2(9),truly_new,,best_jaccard=0.00,KEEP,Checks login profiles require MFA for management
alicloud.ram.user.anonymous_auth_disabled,alicloud,config,alicloud_ram_user_anonymous_auth_disabled,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks anonymous authentication is disabled
alicloud.ram.user.console_access_unused_disabled,alicloud,config,alicloud_ram_user_console_access_unused,32,9,CANADA_PBMM;FedRAMP_Moderate;GDPR;HIPAA;ISO27001_2022;NIST_800_171;NIST_800_53;PCI_DSS;SOC2,2,164_308_a_3_ii_b: 164.308(a)(3)(ii)(B) Workforce clearance procedure,canada_pbmm_moderate_CCCS_AC_2;fedramp_moderate_AC_2;fedramp_moderate_AC_2_1;fedramp_moderate_AC_2_11;fedramp_moderate_AC_2_12;...(+27 more),truly_new,,best_jaccard=0.00,KEEP,Checks for unused console access
alicloud.ram.user.in_group_configured,alicloud,config,alicloud_ram_user_in_group,1,1,CISA_CE,3,Grant access based on need-to-know and least privilege,cisa_ce_v1_Your_Surroundings_2,truly_new,,best_jaccard=0.00,KEEP,Checks user group membership for least privilege.
alicloud.ram.user.inactive_disable_configured,alicloud,config,alicloud_ram_user_inactive_disable,1,1,CANADA_PBMM,,Check that RAM users inactive for 90 days are disabled.,CANADA_PBMM/AC-2(3),truly_new,,best_jaccard=0.00,KEEP,Checks for disabling inactive users after 90 days.
alicloud.ram.user.login_profile_max_session_hours_configured,alicloud,config,alicloud_ram_user_login_profile_max_session_hours,1,1,NIST_800_171,,PARTIAL: alicloud.ram.user.login_profile.max_session_hours ||| verifies console login session duration but not for RAM role or API key sessions,NIST_800_171/3.1.11,truly_new,,best_jaccard=0.00,KEEP,Verifies maximum console session duration.
alicloud.ram.user.mfa_enabled,alicloud,config,alicloud_ram_user_mfa_enabled,8,5,CANADA_PBMM;CISA_CE;FedRAMP_Moderate;RBI_BANK;RBI_NBFC,2,Access Control,canada_pbmm_moderate_CCCS_IA_2;cisa_ce_v1_Booting_Up_2;cisa_ce_v1_Your_Surroundings_1;cisa_ce_v1_Your_Systems_2;fedramp_moderate_IA_2;...(+3 more),truly_new,,best_jaccard=0.00,KEEP,Checks if MFA is enabled for user access.
alicloud.ram.user.no_inline_policies_enforced,alicloud,config,alicloud_ram_user_no_inline_policies,2,2,CISA_CE;RBI_BANK,3,Access Control Management,cisa_ce_v1_Your_Surroundings_2;rbi_bank_3.2,truly_new,,best_jaccard=0.00,KEEP,Checks for absence of inline policies on users.
alicloud.ram.user.password_policy_enforce_change_configured,alicloud,config,alicloud_ram_user_password_policy_enforce_change,1,1,PCI_DSS,,PARTIAL: alicloud.ram.user.password_policy.enforce_change ||| verifies password policy for RAM users exists but does not directly enforce shared crede,PCI_DSS/8.2.2,truly_new,,best_jaccard=0.00,KEEP,Verifies password policy enforces change.
alicloud.ram.user.policy_attachment_check,alicloud,config,alicloud_ram_user_policy_attachment_check,1,1,CIS_ALICLOUD,1,Ensure RAM policies are attached only to groups or roles,CIS_ALICLOUD/1.16,truly_new,,best_jaccard=0.00,KEEP,"Ensures policies are attached only to groups/roles, not users directly."
alicloud.ram.user.security_key_enforcement_configured,alicloud,config,alicloud_ram_user_security_key_enforcement,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,"Refined rule for security key enforcement (e.g., FIDO)."
alicloud.ram.user.tenant_admin_access_keys_absent_configured,alicloud,config,alicloud_ram_user_tenant_admin_access_keys_absent,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Refined rule for ensuring tenant admin access keys are absent.
alicloud.ram.user.unused_credentials_configured,alicloud,config,alicloud_ram_user_unused_credentials,4,3,CISA_CE;RBI_BANK;RBI_NBFC,3,Access Control,cisa_ce_v1_Your_Surroundings_4;cisa_ce_v1_Your_Systems_2;rbi_bank_9.3;rbi_nbfc_2.5,truly_new,,best_jaccard=0.00,KEEP,Checks for unused credentials (general check for keys/passwords).
alicloud.ram.user.user_name_configured,alicloud,config,alicloud_ram_user_user_name,1,1,NIST_800_171,,Check that all RAM users are identified with a unique name.; (refined),NIST_800_171/3.5.1,truly_new,,best_jaccard=0.00,KEEP,Checks that RAM users have a unique name.
alicloud.ram.user_settings.password_reset_notification_enabled,alicloud,config,alicloud_ram_user_settings_password_reset_notification_enabled,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,singleton-in-group
alicloud.sas.anti_ransomware.enabled,alicloud,config,alicloud_sas_anti_ransomware_enabled,1,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,Checks if anti-ransomware feature is enabled.
alicloud.sas.check.periodic_configured,alicloud,config,alicloud_sas_check_periodic,1,1,NIST_800_171,,Check that Alibaba Cloud Security Center is enabled and configured to perform periodic security checks.,NIST_800_171/3.12.1,truly_new,,best_jaccard=0.00,KEEP,Checks if Security Center is enabled and configured for periodic scans.
alicloud.sas.service_status_configured,alicloud,config,alicloud_sas_service_status,1,1,CANADA_PBMM,,Check that Security Center (SAS) is activated and in the required service mode.,CANADA_PBMM/SI-6,truly_new,,best_jaccard=0.00,KEEP,Checks if Security Center is activated and in the required service mode.
alicloud.securitycenter.service.is_activated_check,alicloud,config,alicloud_security_center_service_is_activated,1,1,CIS_ALICLOUD,,(refined),CIS_ALICLOUD/6.6.2,truly_new,,best_jaccard=0.00,KEEP,singleton
alicloud.securitycenter.automatic.quarantine_check,alicloud,config,alicloud_securitycenter_automatic_quarantine_check,1,1,CIS_ALICLOUD,1,Ensure that Automatic Quarantine is enabled,CIS_ALICLOUD/8.3,truly_new,,best_jaccard=0.00,KEEP,"Checks state of Automatic Quarantine, a specific configuration setting."
alicloud.securitycenter.notifications.highrisk_check,alicloud,config,alicloud_securitycenter_notifications_highrisk_check,1,1,CIS_ALICLOUD,1,Ensure that notification is enabled on all high risk items,CIS_ALICLOUD/8.5,truly_new,,best_jaccard=0.00,KEEP,"Checks state of notifications for high-risk items, a distinct notification control."
alicloud.slb.alb.https_redirect_configured,alicloud,config,alicloud_slb_alb_https_redirect,2,2,CANADA_PBMM;FedRAMP_Moderate,2,CCCS SC-8: Transmission Confidentiality and Integrity,canada_pbmm_moderate_CCCS_SC_8;fedramp_moderate_SC_8,truly_new,,best_jaccard=0.00,KEEP,Checks for HTTPS redirect configuration for transmission confidentiality/integrity.
alicloud.slb.listeners.tls_enabled,alicloud,config,alicloud_slb_listeners_tls_enabled,1,1,CIS_ALICLOUD,,(refined),CIS_ALICLOUD/6.3.5,truly_new,,best_jaccard=0.00,KEEP,Verifies TLS is enabled on SLB listeners (refined check).
alicloud.tablestore.encryption.enabled,alicloud,config,alicloud_tablestore_encryption_enabled,3,2,RBI_BANK;RBI_NBFC,4,Data Encryption,rbi_bank_3.3;rbi_bank_8.1;rbi_nbfc_2.9,truly_new,,best_jaccard=0.00,KEEP,"Checks if data encryption is enabled for Tablestore, a specific security control."
alicloud.tablestore.pitr.enabled,alicloud,config,alicloud_tablestore_pitr_enabled,3,3,CISA_CE;RBI_BANK;RBI_NBFC,3,Data Backup,cisa_ce_v1_Your_Data_4;rbi_bank_6.1;rbi_nbfc_3.4,truly_new,,best_jaccard=0.00,KEEP,"Checks if point-in-time recovery (backup) is enabled, a different data protection control."
alicloud.threatdetection.instance.enabled,alicloud,config,alicloud_threatdetection_instance_enabled,1,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,singleton
alicloud.vpc.endpoint.for_ecs_enabled,alicloud,config,alicloud_vpc_endpoint_for_ecs_enabled,3,1,ISO27001_2022,2,Network Security,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,truly_new,,best_jaccard=0.00,KEEP,Checks if VPC endpoint for ECS is enabled.
alicloud.vpc.endpoint.services_allowed_principals_trust_boundaries_configured,alicloud,config,alicloud_vpc_endpoint_services_allowed_principals_trust_boundaries,3,1,ISO27001_2022,2,Network Security,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,truly_new,,best_jaccard=0.00,KEEP,Checks VPC endpoint service allowed principals for trust boundaries.
alicloud.vpc.network_acl.entry_policy_configured,alicloud,config,alicloud_vpc_network_acl_entry_policy,1,1,CANADA_PBMM,,"Check that VPC Network ACL entries enforce allowed traffic flows (deny by default, explicit allow rules).",CANADA_PBMM/AC-4(21),truly_new,,best_jaccard=0.00,KEEP,Checks Network ACL entries enforce deny-by-default policy.
alicloud.vpc.peering_connection.accept_status_configured,alicloud,config,alicloud_vpc_peering_connection_accept_status,1,1,CANADA_PBMM,,Check that VPC peering connections are in an 'Accepted' state only after review.,CANADA_PBMM/CA-3(5),truly_new,,best_jaccard=0.00,KEEP,Checks VPC peering connections are in 'Accepted' state only after review.
alicloud.vpc.security_group.deny_all_ingress_restricted,alicloud,config,alicloud_vpc_security_group_deny_all_ingress,1,1,CANADA_PBMM,,Check that a security group denies all inbound traffic by default.,CANADA_PBMM/SC-7(4),truly_new,,best_jaccard=0.00,KEEP,Checks security group denies all inbound traffic by default.
alicloud.vpc.security_group.ingress_restricted,alicloud,config,alicloud_vpc_security_group_ingress_restricted,5,1,CANADA_PBMM,,Check that security groups restrict inbound traffic to authorized sources.; Check that security groups restrict ingress from the internet to only auth,CANADA_PBMM/SC-7(12);CANADA_PBMM/SC-7(13);CANADA_PBMM/SC-7(18);CANADA_PBMM/SC-7(7);CANADA_PBMM/SC-7(8),truly_new,,best_jaccard=0.00,KEEP,Checks security groups restrict inbound traffic to authorized sources.
alicloud.vpn.gateway.ipsec_config_configured,alicloud,config,alicloud_vpn_gateway_ipsec_config,1,1,NIST_800_171,,"PARTIAL: alicloud.vpn.gateway.ipsec_config ||| verifies IPsec configuration for split tunneling settings, but client-side enforcement may be partial",NIST_800_171/3.13.7,truly_new,,best_jaccard=0.00,KEEP,singleton
alicloud.waf.global.webacl_logging_enabled,alicloud,config,alicloud_waf_global_webacl_logging_enabled,3,2,ISO27001_2022;SOC2,2,"A1.2 The entity authorizes, designs, develops or acquires, implements, operates,",iso27001_2022_A.8.15;iso27001_2022_A.8.16;soc2_cc_a_1_1,truly_new,,best_jaccard=0.00,KEEP,singleton
aws.backup.recovery_points.minimum_count_configured,aws,config,aws_backup_recovery_points_minimum_count,1,1,CANADA_PBMM,,Ensure a minimum number of recovery points exist for critical services.,CANADA_PBMM/CP-8(3),truly_new,aws.backup.backupplan.retention_days_minimum,best_jaccard=0.25,KEEP,Checks for a minimum count of recovery points.
aws.ec2.image.baseline_approved_enforced,aws,config,aws_ec2_image_baseline_approved,2,1,CANADA_PBMM,,Check that EC2 instances are launched from an approved baseline AMI.; Check that EC2 AMIs are from an approved baseline list.; (refined),CANADA_PBMM/CM-2(3);CANADA_PBMM/CM-2(7),truly_new,aws.ec2.ami.approved_image_allowlist_enforced,best_jaccard=0.43,KEEP,Checks EC2 instances launched from approved baseline AMI.
aws.ec2.image.scan_on_launch_configured,aws,config,aws_ec2_image_scan_on_launch,1,1,NIST_800_171,,Check if EC2 instances are configured to use AMIs with vulnerability scanning enabled or require scanning via Systems Manager.; (refined),NIST_800_171/3.14.5,truly_new,aws.ec2.ami.image_signed_and_verified,best_jaccard=0.22,KEEP,Checks AMI vulnerability scanning enabled on launch.
aws.ec2.instance.antivirus_installed_configured,aws,config,aws_ec2_instance_antivirus_installed,3,1,CANADA_PBMM,,Check if EC2 instances have an antivirus/anti-malware agent installed and running.; Check if EC2 instances have antivirus/anti-malware agent installed,CANADA_PBMM/SI-3(1);CANADA_PBMM/SI-3(2);CANADA_PBMM/SI-3(7),truly_new,aws.ec2.instance.vtpm_enabled,best_jaccard=0.33,KEEP,Checks antivirus/anti-malware agent installed and running.
aws.ec2.instance.ebs_encryption_enabled,aws,config,aws_ec2_instance_ebs_encryption,1,1,CSPM_BEST_PRACTICE,,Check that EC2 instances use EBS volumes with encryption enabled.,CSPM_BEST_PRACTICE,truly_new,aws.ec2.ebs.volume_encryption_configured,best_jaccard=0.50,KEEP,Checks EBS volume encryption enabled.
aws.ec2.instance.maintenance_behavior_configured,aws,config,aws_ec2_instance_maintenance_behavior,1,1,CANADA_PBMM,,Check that EC2 instances are configured to stop/terminate rather than hibernate for non-local maintenance.,CANADA_PBMM/MA-4(2),truly_new,aws.ec2.instance.vtpm_enabled,best_jaccard=0.33,KEEP,Checks instance stop/terminate vs hibernate for maintenance.
aws.ec2.instance.patch_management_configured,aws,config,aws_ec2_instance_patch_management,2,1,CANADA_PBMM,,Check that EC2 instances have automated patch management enabled via Systems Manager.; Check that EC2 instances have patch management enabled via Syst,CANADA_PBMM/SI-2(2);CANADA_PBMM/SI-2(3),truly_new,aws.ec2.instance.patch_compliance_status_check,best_jaccard=0.43,KEEP,Checks automated patch management via Systems Manager.
aws.ec2.instance.recovery_behavior_configured,aws,config,aws_ec2_instance_recovery_behavior,2,1,CANADA_PBMM,,Check EC2 instances are configured for stop/terminate recovery via termination protection or Auto Scaling.; Check EC2 instances are configured for rec,CANADA_PBMM/CP-2(4);CANADA_PBMM/CP-2(6),truly_new,aws.ec2.instance.vtpm_enabled,best_jaccard=0.33,KEEP,Checks termination protection for stop/terminate recovery.
aws.ec2.instance.recovery_instance_configured,aws,config,aws_ec2_instance_recovery_instance,2,1,CANADA_PBMM,,Check that EC2 instances are configured with recovery automation via AWS Systems Manager Automation documents.,CANADA_PBMM/CP-2(3);CANADA_PBMM/CP-2(5),truly_new,aws.ec2.instance.vtpm_enabled,best_jaccard=0.40,KEEP,Checks for recovery automation via SSM.
aws.ec2.instance.required_ami_configured,aws,config,aws_ec2_instance_required_ami,1,1,CANADA_PBMM,,Ensure EC2 instances are launched from approved AMIs only.,CANADA_PBMM/CM-7(5),truly_new,aws.ec2.reserved_instance.instance_approval_workflow_required,best_jaccard=0.43,KEEP,Checks for approved AMI usage.
aws.ec2.instance.time_sync_configured,aws,config,aws_ec2_instance_time_sync,1,1,PCI_DSS,,Check if EC2 instances are configured to use Amazon Time Sync Service or equivalent.; (refined),PCI_DSS/10.6.1,truly_new,aws.ec2.instance.vtpm_enabled,best_jaccard=0.33,KEEP,Checks for time sync configuration.
aws.ec2.instance.vulnerability_scan_enabled,aws,config,aws_ec2_instance_vulnerability_scan,1,1,PCI_DSS,,check if EC2 instances have vulnerability findings from AWS Inspector or similar service,PCI_DSS/6.3.1,truly_new,aws.ec2.instance.vtpm_enabled,best_jaccard=0.33,KEEP,Checks for existing vulnerability findings.
aws.ec2.securitygroup.allow_wide_open_public_ipv4_restricted,aws,config,aws_ec2_securitygroup_allow_wide_open_public_ipv4,5,2,ISO27001_2022;SOC2,2,CC6.6 The entity implements logical access security measures to protect against ,iso27001_2022_A.8.1;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22;soc2_cc_6_6,truly_new,aws.ec2.snapshot.not_public_configured,best_jaccard=0.20,KEEP,Checks for wide-open public IPv4 ingress (CC6.6 control).
