unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,aws_checks,final_aws_check
hipaa_multi_cloud_164_308_a_1_ii_a_0001,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_1_ii_a,164_308_a_1_ii_a: 164.308(a)(1)(ii)(A) Risk analysis,,164_308_a_1_ii_a,Multiple,16,automated,,,HIPAA_controls_with_checks.csv,config_recorder_all_regions_enabled; guardduty_is_enabled,aws.config.recorder.config_all_regions_enabled; aws.guardduty.is.guardduty_enabled
hipaa_multi_cloud_164_308_a_1_ii_b_0002,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_1_ii_b,164_308_a_1_ii_b: 164.308(a)(1)(ii)(B) Risk Management,,164_308_a_1_ii_b,Multiple,226,automated,,,HIPAA_controls_with_checks.csv,awslambda_function_not_publicly_accessible; awslambda_function_url_public; cloudtrail_kms_encryption_enabled; cloudtrail_log_file_validation_enabled; cloudwatch_log_group_kms_encryption_enabled; dynamodb_tables_pitr_enabled; ec2_ebs_default_encryption; ec2_ebs_public_snapshot; ec2_ebs_volume_encryption; ec2_instance_older_than_specific_days; ec2_instance_public_ip; ec2_networkacl_allow_ingress_any_port; ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22; efs_encryption_at_rest_enabled; elb_ssl_listeners; elbv2_deletion_protection; emr_cluster_master_nodes_no_public_ip; iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges; iam_no_root_access_key; opensearch_service_domains_encryption_at_rest_enabled; rds_instance_backup_enabled; rds_instance_multi_az; rds_instance_storage_encrypted; rds_snapshots_public_access; redshift_cluster_audit_logging; redshift_cluster_public_access; s3_account_level_public_access_blocks; s3_bucket_default_encryption; s3_bucket_object_versioning; s3_bucket_policy_public_write_access; s3_bucket_public_access; s3_bucket_secure_transport_policy; sagemaker_notebook_instance_encryption_enabled; sagemaker_notebook_instance_without_direct_internet_access_configured; sns_topics_kms_encryption_at_rest_enabled,aws.lambda.function.not_publicly_accessible_configured; aws.lambda.function.not_publicly_accessible_configured; aws.cloudtrail.kms.encryption_enabled; aws.cloudtrail.log.file_validation_enabled; aws.cloudwatch.log.group_kms_encryption_enabled; aws.cloudwatch.group.kms_encryption_enabled; aws.cloudwatch.logstream.encryption_at_rest_enabled; aws.dynamodb.tables.table_pitr_enabled; aws.ec2.ebs.default_encryption_configured; aws.ec2.snapshot.not_public_configured; aws.ec2.volume.encryption_at_rest_enabled; aws.ec2.instance.older_than_specific_days_configured; aws.ec2.account.block_public_access_configured; aws.ec2.networkacl.network_no_unrestricted_ingress_configured; aws.ec2.security_group.allow_ingress_from_internet_to_tcp_port_22_configured; aws.efs.encryption.at_rest_enabled; aws.elb.loadbalancer.ssl_listener_protocol_configured; aws.elbv2.loadbalancer.deletion_protection_enabled; aws.emr.cluster.master_nodes_no_public_ip_configured; aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges_configured; aws.iam.no.root_access_key_configured; aws.opensearch.service.domains_encryption_at_rest_enabled; aws.rds.instance.backup_enabled; aws.rds.instance.multi_az_configured; aws.rds.instance.encryption_at_rest_enabled; aws.rds.snapshots.public_access_configured; aws.redshift.cluster.audit_logging_enabled; aws.redshift.cluster.public_access_configured; aws.s3.account.level_public_access_blocks_configured; aws.s3.bucket.encryption_enabled; aws.s3.bucket.versioning_enabled; aws.s3.bucket.object_level_write_logging_enabled; aws.s3.bucket.block_public_access_enabled; aws.s3.bucket.block_public_access_enabled; aws.s3.bucket.secure_transport_policy_configured; aws.sagemaker.instance.encryption_enabled; aws.sagemaker.notebook_instance.encryption_at_rest_enabled; aws.rds.instance.encryption_at_rest_enabled; aws.sagemaker.instance.without_direct_internet_access_configured; aws.sns.topics.kms_encryption_at_rest_enabled
hipaa_multi_cloud_164_308_a_1_ii_d_0003,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_1_ii_d,164_308_a_1_ii_d: 164.308(a)(1)(ii)(D) Information system activity review,,164_308_a_1_ii_d,Multiple,76,automated,,,HIPAA_controls_with_checks.csv,apigateway_restapi_logging_enabled; cloudtrail_cloudwatch_logging_enabled; cloudtrail_kms_encryption_enabled; cloudtrail_log_file_validation_enabled; cloudtrail_multi_region_enabled; cloudtrail_s3_dataevents_read_enabled; cloudtrail_s3_dataevents_write_enabled; elb_logging_enabled; elbv2_logging_enabled; guardduty_is_enabled; redshift_cluster_audit_logging; s3_bucket_server_access_logging_enabled; securityhub_enabled; vpc_flow_logs_enabled,aws.apigateway.restapi.logging_enabled; aws.cloudtrail.cloudwatch.logging_enabled; aws.cloudtrail.kms.encryption_enabled; aws.cloudtrail.log.file_validation_enabled; aws.cloudtrail.multi.trail_cloudtrail_region_enabled; aws.cloudtrail.s3.trail_cloudtrail_dataevents_read_enabled; aws.cloudtrail.s3.trail_cloudtrail_dataevents_write_enabled; aws.elb.logging.access_logging_enabled; aws.elbv2.logging.access_logging_enabled; aws.guardduty.is.guardduty_enabled; aws.redshift.cluster.audit_logging_enabled; aws.s3.bucket.server_access_logging_enabled; aws.securityhub.hub.enabled; aws.ec2.vpc.flow_logging_enabled
hipaa_multi_cloud_164_308_a_3_i_0004,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_3_i,164_308_a_3_i: 164.308(a)(3)(i) Workforce security,,164_308_a_3_i,Multiple,94,automated,,,HIPAA_controls_with_checks.csv,awslambda_function_not_publicly_accessible; awslambda_function_url_public; ec2_ebs_public_snapshot; ec2_instance_public_ip; iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges; iam_no_root_access_key; rds_instance_no_public_access; rds_snapshots_public_access; redshift_cluster_public_access; s3_account_level_public_access_blocks; s3_bucket_policy_public_write_access; s3_bucket_public_access; sagemaker_notebook_instance_without_direct_internet_access_configured,aws.lambda.function.not_publicly_accessible_configured; aws.lambda.function.not_publicly_accessible_configured; aws.ec2.snapshot.not_public_configured; aws.ec2.account.block_public_access_configured; aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges_configured; aws.iam.no.root_access_key_configured; aws.rds.instance.public_access_disabled; aws.rds.snapshots.public_access_configured; aws.redshift.cluster.public_access_configured; aws.s3.account.level_public_access_blocks_configured; aws.s3.bucket.block_public_access_enabled; aws.s3.bucket.block_public_access_enabled; aws.sagemaker.instance.without_direct_internet_access_configured
hipaa_multi_cloud_164_308_a_3_ii_a_0005,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_3_ii_a,164_308_a_3_ii_a: 164.308(a)(3)(ii)(A) Authorization and/or supervision,,164_308_a_3_ii_a,Multiple,88,automated,,,HIPAA_controls_with_checks.csv,apigateway_restapi_logging_enabled; cloudtrail_multi_region_enabled; cloudtrail_s3_dataevents_read_enabled; cloudtrail_s3_dataevents_write_enabled; elb_logging_enabled; elbv2_logging_enabled; guardduty_is_enabled; iam_root_hardware_mfa_enabled; iam_root_mfa_enabled; iam_user_mfa_enabled_console_access; redshift_cluster_audit_logging; s3_bucket_server_access_logging_enabled; securityhub_enabled; vpc_flow_logs_enabled,aws.apigateway.restapi.logging_enabled; aws.cloudtrail.multi.trail_cloudtrail_region_enabled; aws.cloudtrail.s3.trail_cloudtrail_dataevents_read_enabled; aws.cloudtrail.s3.trail_cloudtrail_dataevents_write_enabled; aws.elb.logging.access_logging_enabled; aws.elbv2.logging.access_logging_enabled; aws.guardduty.is.guardduty_enabled; aws.iam.root.hardware_mfa_enabled; aws.iam.root.mfa_enabled; aws.iam.user.mfa_enabled_console_access; aws.redshift.cluster.audit_logging_enabled; aws.s3.bucket.server_access_logging_enabled; aws.securityhub.hub.enabled; aws.ec2.vpc.flow_logging_enabled
hipaa_multi_cloud_164_308_a_3_ii_b_0006,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_3_ii_b,164_308_a_3_ii_b: 164.308(a)(3)(ii)(B) Workforce clearance procedure,,164_308_a_3_ii_b,Multiple,40,automated,,,HIPAA_controls_with_checks.csv,iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges; iam_no_root_access_key; iam_user_accesskey_unused; iam_user_console_access_unused,aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges_configured; aws.iam.no.root_access_key_configured; aws.iam.user.mfa_required; aws.iam.user.mfa_required
hipaa_multi_cloud_164_308_a_3_ii_c_0007,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_3_ii_c,164_308_a_3_ii_c: 164.308(a)(3)(ii)(C) Termination procedures,,164_308_a_3_ii_c,ROTATE,10,automated,,,HIPAA_controls_with_checks.csv,iam_rotate_access_key_90_days,aws.iam.rotate.access_key_90_days_configured
hipaa_multi_cloud_164_308_a_4_i_0008,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_4_i,164_308_a_4_i: 164.308(a)(4)(i) Information access management,,164_308_a_4_i,Multiple,21,automated,,,HIPAA_controls_with_checks.csv,iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges,aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges_configured
hipaa_multi_cloud_164_308_a_4_ii_a_0009,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_4_ii_a,164_308_a_4_ii_a: 164.308(a)(4)(ii)(A) Isolating health care clearinghouse functions,,164_308_a_4_ii_a,Multiple,118,automated,,,HIPAA_controls_with_checks.csv,acm_certificates_expiration_check; cloudfront_distributions_https_enabled; cloudtrail_kms_encryption_enabled; cloudwatch_log_group_kms_encryption_enabled; dynamodb_accelerator_cluster_encryption_enabled; dynamodb_tables_kms_cmk_encryption_enabled; ec2_ebs_default_encryption; ec2_ebs_volume_encryption; efs_encryption_at_rest_enabled; eks_cluster_kms_cmk_encryption_in_secrets_enabled; elb_ssl_listeners; opensearch_service_domains_encryption_at_rest_enabled; opensearch_service_domains_node_to_node_encryption_enabled; rds_instance_backup_enabled; rds_instance_integration_cloudwatch_logs; rds_instance_storage_encrypted; redshift_cluster_audit_logging; redshift_cluster_automated_snapshot; s3_bucket_default_encryption; sagemaker_notebook_instance_encryption_enabled; sns_topics_kms_encryption_at_rest_enabled,aws.acm.certificates.certificate_expiration_monitored; aws.cloudfront.distribution.hsts_enabled; aws.cloudtrail.kms.encryption_enabled; aws.cloudwatch.log.group_kms_encryption_enabled; aws.cloudwatch.group.kms_encryption_enabled; aws.cloudwatch.logstream.encryption_at_rest_enabled; aws.docdb.cluster.encryption_at_rest_enabled; aws.dynamodb.cluster.encryption_enabled; aws.dynamodb.stream.encryption_at_rest_enabled; aws.dynamodb.table.encryption_at_rest_enabled; aws.dynamodb.tables.kms_cmk_encryption_enabled; aws.dynamodb.table.encryption_at_rest_enabled; aws.ec2.ebs.default_encryption_configured; aws.ec2.volume.encryption_at_rest_enabled; aws.efs.encryption.at_rest_enabled; aws.eks.cluster.kms_cmk_encryption_in_secrets_enabled; aws.elb.loadbalancer.ssl_listener_protocol_configured; aws.opensearch.service.domains_encryption_at_rest_enabled; aws.opensearch.service.domains_node_to_node_encryption_enabled; aws.opensearch.service.domains_encryption_at_rest_enabled; aws.rds.instance.backup_enabled; aws.rds.instance.iam_authentication_enabled; aws.rds.instance.encryption_at_rest_enabled; aws.redshift.cluster.audit_logging_enabled; aws.redshift.cluster.automated_snapshot_configured; aws.s3.bucket.encryption_enabled; aws.sagemaker.instance.encryption_enabled; aws.sagemaker.notebook_instance.encryption_at_rest_enabled; aws.rds.instance.encryption_at_rest_enabled; aws.sns.topics.kms_encryption_at_rest_enabled
hipaa_multi_cloud_164_308_a_4_ii_b_0010,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_4_ii_b,164_308_a_4_ii_b: 164.308(a)(4)(ii)(B) Access authorization,,164_308_a_4_ii_b,Multiple,21,automated,,,HIPAA_controls_with_checks.csv,iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges,aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges_configured
hipaa_multi_cloud_164_308_a_4_ii_c_0011,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_4_ii_c,164_308_a_4_ii_c: 164.308(a)(4)(ii)(B) Access authorization,,164_308_a_4_ii_c,Multiple,57,automated,,,HIPAA_controls_with_checks.csv,iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges; iam_no_root_access_key; iam_password_policy_reuse_24; iam_rotate_access_key_90_days; iam_user_accesskey_unused; iam_user_console_access_unused; secretsmanager_automatic_rotation_enabled,aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges_configured; aws.iam.no.root_access_key_configured; aws.iam.policy.reuse_24_configured; aws.iam.rotate.access_key_90_days_configured; aws.iam.user.mfa_required; aws.iam.user.mfa_required; aws.secretsmanager.automatic.rotation_enabled
hipaa_multi_cloud_164_308_a_5_ii_b_0012,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_5_ii_b,164_308_a_5_ii_b: 164.308(a)(5)(ii)(B) Protection from malicious software,,164_308_a_5_ii_b,Multiple,16,automated,,,HIPAA_controls_with_checks.csv,ec2_instance_managed_by_ssm; ssm_managed_compliant_patching,aws.ec2.instance.managed_by_ssm_configured; aws.ssm.managed.ssm_compliant_patching_configured
hipaa_multi_cloud_164_308_a_5_ii_c_0013,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_5_ii_c,164_308_a_5_ii_c: 164.308(a)(5)(ii)(C) Log-in monitoring,,164_308_a_5_ii_c,Multiple,18,automated,,,HIPAA_controls_with_checks.csv,cloudwatch_log_metric_filter_authentication_failures; guardduty_is_enabled; securityhub_enabled,aws.cloudwatch.log.metric_filter_authentication_failures_configured; aws.guardduty.is.guardduty_enabled; aws.securityhub.hub.enabled
hipaa_multi_cloud_164_308_a_5_ii_d_0014,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_5_ii_d,164_308_a_5_ii_d: 164.308(a)(5)(ii)(D) Password management,,164_308_a_5_ii_d,Multiple,54,automated,,,HIPAA_controls_with_checks.csv,iam_password_policy_lowercase; iam_password_policy_minimum_length_14; iam_password_policy_number; iam_password_policy_reuse_24; iam_password_policy_symbol; iam_password_policy_uppercase; iam_rotate_access_key_90_days; iam_user_accesskey_unused; iam_user_console_access_unused,aws.iam.policy.workflow_storage_encrypted; aws.iam.policy.minimum_length_14_configured; aws.iam.policy.monitored; aws.iam.policy.reuse_24_configured; aws.iam.policy.monitored; aws.iam.policy.workflow_storage_encrypted; aws.iam.rotate.access_key_90_days_configured; aws.iam.user.mfa_required; aws.iam.user.mfa_required
hipaa_multi_cloud_164_308_a_6_i_0015,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_6_i,164_308_a_6_i: 164.308(a)(6)(i) Security incident procedures,,164_308_a_6_i,Multiple,50,automated,,,HIPAA_controls_with_checks.csv,cloudwatch_changes_to_network_acls_alarm_configured; cloudwatch_changes_to_network_gateways_alarm_configured; cloudwatch_changes_to_network_route_tables_alarm_configured; cloudwatch_changes_to_vpcs_alarm_configured; cloudwatch_log_metric_filter_authentication_failures; cloudwatch_log_metric_filter_root_usage; guardduty_is_enabled; securityhub_enabled,aws.cloudwatch.changes.to_network_acls_alarm_configured; aws.cloudwatch.changes.to_network_gateways_alarm_configured; aws.cloudwatch.changes.to_network_route_tables_alarm_configured; aws.cloudwatch.changes.to_vpcs_alarm_configured; aws.cloudwatch.log.metric_filter_authentication_failures_configured; aws.cloudwatch.log.metric_log_metric_filter_root_usage_configured; aws.guardduty.is.guardduty_enabled; aws.securityhub.hub.enabled
hipaa_multi_cloud_164_308_a_6_ii_0016,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_6_ii,164_308_a_6_ii: 164.308(a)(6)(ii) Response and reporting,,164_308_a_6_ii,Multiple,84,automated,,,HIPAA_controls_with_checks.csv,apigateway_restapi_logging_enabled; cloudtrail_cloudwatch_logging_enabled; cloudtrail_multi_region_enabled; cloudtrail_s3_dataevents_read_enabled; cloudtrail_s3_dataevents_write_enabled; cloudwatch_log_metric_filter_authentication_failures; cloudwatch_log_metric_filter_root_usage; elb_logging_enabled; elbv2_logging_enabled; guardduty_is_enabled; guardduty_no_high_severity_findings; s3_bucket_server_access_logging_enabled; securityhub_enabled; vpc_flow_logs_enabled,aws.apigateway.restapi.logging_enabled; aws.cloudtrail.cloudwatch.logging_enabled; aws.cloudtrail.multi.trail_cloudtrail_region_enabled; aws.cloudtrail.s3.trail_cloudtrail_dataevents_read_enabled; aws.cloudtrail.s3.trail_cloudtrail_dataevents_write_enabled; aws.cloudwatch.log.metric_filter_authentication_failures_configured; aws.cloudwatch.log.metric_log_metric_filter_root_usage_configured; aws.elb.logging.access_logging_enabled; aws.elbv2.logging.access_logging_enabled; aws.guardduty.is.guardduty_enabled; aws.guardduty.no.guardduty_finding_high_severity_findings_configured; aws.s3.bucket.server_access_logging_enabled; aws.securityhub.hub.enabled; aws.ec2.vpc.flow_logging_enabled
hipaa_multi_cloud_164_308_a_7_i_0017,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_7_i,164_308_a_7_i: 164.308(a)(7)(i) Contingency plan,,164_308_a_7_i,Multiple,39,automated,,,HIPAA_controls_with_checks.csv,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; rds_instance_backup_enabled; rds_instance_multi_az; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,aws.dynamodb.tables.table_pitr_enabled; aws.efs.have.backup_enabled; aws.rds.instance.backup_enabled; aws.rds.instance.multi_az_configured; aws.redshift.cluster.automated_snapshot_configured; aws.s3.bucket.versioning_enabled; aws.s3.bucket.object_level_write_logging_enabled
hipaa_multi_cloud_164_308_a_7_ii_a_0018,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_7_ii_a,164_308_a_7_ii_a: 164.308(a)(7)(ii)(A) Data backup plan,,164_308_a_7_ii_a,Multiple,39,automated,,,HIPAA_controls_with_checks.csv,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; rds_instance_backup_enabled; rds_instance_multi_az; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,aws.dynamodb.tables.table_pitr_enabled; aws.efs.have.backup_enabled; aws.rds.instance.backup_enabled; aws.rds.instance.multi_az_configured; aws.redshift.cluster.automated_snapshot_configured; aws.s3.bucket.versioning_enabled; aws.s3.bucket.object_level_write_logging_enabled
hipaa_multi_cloud_164_308_a_7_ii_b_0019,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_7_ii_b,164_308_a_7_ii_b: 164.308(a)(7)(ii)(B) Disaster recovery plan,,164_308_a_7_ii_b,Multiple,40,automated,,,HIPAA_controls_with_checks.csv,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; rds_instance_backup_enabled; rds_instance_multi_az; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,aws.dynamodb.tables.table_pitr_enabled; aws.efs.have.backup_enabled; aws.rds.instance.backup_enabled; aws.rds.instance.multi_az_configured; aws.redshift.cluster.automated_snapshot_configured; aws.s3.bucket.versioning_enabled; aws.s3.bucket.object_level_write_logging_enabled
hipaa_multi_cloud_164_308_a_7_ii_c_0020,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_7_ii_c,164_308_a_7_ii_c: 164.308(a)(7)(ii)(C) Emergency mode operation plan,,164_308_a_7_ii_c,Multiple,40,automated,,,HIPAA_controls_with_checks.csv,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; rds_instance_backup_enabled; rds_instance_multi_az; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,aws.dynamodb.tables.table_pitr_enabled; aws.efs.have.backup_enabled; aws.rds.instance.backup_enabled; aws.rds.instance.multi_az_configured; aws.redshift.cluster.automated_snapshot_configured; aws.s3.bucket.versioning_enabled; aws.s3.bucket.object_level_write_logging_enabled
hipaa_multi_cloud_164_308_a_8_0021,MULTI_CLOUD,HIPAA,hipaa,,164_308_a_8,164_308_a_8: 164.308(a)(8) Evaluation,,164_308_a_8,Multiple,16,automated,,,HIPAA_controls_with_checks.csv,guardduty_is_enabled; securityhub_enabled,aws.guardduty.is.guardduty_enabled; aws.securityhub.hub.enabled
hipaa_multi_cloud_164_312_a_1_0022,MULTI_CLOUD,HIPAA,hipaa,,164_312_a_1,164_312_a_1: 164.312(a)(1) Access control,,164_312_a_1,Multiple,95,automated,,,HIPAA_controls_with_checks.csv,awslambda_function_not_publicly_accessible; awslambda_function_url_public; ec2_ebs_public_snapshot; ec2_instance_public_ip; emr_cluster_master_nodes_no_public_ip; iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges; iam_user_mfa_enabled_console_access; rds_instance_no_public_access; rds_snapshots_public_access; redshift_cluster_public_access; s3_bucket_policy_public_write_access; s3_bucket_public_access; sagemaker_notebook_instance_without_direct_internet_access_configured,aws.lambda.function.not_publicly_accessible_configured; aws.lambda.function.not_publicly_accessible_configured; aws.ec2.snapshot.not_public_configured; aws.ec2.account.block_public_access_configured; aws.emr.cluster.master_nodes_no_public_ip_configured; aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges; aws.iam.policy.no_administrative_privileges_configured; aws.iam.user.mfa_enabled_console_access; aws.rds.instance.public_access_disabled; aws.rds.snapshots.public_access_configured; aws.redshift.cluster.public_access_configured; aws.s3.bucket.block_public_access_enabled; aws.s3.bucket.block_public_access_enabled; aws.sagemaker.instance.without_direct_internet_access_configured
hipaa_multi_cloud_164_312_a_2_i_0023,MULTI_CLOUD,HIPAA,hipaa,,164_312_a_2_i,164_312_a_2_i: 164.312(a)(2)(i) Unique user identification,,164_312_a_2_i,Multiple,27,automated,,,HIPAA_controls_with_checks.csv,cloudtrail_s3_dataevents_read_enabled; cloudtrail_s3_dataevents_write_enabled; iam_no_root_access_key; s3_bucket_public_access,aws.cloudtrail.s3.trail_cloudtrail_dataevents_read_enabled; aws.cloudtrail.s3.trail_cloudtrail_dataevents_write_enabled; aws.iam.no.root_access_key_configured; aws.s3.bucket.block_public_access_enabled
hipaa_multi_cloud_164_312_a_2_ii_0024,MULTI_CLOUD,HIPAA,hipaa,,164_312_a_2_ii,164_312_a_2_ii: 164.312(a)(2)(ii) Emergency access procedure,,164_312_a_2_ii,Multiple,33,automated,,,HIPAA_controls_with_checks.csv,dynamodb_tables_pitr_enabled; efs_have_backup_enabled; rds_instance_backup_enabled; redshift_cluster_automated_snapshot; s3_bucket_object_versioning,aws.dynamodb.tables.table_pitr_enabled; aws.efs.have.backup_enabled; aws.rds.instance.backup_enabled; aws.redshift.cluster.automated_snapshot_configured; aws.s3.bucket.versioning_enabled; aws.s3.bucket.object_level_write_logging_enabled
hipaa_multi_cloud_164_312_a_2_iv_0025,MULTI_CLOUD,HIPAA,hipaa,,164_312_a_2_iv,164_312_a_2_iv: 164.312(a)(2)(iv) Encryption and decryption,,164_312_a_2_iv,Multiple,93,automated,,,HIPAA_controls_with_checks.csv,cloudtrail_kms_encryption_enabled; cloudwatch_log_group_kms_encryption_enabled; dynamodb_accelerator_cluster_encryption_enabled; dynamodb_tables_kms_cmk_encryption_enabled; ec2_ebs_default_encryption; ec2_ebs_volume_encryption; efs_encryption_at_rest_enabled; eks_cluster_kms_cmk_encryption_in_secrets_enabled; kms_cmk_rotation_enabled; opensearch_service_domains_encryption_at_rest_enabled; rds_instance_storage_encrypted; redshift_cluster_audit_logging; s3_bucket_default_encryption; s3_bucket_secure_transport_policy; sagemaker_notebook_instance_encryption_enabled; sns_topics_kms_encryption_at_rest_enabled,aws.cloudtrail.kms.encryption_enabled; aws.cloudwatch.log.group_kms_encryption_enabled; aws.cloudwatch.group.kms_encryption_enabled; aws.cloudwatch.logstream.encryption_at_rest_enabled; aws.docdb.cluster.encryption_at_rest_enabled; aws.dynamodb.cluster.encryption_enabled; aws.dynamodb.stream.encryption_at_rest_enabled; aws.dynamodb.table.encryption_at_rest_enabled; aws.dynamodb.tables.kms_cmk_encryption_enabled; aws.dynamodb.table.encryption_at_rest_enabled; aws.ec2.ebs.default_encryption_configured; aws.ec2.volume.encryption_at_rest_enabled; aws.efs.encryption.at_rest_enabled; aws.eks.cluster.kms_cmk_encryption_in_secrets_enabled; aws.kms.cmk.rotation_enabled; aws.opensearch.service.domains_encryption_at_rest_enabled; aws.rds.instance.encryption_at_rest_enabled; aws.redshift.cluster.audit_logging_enabled; aws.s3.bucket.encryption_enabled; aws.s3.bucket.secure_transport_policy_configured; aws.sagemaker.instance.encryption_enabled; aws.sagemaker.notebook_instance.encryption_at_rest_enabled; aws.rds.instance.encryption_at_rest_enabled; aws.sns.topics.kms_encryption_at_rest_enabled
hipaa_multi_cloud_164_312_b_0026,MULTI_CLOUD,HIPAA,hipaa,,164_312_b,164_312_b: 164.312(b) Audit controls,,164_312_b,Multiple,93,automated,,,HIPAA_controls_with_checks.csv,apigateway_restapi_logging_enabled; cloudtrail_cloudwatch_logging_enabled; cloudtrail_log_file_validation_enabled; cloudtrail_multi_region_enabled; cloudtrail_s3_dataevents_read_enabled; cloudtrail_s3_dataevents_write_enabled; cloudwatch_log_group_retention_policy_specific_days_enabled; elb_logging_enabled; elbv2_logging_enabled; guardduty_is_enabled; rds_instance_integration_cloudwatch_logs; redshift_cluster_audit_logging; s3_bucket_server_access_logging_enabled; securityhub_enabled; vpc_flow_logs_enabled,aws.apigateway.restapi.logging_enabled; aws.cloudtrail.cloudwatch.logging_enabled; aws.cloudtrail.log.file_validation_enabled; aws.cloudtrail.multi.trail_cloudtrail_region_enabled; aws.cloudtrail.s3.trail_cloudtrail_dataevents_read_enabled; aws.cloudtrail.s3.trail_cloudtrail_dataevents_write_enabled; aws.cloudwatch.log.group_retention_policy_specific_days_enabled; aws.elb.logging.access_logging_enabled; aws.elbv2.logging.access_logging_enabled; aws.guardduty.is.guardduty_enabled; aws.rds.instance.iam_authentication_enabled; aws.redshift.cluster.audit_logging_enabled; aws.s3.bucket.server_access_logging_enabled; aws.securityhub.hub.enabled; aws.ec2.vpc.flow_logging_enabled
hipaa_multi_cloud_164_312_c_1_0027,MULTI_CLOUD,HIPAA,hipaa,,164_312_c_1,164_312_c_1: 164.312(c)(1) Integrity,,164_312_c_1,Multiple,40,automated,,,HIPAA_controls_with_checks.csv,cloudtrail_kms_encryption_enabled; cloudtrail_log_file_validation_enabled; ec2_ebs_volume_encryption; s3_bucket_default_encryption; s3_bucket_object_versioning; s3_bucket_secure_transport_policy,aws.cloudtrail.kms.encryption_enabled; aws.cloudtrail.log.file_validation_enabled; aws.ec2.volume.encryption_at_rest_enabled; aws.s3.bucket.encryption_enabled; aws.s3.bucket.versioning_enabled; aws.s3.bucket.object_level_write_logging_enabled; aws.s3.bucket.secure_transport_policy_configured
