csp,source_type,source_type_label,log_field,field_label,field_type,operators,format_hint,field_value,field_value_label,rule_id,rule_title,rule_severity,rule_threat_category,rule_check_type,rule_condition_op,rule_conditions_summary,rule_conditions_json,rule_file
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",apigateway,API Gateway,aws.paas.cloudtrail.apigateway_update_stage,PaaS: Apigateway Update Stage,medium,defense_evasion,log,equals,service equals apigateway AND operation equals UpdateStage,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""apigateway""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateStage""}]}",catalog/rule/aws_rule_ciem/paas/aws.paas.cloudtrail.apigateway_update_stage.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",athena,Athena,aws.monitor.cloudtrail.athena_create_named_query,CloudWatch: Athena Create Named Query,low,discovery,log,equals,service equals athena AND operation equals CreateNamedQuery,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""athena""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateNamedQuery""}]}",catalog/rule/aws_rule_ciem/monitor/aws.monitor.cloudtrail.athena_create_named_query.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",athena,Athena,aws.monitor.cloudtrail.athena_start_query_execution,CloudWatch: Athena Start Query Execution,medium,data_exfiltration,log,equals,service equals athena AND operation equals StartQueryExecution,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""athena""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""StartQueryExecution""}]}",catalog/rule/aws_rule_ciem/monitor/aws.monitor.cloudtrail.athena_start_query_execution.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",batch,Batch,aws.compute.cloudtrail.batch_create_compute_environment,Compute: Batch Create Compute Environment,medium,execution,log,equals,service equals batch AND operation equals CreateComputeEnvironment,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""batch""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateComputeEnvironment""}]}",catalog/rule/aws_rule_ciem/compute/aws.compute.cloudtrail.batch_create_compute_environment.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",batch,Batch,aws.compute.cloudtrail.batch_register_job_definition,Compute: Batch Register Job Definition,low,execution,log,equals,service equals batch AND operation equals RegisterJobDefinition,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""batch""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""RegisterJobDefinition""}]}",catalog/rule/aws_rule_ciem/compute/aws.compute.cloudtrail.batch_register_job_definition.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",batch,Batch,aws.compute.cloudtrail.batch_submit_job,Compute: Batch Submit Job,medium,execution,log,equals,service equals batch AND operation equals SubmitJob,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""batch""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""SubmitJob""}]}",catalog/rule/aws_rule_ciem/compute/aws.compute.cloudtrail.batch_submit_job.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cloudformation,CloudFormation,aws.devops.cloudtrail.cfn_create_stack,DevOps: Cfn Create Stack,medium,execution,log,equals,service equals cloudformation AND operation equals CreateStack,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudformation""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateStack""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.cfn_create_stack.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cloudformation,CloudFormation,aws.devops.cloudtrail.cfn_delete_stack,DevOps: Cfn Delete Stack,high,data_destruction,log,equals,service equals cloudformation AND operation equals DeleteStack,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudformation""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""DeleteStack""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.cfn_delete_stack.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cloudformation,CloudFormation,aws.devops.cloudtrail.cfn_execute_change_set,DevOps: Cfn Execute Change Set,medium,execution,log,equals,service equals cloudformation AND operation equals ExecuteChangeSet,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudformation""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""ExecuteChangeSet""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.cfn_execute_change_set.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cloudformation,CloudFormation,aws.devops.cloudtrail.cfn_update_stack,DevOps: Cfn Update Stack,medium,defense_evasion,log,equals,service equals cloudformation AND operation equals UpdateStack,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudformation""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateStack""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.cfn_update_stack.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cloudfront,CloudFront,aws.netsec.cloudtrail.cloudfront_create_distribution,Network Security: Cloudfront Create Distribution,medium,execution,log,equals,service equals cloudfront AND operation equals CreateDistribution,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudfront""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateDistribution""}]}",catalog/rule/aws_rule_ciem/netsec/aws.netsec.cloudtrail.cloudfront_create_distribution.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cloudfront,CloudFront,aws.netsec.cloudtrail.cloudfront_update_distribution,Network Security: Cloudfront Update Distribution,medium,defense_evasion,log,equals,service equals cloudfront AND operation equals UpdateDistribution,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudfront""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateDistribution""}]}",catalog/rule/aws_rule_ciem/netsec/aws.netsec.cloudtrail.cloudfront_update_distribution.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cloudtrail,CloudTrail,aws.secsvc.cloudtrail.cloudtrail_delete_trail,Security Services: Cloudtrail Delete Trail,critical,defense_evasion,log,equals,service equals cloudtrail AND operation equals DeleteTrail,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudtrail""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""DeleteTrail""}]}",catalog/rule/aws_rule_ciem/secsvc/aws.secsvc.cloudtrail.cloudtrail_delete_trail.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cloudtrail,CloudTrail,aws.secsvc.cloudtrail.cloudtrail_put_event_selectors,Security Services: Cloudtrail Put Event Selectors,high,defense_evasion,log,equals,service equals cloudtrail AND operation equals PutEventSelectors,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudtrail""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""PutEventSelectors""}]}",catalog/rule/aws_rule_ciem/secsvc/aws.secsvc.cloudtrail.cloudtrail_put_event_selectors.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cloudtrail,CloudTrail,aws.secsvc.cloudtrail.cloudtrail_stop_logging,Security Services: Cloudtrail Stop Logging,critical,defense_evasion,log,equals,service equals cloudtrail AND operation equals StopLogging,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudtrail""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""StopLogging""}]}",catalog/rule/aws_rule_ciem/secsvc/aws.secsvc.cloudtrail.cloudtrail_stop_logging.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cloudtrail,CloudTrail,aws.secsvc.cloudtrail.cloudtrail_update_trail,Security Services: Cloudtrail Update Trail,high,defense_evasion,log,equals,service equals cloudtrail AND operation equals UpdateTrail,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudtrail""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateTrail""}]}",catalog/rule/aws_rule_ciem/secsvc/aws.secsvc.cloudtrail.cloudtrail_update_trail.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",codebuild,CodeBuild,aws.devops.cloudtrail.codebuild_create_project,DevOps: Codebuild Create Project,low,execution,log,equals,service equals codebuild AND operation equals CreateProject,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""codebuild""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateProject""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.codebuild_create_project.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",codebuild,CodeBuild,aws.devops.cloudtrail.codebuild_start_build,DevOps: Codebuild Start Build,medium,execution,log,equals,service equals codebuild AND operation equals StartBuild,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""codebuild""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""StartBuild""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.codebuild_start_build.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",codebuild,CodeBuild,aws.devops.cloudtrail.codebuild_update_project,DevOps: Codebuild Update Project,medium,defense_evasion,log,equals,service equals codebuild AND operation equals UpdateProject,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""codebuild""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateProject""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.codebuild_update_project.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",codedeploy,CodeDeploy,aws.devops.cloudtrail.codedeploy_create_application,DevOps: Codedeploy Create Application,low,execution,log,equals,service equals codedeploy AND operation equals CreateApplication,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""codedeploy""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateApplication""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.codedeploy_create_application.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",codedeploy,CodeDeploy,aws.devops.cloudtrail.codedeploy_create_deployment,DevOps: Codedeploy Create Deployment,medium,execution,log,equals,service equals codedeploy AND operation equals CreateDeployment,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""codedeploy""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateDeployment""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.codedeploy_create_deployment.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",codepipeline,CodePipeline,aws.devops.cloudtrail.codepipeline_create_pipeline,DevOps: Codepipeline Create Pipeline,medium,persistence,log,equals,service equals codepipeline AND operation equals CreatePipeline,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""codepipeline""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreatePipeline""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.codepipeline_create_pipeline.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",codepipeline,CodePipeline,aws.devops.cloudtrail.codepipeline_put_action_revision,DevOps: Codepipeline Put Action Revision,low,execution,log,equals,service equals codepipeline AND operation equals PutActionRevision,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""codepipeline""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""PutActionRevision""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.codepipeline_put_action_revision.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",codepipeline,CodePipeline,aws.devops.cloudtrail.codepipeline_update_pipeline,DevOps: Codepipeline Update Pipeline,medium,defense_evasion,log,equals,service equals codepipeline AND operation equals UpdatePipeline,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""codepipeline""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdatePipeline""}]}",catalog/rule/aws_rule_ciem/devops/aws.devops.cloudtrail.codepipeline_update_pipeline.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cognito-identity,Cognito Identity,aws.paas.cloudtrail.cognito_create_identity_pool,PaaS: Cognito Create Identity Pool,medium,persistence,log,equals,service equals cognito-identity AND operation equals CreateIdentityPool,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cognito-identity""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateIdentityPool""}]}",catalog/rule/aws_rule_ciem/paas/aws.paas.cloudtrail.cognito_create_identity_pool.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cognito-identity,Cognito Identity,aws.paas.cloudtrail.cognito_update_identity_pool,PaaS: Cognito Update Identity Pool,medium,persistence,log,equals,service equals cognito-identity AND operation equals UpdateIdentityPool,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cognito-identity""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateIdentityPool""}]}",catalog/rule/aws_rule_ciem/paas/aws.paas.cloudtrail.cognito_update_identity_pool.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cognito-idp,Cognito User Pools,aws.paas.cloudtrail.cognito_admin_create_user,PaaS: Cognito Admin Create User,high,identity_manipulation,log,equals,service equals cognito-idp AND operation equals AdminCreateUser,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cognito-idp""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""AdminCreateUser""}]}",catalog/rule/aws_rule_ciem/paas/aws.paas.cloudtrail.cognito_admin_create_user.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cognito-idp,Cognito User Pools,aws.paas.cloudtrail.cognito_admin_set_user_password,PaaS: Cognito Admin Set User Password,high,identity_manipulation,log,equals,service equals cognito-idp AND operation equals AdminSetUserPassword,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cognito-idp""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""AdminSetUserPassword""}]}",catalog/rule/aws_rule_ciem/paas/aws.paas.cloudtrail.cognito_admin_set_user_password.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cognito-idp,Cognito User Pools,aws.paas.cloudtrail.cognito_create_user_pool,PaaS: Cognito Create User Pool,medium,persistence,log,equals,service equals cognito-idp AND operation equals CreateUserPool,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cognito-idp""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateUserPool""}]}",catalog/rule/aws_rule_ciem/paas/aws.paas.cloudtrail.cognito_create_user_pool.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",cognito-idp,Cognito User Pools,aws.paas.cloudtrail.cognito_update_user_pool,PaaS: Cognito Update User Pool,medium,defense_evasion,log,equals,service equals cognito-idp AND operation equals UpdateUserPool,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""cognito-idp""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateUserPool""}]}",catalog/rule/aws_rule_ciem/paas/aws.paas.cloudtrail.cognito_update_user_pool.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",config,AWS Config,aws.secsvc.cloudtrail.config_delete_delivery_channel,Security Services: Config Delete Delivery Channel,high,defense_evasion,log,equals,service equals config AND operation equals DeleteDeliveryChannel,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""config""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""DeleteDeliveryChannel""}]}",catalog/rule/aws_rule_ciem/secsvc/aws.secsvc.cloudtrail.config_delete_delivery_channel.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",config,AWS Config,aws.secsvc.cloudtrail.config_delete_rule,Security Services: Config Delete Rule,medium,defense_evasion,log,equals,service equals config AND operation equals DeleteConfigRule,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""config""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""DeleteConfigRule""}]}",catalog/rule/aws_rule_ciem/secsvc/aws.secsvc.cloudtrail.config_delete_rule.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",config,AWS Config,aws.secsvc.cloudtrail.config_stop_recorder,Security Services: Config Stop Recorder,critical,defense_evasion,log,equals,service equals config AND operation equals StopConfigurationRecorder,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""config""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""StopConfigurationRecorder""}]}",catalog/rule/aws_rule_ciem/secsvc/aws.secsvc.cloudtrail.config_stop_recorder.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",dynamodb,DynamoDB,aws.storage.cloudtrail.dynamodb_create_global_table,Storage: Dynamodb Create Global Table,low,execution,log,equals,service equals dynamodb AND operation equals CreateGlobalTable,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""dynamodb""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateGlobalTable""}]}",catalog/rule/aws_rule_ciem/storage/aws.storage.cloudtrail.dynamodb_create_global_table.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",dynamodb,DynamoDB,aws.storage.cloudtrail.dynamodb_delete_backup,Storage: Dynamodb Delete Backup,high,data_destruction,log,equals,service equals dynamodb AND operation equals DeleteBackup,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""dynamodb""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""DeleteBackup""}]}",catalog/rule/aws_rule_ciem/storage/aws.storage.cloudtrail.dynamodb_delete_backup.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",dynamodb,DynamoDB,aws.storage.cloudtrail.dynamodb_delete_table,Storage: Dynamodb Delete Table,critical,data_destruction,log,equals,service equals dynamodb AND operation equals DeleteTable,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""dynamodb""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""DeleteTable""}]}",catalog/rule/aws_rule_ciem/storage/aws.storage.cloudtrail.dynamodb_delete_table.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",dynamodb,DynamoDB,aws.storage.cloudtrail.dynamodb_export_table,Storage: Dynamodb Export Table,high,data_exfiltration,log,equals,service equals dynamodb AND operation equals ExportTableToPointInTime,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""dynamodb""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""ExportTableToPointInTime""}]}",catalog/rule/aws_rule_ciem/storage/aws.storage.cloudtrail.dynamodb_export_table.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",dynamodb,DynamoDB,aws.storage.cloudtrail.dynamodb_update_table,Storage: Dynamodb Update Table,medium,defense_evasion,log,equals,service equals dynamodb AND operation equals UpdateTable,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""dynamodb""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""UpdateTable""}]}",catalog/rule/aws_rule_ciem/storage/aws.storage.cloudtrail.dynamodb_update_table.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",ec2,EC2 (Elastic Compute Cloud),aws.compute.cloudtrail.ec2_create_image,Compute: EC2 Create Image,medium,persistence,log,equals,service equals ec2 AND operation equals CreateImage,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""ec2""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateImage""}]}",catalog/rule/aws_rule_ciem/compute/aws.compute.cloudtrail.ec2_create_image.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",ec2,EC2 (Elastic Compute Cloud),aws.compute.cloudtrail.ec2_create_key_pair,Compute: EC2 Create Key Pair,high,persistence,log,equals,service equals ec2 AND operation equals CreateKeyPair,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""ec2""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""CreateKeyPair""}]}",catalog/rule/aws_rule_ciem/compute/aws.compute.cloudtrail.ec2_create_key_pair.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",ec2,EC2 (Elastic Compute Cloud),aws.compute.cloudtrail.ec2_get_console_screenshot,Compute: EC2 Get Console Screenshot,high,credential_access,log,equals,service equals ec2 AND operation equals GetConsoleScreenshot,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""ec2""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""GetConsoleScreenshot""}]}",catalog/rule/aws_rule_ciem/compute/aws.compute.cloudtrail.ec2_get_console_screenshot.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",ec2,EC2 (Elastic Compute Cloud),aws.compute.cloudtrail.ec2_get_password_data,Compute: EC2 Get Password Data,high,credential_access,log,equals,service equals ec2 AND operation equals GetPasswordData,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""ec2""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""GetPasswordData""}]}",catalog/rule/aws_rule_ciem/compute/aws.compute.cloudtrail.ec2_get_password_data.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",ec2,EC2 (Elastic Compute Cloud),aws.compute.cloudtrail.ec2_import_key_pair,Compute: EC2 Import Key Pair,high,persistence,log,equals,service equals ec2 AND operation equals ImportKeyPair,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""ec2""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""ImportKeyPair""}]}",catalog/rule/aws_rule_ciem/compute/aws.compute.cloudtrail.ec2_import_key_pair.yaml
aws,cloudtrail,AWS CloudTrail,service,Service / Provider,enum,"equals, not_equals, in","Lowercase, no .amazonaws.com — use 'iam' NOT 'IAM' or 'iam.amazonaws.com'",ec2,EC2 (Elastic Compute Cloud),aws.compute.cloudtrail.ec2_modify_image_attribute,Compute: EC2 Modify Image Attribute,high,defense_evasion,log,equals,service equals ec2 AND operation equals ModifyImageAttribute,"{""all"": [{""field"": ""service"", ""op"": ""equals"", ""value"": ""ec2""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""ModifyImageAttribute""}]}",catalog/rule/aws_rule_ciem/compute/aws.compute.cloudtrail.ec2_modify_image_attribute.yaml
