cloud_provider,rule_id,service,category,provider_python_client,alicloud_mapped_compliance_functions,alicloud_mapped_compliance_ids,alicloud_mapping_sources,alicloud_enterprise_rule_id
alicloud,alicloud.Alibaba Cloud Config - Recorder.configuration_management_security_config_recorder_global_resource_types_tracked,Alibaba Cloud Config - Recorder,configuration_management,Alibaba Cloud Config - Recorder,,,,
alicloud,alicloud.Alibaba Cloud Config - Recorder.configuration_management_security_config_delivery_secure_destination_configured,Alibaba Cloud Config - Recorder,configuration_management,Alibaba Cloud Config - Recorder,,,,
alicloud,alicloud.Alibaba Cloud Config - Aggregators.configuration_management_security_config_aggregation_org_aggregator_enabled,Alibaba Cloud Config - Aggregators,configuration_management,Alibaba Cloud Config - Aggregators,,,,
alicloud,alicloud.Alibaba Cloud Config - Aggregators.configuration_management_security_config_aggregation_auto_enroll_new_accounts,Alibaba Cloud Config - Aggregators,configuration_management,Alibaba Cloud Config - Aggregators,,,,
alicloud,alicloud.Alibaba Cloud Config - Rules (Managed/Custom).configuration_management_security_config_rule_required_rules_present,Alibaba Cloud Config - Rules (Managed/Custom),configuration_management,Alibaba Cloud Config - Rules (Managed/Custom),,,,
alicloud,alicloud.Alibaba Cloud Config - Rules (Managed/Custom).configuration_management_security_config_rule_rules_enabled,Alibaba Cloud Config - Rules (Managed/Custom),configuration_management,Alibaba Cloud Config - Rules (Managed/Custom),,,,
alicloud,alicloud.Alibaba Cloud Config - Rules (Managed/Custom).configuration_management_security_config_rule_remediation_targets_bound,Alibaba Cloud Config - Rules (Managed/Custom),configuration_management,Alibaba Cloud Config - Rules (Managed/Custom),,,,
alicloud,alicloud.Alibaba Cloud Config - Baseline Library.configuration_management_security_config_baseline_conformance_pack_deployed,Alibaba Cloud Config - Baseline Library,configuration_management,Alibaba Cloud Config - Baseline Library,,,,
alicloud,alicloud.Alibaba Cloud Config - Baseline Library.configuration_management_security_config_baseline_parameters_set,Alibaba Cloud Config - Baseline Library,configuration_management,Alibaba Cloud Config - Baseline Library,,,,
alicloud,alicloud.Alibaba Cloud Config - Drift Detection.configuration_management_security_config_drift_critical_resources_drift_detection_enabled,Alibaba Cloud Config - Drift Detection,configuration_management,Alibaba Cloud Config - Drift Detection,,,,
alicloud,alicloud.Alibaba Cloud Config - Drift Detection.configuration_management_security_config_drift_alerts_configured,Alibaba Cloud Config - Drift Detection,configuration_management,Alibaba Cloud Config - Drift Detection,,,,
alicloud,alicloud.ActionTrail (delivery to OSS/SLS).configuration_management_security_config_delivery_kms_encryption_enabled,ActionTrail (delivery to OSS/SLS),configuration_management,ActionTrail (delivery to OSS/SLS),,,,
alicloud,alicloud.ActionTrail (delivery to OSS/SLS).configuration_management_security_config_delivery_destination_access_least_privilege,ActionTrail (delivery to OSS/SLS),configuration_management,ActionTrail (delivery to OSS/SLS),,,,
alicloud,alicloud.Config Delivery.configuration_management_security_config_delivery_kms_encryption_enabled,Config Delivery,configuration_management,Config Delivery,,,Coverage,
alicloud,alicloud.Config Delivery.configuration_management_security_config_delivery_destination_access_least_privilege,Config Delivery,configuration_management,Config Delivery,,,,
alicloud,alicloud.Alibaba Cloud Config - Remediation.configuration_management_security_config_remediation_auto_remediation_enabled_for_high,Alibaba Cloud Config - Remediation,configuration_management,Alibaba Cloud Config - Remediation,,,,
alicloud,alicloud.Alibaba Cloud Config - Remediation.configuration_management_security_config_remediation_manual_runbooks_attached,Alibaba Cloud Config - Remediation,configuration_management,Alibaba Cloud Config - Remediation,,,,
alicloud,alicloud.OOS (Operation Orchestration Service).configuration_management_security_config_remediation_auto_remediation_enabled_for_high,OOS (Operation Orchestration Service),configuration_management,OOS (Operation Orchestration Service),,,,
alicloud,alicloud.OOS (Operation Orchestration Service).configuration_management_security_config_remediation_manual_runbooks_attached,OOS (Operation Orchestration Service),configuration_management,OOS (Operation Orchestration Service),,,,
alicloud,alicloud.Alibaba Cloud Config - Compliance.configuration_management_security_config_compliance_reporting_dashboards_enabled,Alibaba Cloud Config - Compliance,configuration_management,Alibaba Cloud Config - Compliance,alicloud.ecs.management_compliance,cisa_ce_v1_multi_cloud_Your_Systems-1_0006,Coverage,alicloud.ecs.instance.management_enabled; alicloud.ecs.instance_stopped.configured; alicloud.ecs.management_compliance_standards_met.configured; alicloud.ecs.patch_management_compliance_standards_met.configured; alicloud.ecs.volume_attached_to_instance.configured; alicloud.general.associated_with_instance.configured; alicloud.vpc.network_acl.no_associated_resources
alicloud,alicloud.Alibaba Cloud Config - Compliance.configuration_management_security_config_compliance_evidence_export_configured,Alibaba Cloud Config - Compliance,configuration_management,Alibaba Cloud Config - Compliance,,,Coverage,
alicloud,alicloud.Container Service for Kubernetes (ACK).containers_kubernetes_security_cluster_secrets_encryption_kms_enabled,Container Service for Kubernetes (ACK),containers_kubernetes,Container Service for Kubernetes (ACK),alicloud.opensearch.service.domains_node_to_node_encryption_enabled,"iso27001_2022_multi_cloud_A.8.12_0067;iso27001_2022_multi_cloud_A.8.12_0067,iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.24_0080",Coverage,alicloud.actiontrail.log.kms_encryption_at_rest_enabled; alicloud.analyticdb.cluster.encryption_at_rest_enabled; alicloud.analyticdb.cluster.encryption_in_transit_enabled; alicloud.apigateway.restapi.cache_encryption_at_rest_enabled; alicloud.cloudmonitor.log_group.kms_encryption_at_rest_enabled; alicloud.cloudmonitor.storage_account.activity_logs_cmk_encryption_enabled; alicloud.datahub.stream.encryption_at_rest_enabled; alicloud.dbs.recovery_point_encryption_at_rest_enabled.configured; alicloud.dbs.vaults.encryption_at_rest_enabled; alicloud.dms.endpoint.redis_in_transit_encryption_enforced; alicloud.ecs.disk.encryption_at_rest_enabled; alicloud.ecs.ebs_snapshots.encryption_at_rest_enabled; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.ecs.instance.unattached_disks_encryption_at_rest_with_customer_managed_keys_enabled; alicloud.fc.minimum_tls_version_1_2_enforced.configured; alicloud.general.api.access_restrictions_configured; alicloud.general.bucket.public_access_detected; alicloud.general.cluster.encryption_in_transit_enabled; alicloud.general.cluster.storage_encryption_at_rest_enabled; alicloud.general.cluster_secrets_kms_cmk_encryption_at_rest_enabled.configured; alicloud.general.cluster_snapshot.encryption_at_rest_enabled; alicloud.general.data_catalog.connection_passwords_encryption_at_rest_enabled; alicloud.general.data_catalog.metadata_encryption_at_rest_enabled; alicloud.general.development_endpoint.cloudmonitor_logs_encryption_at_rest_enabled; alicloud.general.development_endpoint.job_bookmark_encryption_at_rest_enabled; alicloud.general.development_endpoint.oss_encryption_at_rest_enabled; alicloud.general.distribution.field_level_encryption_enforced; alicloud.general.distributions.origin_traffic_encryption_in_transit_enabled; alicloud.general.domains_kms_cmk_encryption_at_rest_enabled.configured; alicloud.general.domains_node_to_node_encryption_tls_1_2_enabled.configured; alicloud.general.encryption_at_rest_enabled_with_kms.configured; alicloud.general.etl_job.cloudmonitor_logs_encryption_at_rest_enabled; alicloud.general.etl_job.job_bookmark_encryption_at_rest_enabled; alicloud.general.etl_job.oss_encryption_at_rest_enabled; alicloud.general.fileshare.encryption_at_rest_enabled; alicloud.general.instance.attached_disks_encryption_at_rest_with_customer_managed_keys_enabled; alicloud.general.instance.ssl_connections_enforced; alicloud.general.key_rotation_90_days_enforced.configured; alicloud.general.ml_transform.encryption_at_rest_enabled; alicloud.general.model_invocation_logs.encryption_at_rest_enabled; alicloud.general.project.oss_logs_encryption_at_rest_enabled; alicloud.general.redis_cluster.encryption_at_rest_enforced; alicloud.general.redis_cluster.in_transit_encryption_enforced; alicloud.general.report_group.export_encryption_at_rest_enabled; alicloud.general.server.in_transit_encryption_at_rest_and_in_transit_enabled; alicloud.general.stream.encryption_at_rest_enabled; alicloud.general.training_job.intercontainer_encryption_in_transit_enabled; alicloud.general.training_job.volume_and_output_encryption_at_rest_enabled; alicloud.general.volume.encryption_at_rest_enabled; alicloud.kafka.cluster.encryption_at_rest_uses_customer_managed_keys; alicloud.kafka.cluster.encryption_in_transit_enabled; alicloud.kafka.connector.encryption_in_transit_enabled; alicloud.kms.cmk_key_rotation_enabled.configured; alicloud.kms.customer_managed_keys_deletion_protection_enabled.configured; alicloud.kms.customer_managed_keys_not_multi_region.configured; alicloud.kms.customer_managed_keys_used.configured; alicloud.kms.key.public_access_blocked; alicloud.kms.key_rotation_automatic_enabled.configured; alicloud.maxcompute.workgroup.encryption_at_rest_enabled; alicloud.mns.queue.server_side_encryption_at_rest_enabled; alicloud.mns.topics_kms_cmk_encryption_at_rest_enabled.configured; alicloud.oss.blob.encryption_at_rest_with_customer_managed_keys_enabled; alicloud.oss.blob.infrastructure_encryption_at_rest_enabled; alicloud.oss.bucket.encryption_at_rest_enabled; alicloud.oss.bucket.encryption_at_rest_with_kms_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ots.accelerator_cluster_encryption_at_rest_enabled.configured; alicloud.ots.tables_kms_cmk_encryption_at_rest_enabled.configured; alicloud.pai.notebook_instance_kms_cmk_encryption_at_rest_enabled.configured; alicloud.rds.cluster.storage_encryption_at_rest_enabled; alicloud.rds.instance.storage_encryption_at_rest_enabled; alicloud.rds.instance.transport_encryption_in_transit_enabled; alicloud.rds.snapshot.encryption_at_rest_enabled; alicloud.rds.tde.encryption_at_rest_enabled; alicloud.rds.tde.encryption_at_rest_with_customer_managed_keys_enabled
