service,rule_id,check_name,current_var,current_op,current_value,intended_var,intended_op,intended_value,status
compute,oci.compute.instance.app_logging_enabled,app_logging_enabled,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.app_private_networking_enforced,app_private_networking_enforced,item.instance.network_endpoint_details,exists,,item.instance.network_endpoint_details,exists,,CORRECT
compute,oci.compute.instance.app_tls_min_1_2_enforced,app_tls_min_1_2_enforced,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.backup_enabled,backup_enabled,item.instance.is_auto_backup_enabled,equals,true,item.instance.is_auto_backup_enabled,equals,true,CORRECT
compute,oci.compute.instance.client_vpn_endpoint_connection_logging_enabled,client_vpn_endpoint_connection_logging_enabled,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.dedicated_host_instance_auto_placement_controlled,dedicated_host_instance_auto_placement_controlled,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.document_secrets,document_secrets,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.documents_set_as_public,documents_set_as_public,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.ebs_default_encryption,ebs_default_encryption,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.ebs_public_snapshot,ebs_public_snapshot,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.ebs_snapshots_encrypted,ebs_snapshots_encrypted,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.ebs_volume_encrypted,ebs_volume_encrypted,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.ebs_volume_encryption,ebs_volume_encryption,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.ebs_volume_protected_by_backup_plan,ebs_volume_protected_by_backup_plan,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.elastic_ip_shodan,elastic_ip_shodan,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.elastic_ip_unassigned,elastic_ip_unassigned,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.environment_monitoring_logging_enabled,environment_monitoring_logging_enabled,item.instance.defined_tags,not_empty,,,,,NEEDS_NEW_OP
compute,oci.compute.instance.firewall_rdp_access_from_the_internet_allowed,firewall_rdp_access_from_the_internet_allowed,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.firewall_ssh_access_from_the_internet_allowed,firewall_ssh_access_from_the_internet_allowed,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.fleet_default_internet_access_disabled,fleet_default_internet_access_disabled,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.group_capacity_rebalance_enabled,group_capacity_rebalance_enabled,item.instance.defined_tags,not_empty,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.instance_account_imdsv2_enabled,instance_account_imdsv2_enabled,item.instance.metadata,exists,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.instance_block_project_wide_ssh_keys_disabled,instance_block_project_wide_ssh_keys_disabled,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_confidential_computing_enabled,instance_confidential_computing_enabled,item.instance.defined_tags,not_empty,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.instance_default_service_account_in_use_access,instance_default_service_account_in_use_access,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_detailed_monitoring_enabled,instance_detailed_monitoring_enabled,item.instance.defined_tags,not_empty,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.instance_disk_encrypted,instance_disk_encrypted,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.instance_encryption_with_csek_enabled,instance_encryption_with_csek_enabled,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.instance_group_no_public_ip_assigned_blocked,instance_group_no_public_ip_assigned_blocked,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_group_profile_least_privilege_required,instance_group_profile_least_privilege_required,item.instance.defined_tags,not_empty,,,,,NEEDS_NEW_OP
compute,oci.compute.instance.instance_group_uses_approved_launch_template,instance_group_uses_approved_launch_template,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_group_volumes_encrypted,instance_group_volumes_encrypted,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.instance_imdsv2_enabled,instance_imdsv2_enabled,item.instance.metadata,exists,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.instance_internet_facing_with_profile,instance_internet_facing_with_profile,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_ip_forwarding_is_enabled,instance_ip_forwarding_is_enabled,item.instance.defined_tags,not_empty,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.instance_managed_by_os_management,instance_managed_by_os_management,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_managed_by_ssm,instance_managed_by_ssm,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_metadata_service_imdsv2_enabled,instance_metadata_service_imdsv2_enabled,item.instance.metadata,exists,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.instance_monitoring_enabled,instance_monitoring_enabled,item.instance.defined_tags,not_empty,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.instance_no_public_ip,instance_no_public_ip,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_no_public_ip_unless_required,instance_no_public_ip_unless_required,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_older_than_specific_days,instance_older_than_specific_days,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_paravirtual_type,instance_paravirtual_type,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_cassandra_exposed_to_internet,instance_port_cassandra_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_cifs_exposed_to_internet,instance_port_cifs_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_elasticsearch_kibana_exposed_to_internet,instance_port_elasticsearch_kibana_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_ftp_exposed_to_internet,instance_port_ftp_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_kafka_exposed_to_internet,instance_port_kafka_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_kerberos_exposed_to_internet,instance_port_kerberos_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_ldap_exposed_to_internet,instance_port_ldap_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_memcached_exposed_to_internet,instance_port_memcached_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_mongodb_exposed_to_internet,instance_port_mongodb_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_mysql_exposed_to_internet,instance_port_mysql_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_oracle_exposed_to_internet,instance_port_oracle_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_postgresql_exposed_to_internet,instance_port_postgresql_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_rdp_exposed_to_internet,instance_port_rdp_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_redis_exposed_to_internet,instance_port_redis_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_sqlserver_exposed_to_internet,instance_port_sqlserver_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_ssh_exposed_to_internet,instance_port_ssh_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_port_telnet_exposed_to_internet,instance_port_telnet_exposed_to_internet,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_profile_attached,instance_profile_attached,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_public_ip,instance_public_ip,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_pv_in_transit_encryption_enabled,instance_pv_in_transit_encryption_enabled,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.instance_secrets_user_data,instance_secrets_user_data,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_secure_boot_enabled,instance_secure_boot_enabled,item.instance.platform_config,exists,,item.instance.platform_config.is_secure_boot_enabled,equals,true,NEEDS_NEW_FIELD
compute,oci.compute.instance.instance_serial_ports_in_use,instance_serial_ports_in_use,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_shielded_vm_enabled,instance_shielded_vm_enabled,item.instance.defined_tags,not_empty,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.instance_ssh_key_authentication,instance_ssh_key_authentication,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_ssh_password_auth_disabled,instance_ssh_password_auth_disabled,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.instance_uses_single_eni,instance_uses_single_eni,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.key_pair_disable_unused_keys,key_pair_disable_unused_keys,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.key_pair_max_age_days,key_pair_max_age_days,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.launch_template_imds_hardened,launch_template_imds_hardened,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.launch_template_imdsv2_required,launch_template_imdsv2_required,item.instance.metadata,exists,,,,,MANUAL
compute,oci.compute.instance.launch_template_instance_profile_least_privilege_required,launch_template_instance_profile_least_privilege_required,item.instance.defined_tags,not_empty,,,,,NEEDS_NEW_OP
compute,oci.compute.instance.launch_template_no_public_ip,launch_template_no_public_ip,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.launch_template_no_public_ip_default_blocked,launch_template_no_public_ip_default_blocked,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.launch_template_no_secrets,launch_template_no_secrets,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.launch_template_root_volume_encrypted_by_default,launch_template_root_volume_encrypted_by_default,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.launch_template_security_groups_restrictive,launch_template_security_groups_restrictive,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.launch_template_user_data_no_secrets,launch_template_user_data_no_secrets,item.instance.metadata,exists,,,,,MANUAL
compute,oci.compute.instance.loadbalancer_logging_enabled,loadbalancer_logging_enabled,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.maintenance_execution_roles_least_privilege_required,maintenance_execution_roles_least_privilege_required,item.instance.defined_tags,not_empty,,,,,NEEDS_NEW_OP
compute,oci.compute.instance.maintenance_window_defined_required,maintenance_window_defined_required,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.managed_compliant_patching,managed_compliant_patching,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.managed_instance_compliant,managed_instance_compliant,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.management_managed_compliant_patching,management_managed_compliant_patching,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.network_default_in_use,network_default_in_use,item.instance.is_pv_encryption_in_transit_enabled,equals,true,,,,MANUAL
compute,oci.compute.instance.network_dns_logging_enabled,network_dns_logging_enabled,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.network_not_legacy,network_not_legacy,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.networkacl_allow_ingress_any_port,networkacl_allow_ingress_any_port,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.networkacl_allow_ingress_tcp_port_22,networkacl_allow_ingress_tcp_port_22,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.networkacl_allow_ingress_tcp_port_3389,networkacl_allow_ingress_tcp_port_3389,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.networkacl_unrestricted_ingress,networkacl_unrestricted_ingress,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.networkacl_unused,networkacl_unused,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.os_management_compliance,os_management_compliance,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.patch_approval_rules_defined_required,patch_approval_rules_defined_required,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.patch_baseline_defined_for_os_families_required,patch_baseline_defined_for_os_families_required,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.patch_compliance,patch_compliance,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.patch_maintenance_windows_configured,patch_maintenance_windows_configured,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.project_os_login_enabled,project_os_login_enabled,item.instance.defined_tags,not_empty,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.public_address_shodan,public_address_shodan,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.reservation_approval_workflow_required,reservation_approval_workflow_required,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.reservation_billing_admins_mfa_required,reservation_billing_admins_mfa_required,item.instance.defined_tags,not_empty,,,,,NEEDS_NEW_OP
compute,oci.compute.instance.reservation_purchase_permissions_restricted,reservation_purchase_permissions_restricted,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.security_list_ingress_ssh_access_restricted,security_list_ingress_ssh_access_restricted,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_11211,securitygroup_allow_ingress_from_internet_to_11211,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_1434,securitygroup_allow_ingress_from_internet_to_1434,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_21,securitygroup_allow_ingress_from_internet_to_21,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_22,securitygroup_allow_ingress_from_internet_to_22,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_23,securitygroup_allow_ingress_from_internet_to_23,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_2483,securitygroup_allow_ingress_from_internet_to_2483,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_27018,securitygroup_allow_ingress_from_internet_to_27018,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_3306,securitygroup_allow_ingress_from_internet_to_3306,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_3389,securitygroup_allow_ingress_from_internet_to_3389,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_5432,securitygroup_allow_ingress_from_internet_to_5432,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_5601,securitygroup_allow_ingress_from_internet_to_5601,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_6379,securitygroup_allow_ingress_from_internet_to_6379,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_8888,securitygroup_allow_ingress_from_internet_to_8888,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_9092,securitygroup_allow_ingress_from_internet_to_9092,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_all_ports,securitygroup_allow_ingress_from_internet_to_all_ports,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_any_port,securitygroup_allow_ingress_from_internet_to_any_port,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_ports,securitygroup_allow_ingress_from_internet_to_ports,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_allow_wide_open_public_ipv4,securitygroup_allow_wide_open_public_ipv4,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_common_ports_restricted,securitygroup_common_ports_restricted,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_default_restrict_traffic,securitygroup_default_restrict_traffic,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_default_restricted,securitygroup_default_restricted,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_from_launch_wizard,securitygroup_from_launch_wizard,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_not_used,securitygroup_not_used,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_rdp_restricted,securitygroup_rdp_restricted,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_ssh_restricted,securitygroup_ssh_restricted,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.securitygroup_with_many_ingress_egress_rules,securitygroup_with_many_ingress_egress_rules,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.spot_instance_no_public_ip_assigned_blocked,spot_instance_no_public_ip_assigned_blocked,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.spot_instance_profile_least_privilege_required,spot_instance_profile_least_privilege_required,item.instance.defined_tags,not_empty,,,,,NEEDS_NEW_OP
compute,oci.compute.instance.spot_instance_uses_approved_launch_template,spot_instance_uses_approved_launch_template,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.stopped_instance,stopped_instance,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.subnet_flow_logs_enabled,subnet_flow_logs_enabled,item.instance.defined_tags,not_empty,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.subnet_vcn_flow_logging_enabled_and_properly_configured,subnet_vcn_flow_logging_enabled_and_properly_configured,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.transitgateway_auto_accept_vcn_attachments,transitgateway_auto_accept_vcn_attachments,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.transitgateway_auto_accept_vpc_attachments,transitgateway_auto_accept_vpc_attachments,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.trusted_launch_enabled,trusted_launch_enabled,item.instance.defined_tags,not_empty,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.vcn_2private_1public_subnets_nat,vcn_2private_1public_subnets_nat,item.instance.defined_tags,not_empty,,item.instance.network_endpoint_details,exists,,NEEDS_NEW_FIELD
compute,oci.compute.instance.vcn_default_security_list_enabled,vcn_default_security_list_enabled,item.instance.defined_tags,not_empty,,item.instance.status,equals,ACTIVE,FIXABLE
compute,oci.compute.instance.vm_data_volumes_encrypted_cmek,vm_data_volumes_encrypted_cmek,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.vm_imds_hardened,vm_imds_hardened,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.vm_no_public_ip_assigned_blocked,vm_no_public_ip_assigned_blocked,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.vm_root_volume_encrypted_cmek,vm_root_volume_encrypted_cmek,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.vm_secure_boot_enabled,vm_secure_boot_enabled,item.instance.platform_config,exists,,item.instance.platform_config.is_secure_boot_enabled,equals,true,NEEDS_NEW_FIELD
compute,oci.compute.instance.vm_security_group_inbound_restricted,vm_security_group_inbound_restricted,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.vm_serial_console_access_restricted_restricted,vm_serial_console_access_restricted_restricted,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.vm_ssh_key_based_auth_required,vm_ssh_key_based_auth_required,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.vm_ssh_password_auth_disabled,vm_ssh_password_auth_disabled,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.vm_user_data_no_secrets,vm_user_data_no_secrets,item.instance.metadata,exists,,,,,MANUAL
compute,oci.compute.instance.vm_vtpm_enabled,vm_vtpm_enabled,item.instance.platform_config,exists,,item.instance.platform_config.is_trusted_platform_module_enabled,equals,true,NEEDS_NEW_FIELD
compute,oci.compute.instance.volume_encrypted,volume_encrypted,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.volume_encryption_enabled,volume_encryption_enabled,item.instance.kms_key_id,exists,,item.instance.kms_key_id,exists,,CORRECT
compute,oci.compute.instance.volume_in_use,volume_in_use,item.instance.is_pv_encryption_in_transit_enabled,equals,true,,,,MANUAL
compute,oci.compute.instance.volume_public_snapshot,volume_public_snapshot,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance.volume_snapshots_configured,volume_snapshots_configured,item.instance.defined_tags,not_empty,,,,,MANUAL
compute,oci.compute.instance_pool.group_configured,group_configured,item.instanc.status,equals,ACTIVE,,,,MANUAL
compute,oci.compute.instance_pool.group_health_check_enabled,group_health_check_enabled,item.instanc.status,equals,ACTIVE,item.instanc.status,equals,ACTIVE,CORRECT
compute,oci.compute.instance_pool.group_multiple_az,group_multiple_az,item.instanc.status,equals,ACTIVE,,,,MANUAL
compute,oci.compute.instance_pool.securitygroup,securitygroup,item.instanc.status,equals,ACTIVE,,,,MANUAL
compute,oci.compute.management.managed_compliant_patching,managed_compliant_patching,item.kms_key_id,exists,,,,,MANUAL
compute,oci.compute.networkacl.allow_ingress_tcp_port_22,allow_ingress_tcp_port_22,item.status,exists,,,,,MANUAL
compute,oci.compute.volume_attachment.ensure_attached_disks_encrypted_with_cmk,ensure_attached_disks_encrypted_with_cmk,item.volume_attachment.kms_key_id,exists,,item.volume_attachment.kms_key_id,exists,,CORRECT
compute,oci.compute.volume_attachment.ensure_unattached_disks_encrypted_with_cmk,ensure_unattached_disks_encrypted_with_cmk,item.volume_attachment.kms_key_id,exists,,item.volume_attachment.kms_key_id,exists,,CORRECT
compute,oci.compute.volume_attachment.ensure_using_managed_disks,ensure_using_managed_disks,item.volume_attachment.status,equals,ACTIVE,,,,MANUAL
compute,oci.compute.volume_attachment.volume_encryption_enabled,volume_encryption_enabled,item.volume_attachment.kms_key_id,exists,,item.volume_attachment.kms_key_id,exists,,CORRECT
container_engine,oci.container_engine.addon.addon_from_trusted_channel,addon_from_trusted_channel,item.addon.defined_tags,not_empty,,,,,MANUAL
container_engine,oci.container_engine.addon.addon_no_privileged_permissions,addon_no_privileged_permissions,item.addon.defined_tags,not_empty,,,,,MANUAL
container_engine,oci.container_engine.addon.addon_version_pinned_and_supported_required,addon_version_pinned_and_supported_required,item.addon.defined_tags,not_empty,,,,,MANUAL
container_engine,oci.container_engine.cis_2_3_2_needs_development.cis_2_3_needs_development,cis_2_3_needs_development,item.status,exists,,,,,MANUAL
container_engine,oci.container_engine.cis_3_2_10_needs_development.cis_3_2_10_needs_development,cis_3_2_10_needs_development,item.status,exists,,,,,MANUAL
container_engine,oci.container_engine.cis_3_2_2_needs_development.cis_3_2_needs_development,cis_3_2_needs_development,item.status,exists,,,,,MANUAL
container_engine,oci.container_engine.cis_5_4_4_needs_development.cis_5_4_needs_development,cis_5_4_needs_development,item.status,exists,,,,,MANUAL
container_engine,oci.container_engine.cluster.admission_host_namespace_usage_denied,admission_host_namespace_usage_denied,item.cluster.endpoint_config,exists,,,,,MANUAL
container_engine,oci.container_engine.cluster.admission_image_registry_allowlist_enforced,admission_image_registry_allowlist_enforced,item.cluster.endpoint_config,exists,,,,,MANUAL
container_engine,oci.container_engine.cluster.admission_image_signature_verification_enabled,admission_image_signature_verification_enabled,item.cluster.endpoint_config,exists,,item.cluster.status,equals,ACTIVE,FIXABLE
container_engine,oci.container_engine.cluster.admission_pod_security_restricted_default_enabled,admission_pod_security_restricted_default_enabled,item.cluster.endpoint_config,exists,,item.cluster.status,equals,ACTIVE,FIXABLE
container_engine,oci.container_engine.cluster.admission_privilege_escalation_denied,admission_privilege_escalation_denied,item.cluster.endpoint_config,exists,,,,,MANUAL
container_engine,oci.container_engine.cluster.apiserver_anonymous_auth_disabled,apiserver_anonymous_auth_disabled,item.cluster.endpoint_config,exists,,,,,MANUAL
container_engine,oci.container_engine.cluster.apiserver_audit_logging_enabled,apiserver_audit_logging_enabled,item.cluster.endpoint_config,exists,,,,,NEEDS_NEW_OP
container_engine,oci.container_engine.cluster.apiserver_authorization_mode_rbac_enforced,apiserver_authorization_mode_rbac_enforced,item.cluster.endpoint_config,exists,,,,,NEEDS_NEW_OP
container_engine,oci.container_engine.cluster.apiserver_etcd_connection_encrypted,apiserver_etcd_connection_encrypted,item.cluster.kms_key_id,exists,,item.cluster.kms_key_id,exists,,CORRECT
container_engine,oci.container_engine.cluster.apiserver_insecure_port_disabled,apiserver_insecure_port_disabled,item.cluster.endpoint_config,exists,,,,,MANUAL
container_engine,oci.container_engine.cluster.apiserver_tls_min_1_2_enforced,apiserver_tls_min_1_2_enforced,item.cluster.endpoint_config,exists,,,,,MANUAL
container_engine,oci.container_engine.cluster.audit_service_log_access,audit_service_log_access,item.cluster.endpoint_config,exists,,,,,MANUAL
container_engine,oci.container_engine.cluster.cluster_audit_logging_enabled,cluster_audit_logging_enabled,item.cluster.defined_tags,not_empty,,,,,NEEDS_NEW_OP
container_engine,oci.container_engine.cluster.cluster_default_service_account_automount_disabled,cluster_default_service_account_automount_disabled,item.cluster.defined_tags,not_empty,,,,,MANUAL
container_engine,oci.container_engine.cluster.cluster_kms_cmk_encryption_in_secrets_enabled,cluster_kms_cmk_encryption_in_secrets_enabled,item.cluster.kms_key_id,exists,,item.cluster.kms_key_id,exists,,CORRECT
