unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,azure_checks
nist_800_53_rev5_multi_cloud_AC-3_13_0034,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(13),Access Enforcement - Access enforcement | attribute - based access control enforce attribute-based ac,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_14_0035,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(14),"Access Enforcement - Access enforcement | individual access nist sp 800-53, r ev",,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_user_accesskey_unused; azure_compute_disk_public_snapshot; azure_compute_instance_imdsv2_enabled; azure_compute_instance_profile_attached; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip
nist_800_53_rev5_multi_cloud_AC-3_15_0036,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(15),Access Enforcement - . a subject that is constrained in its operation by mandator,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_user_accesskey_unused; azure_compute_disk_public_snapshot; azure_compute_instance_imdsv2_enabled; azure_compute_instance_profile_attached; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip
nist_800_53_rev5_multi_cloud_AC-3_15_0037,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(15),Access Enforcement - Access enforcement | discretionary and mandatory access control (a) enforce [ as,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_user_accesskey_unused; azure_compute_disk_public_snapshot; azure_compute_instance_imdsv2_enabled; azure_compute_instance_profile_attached; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip
nist_800_53_rev5_multi_cloud_AC-3_2_0038,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(2),Access Enforcement - Access enforcement | dual authorization enforce dual authorization for [ assignm,,Access,Multiple,18,automated,,,NIST_controls_with_checks.csv,azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_user_mfa_enabled_console_access
nist_800_53_rev5_multi_cloud_AC-3_2_0039,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(2),Access Enforcement - Granting its privileges to other subjects;,,Access,Multiple,18,automated,,,NIST_controls_with_checks.csv,azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_user_mfa_enabled_console_access
nist_800_53_rev5_multi_cloud_AC-3_3_0040,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(3),"Access Enforcement - Access enforcement | mandatory access control nist sp 800-53, r ev",,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_3_0041,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(3),"Access Enforcement - Changing one or more security attributes (specified by the policy) on subjects,",,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_3_0042,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(3),Access Enforcement - An d ac-3,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_3_0043,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(3),Access Enforcement - Imposes constraints that prevent a subject from passing information to another s,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_3_0044,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(3),Access Enforcement - Define the scope of the subjects and objects covered by the policy,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_3_0045,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(3),Access Enforcement - De fine the scope of the subjects and objects covered by the policy,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_4_0046,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(4),Access Enforcement - Choosing the security attributes and attribute values (specified by the policy),,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_4_0047,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(4),Access Enforcement - . a subject constrained in its operation by mandatory access,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_4_0048,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(4),Access Enforcement - Permits the subject to pass the information to any other subject with the same i,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_4_0049,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(4),Access Enforcement - Access enforcement | discretionary access control enforce [ assignment,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_4_0050,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(4),Access Enforcement - P ermits the subject to pass the information to any subject at the same impact o,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_5_0051,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(5),Access Enforcement - Changing the rules governing access control; and (c) specifies that [ assignment,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_user_accesskey_unused; azure_compute_disk_public_snapshot; azure_compute_instance_imdsv2_enabled; azure_compute_instance_profile_attached; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip
nist_800_53_rev5_multi_cloud_AC-3_5_0052,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(5),Access Enforcement - Access enforcement | security - relevant information prevent access to [ assignm,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_user_accesskey_unused; azure_compute_disk_public_snapshot; azure_compute_instance_imdsv2_enabled; azure_compute_instance_profile_attached; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip
nist_800_53_rev5_multi_cloud_AC-3_6_0053,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(6),Access Enforcement - Access enforcement | protection of user and system information [withdrawn,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_user_accesskey_unused; azure_compute_disk_public_snapshot; azure_compute_instance_imdsv2_enabled; azure_compute_instance_profile_attached; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip
nist_800_53_rev5_multi_cloud_AC-3_7_0054,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(7),Access Enforcement - Access enforcement | role - based access control enforce a role-based access con,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_compute_disk_public_snapshot; azure_compute_instance_imdsv2_enabled; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip; azure_storage_account_public_access
nist_800_53_rev5_multi_cloud_AC-3_8_0055,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(8),Access Enforcement - Access enforcement | revocation of access authorizations enforce the revocation,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-3_9_0056,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-3(9),Access Enforcement - Access enforcement | controlled release release information outside of the syste,,Access,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_user_accesskey_unused; azure_compute_disk_public_snapshot; azure_compute_instance_imdsv2_enabled; azure_compute_instance_profile_attached; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip
nist_800_53_rev5_multi_cloud_AC-4_1_0057,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(1),Information Flow Enforcement - Information flow enforcement | object security and privacy attributes use [ assi,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_10_0058,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(10),Information Flow Enforcement - Information flow enforcement | enable and disable security or privacy policy fil,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_11_0059,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(11),Information Flow Enforcement - Information flow enforcement | configuration of security or privacy policy filte,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_12_0060,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(12),Information Flow Enforcement - Information flow enforcement | data type identifiers when transferring informati,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_13_0061,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(13),Information Flow Enforcement - Information flow enforcement | decomposition into policy - relevant subcomponent,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_14_0062,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(14),Information Flow Enforcement - Information flow enforcement | security or privacy policy filter constraints whe,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_15_0063,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(15),Information Flow Enforcement - Information flow enforcement | detection of unsanctioned information when transf,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_16_0064,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(16),Information Flow Enforcement - Information flow enforcement | information transfers on interconnected systems [,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_17_0065,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(17),"Information Flow Enforcement - Information flow enforcement | domain authentication nist sp 800-53, r ev",,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_18_0066,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(18),Information Flow Enforcement - Information flow enforcement | security attribute binding [withdrawn,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_19_0067,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(19),Information Flow Enforcement - Information flow enforcement | validation of metadata when transferring informat,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_2_0068,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(2),Information Flow Enforcement - Information flow enforcement | processing domains use protected processing domai,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_20_0069,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(20),Information Flow Enforcement - Information flow enforcement | approved solutions employ [ assignment,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_21_0070,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(21),Information Flow Enforcement - Information flow enforcement | physical or logical separation of information flo,,Information,Multiple,60,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_waf_acl_attached; azure_compute_disk_public_snapshot; azure_compute_instance_public_ip; azure_functions_app_restrict_public_access; azure_functions_app_url_public; azure_hdinsight_cluster_master_nodes_no_public_ip; azure_load_balancer_waf_acl_attached; azure_sql_database_no_public_access; azure_sql_database_snapshots_public_access; azure_synapse_cluster_public_access
nist_800_53_rev5_multi_cloud_AC-4_22_0071,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(22),Information Flow Enforcement - Information flow enforcement | access only provide access from a single device t,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_23_0072,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(23),Information Flow Enforcement - Information flow enforcement | modify non - releasable information when transfer,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_24_0073,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(24),Information Flow Enforcement - Information flow enforcement | internal normalized format when transferring info,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_25_0074,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(25),Information Flow Enforcement - Information flow enforcement | data sanitization when transferring information b,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_26_0075,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(26),Information Flow Enforcement - Information flow enforcement | audit filtering actions when transferring informa,,Information,Multiple,56,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_logging_enabled; azure_load_balancer_logging_enabled; azure_monitor_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_storage_read_events_enabled; azure_monitor_storage_write_events_enabled; azure_sql_database_diagnostic_settings_enabled; azure_storage_account_logging_enabled; azure_synapse_cluster_audit_logging
nist_800_53_rev5_multi_cloud_AC-4_27_0076,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(27),Information Flow Enforcement - Information flow enforcement | redundant / independent filtering mechanisms when,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_28_0077,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(28),Information Flow Enforcement - Information flow enforcement | linear filter pipelines when transferring informa,,Information,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_root_hardware_mfa_enabled; azure_ad_root_mfa_enabled; azure_ad_rotate_access_key_90_days; azure_ad_user_password_policy_minimum_length_14; azure_compute_instance_imdsv2_enabled
nist_800_53_rev5_multi_cloud_AC-4_29_0078,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(29),Information Flow Enforcement - Information flow enforcement | filter orchestration engines when transferring in,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_3_0079,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(3),Information Flow Enforcement - Information flow enforcement | dynamic information flow control enforce [ assign,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_30_0080,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(30),Information Flow Enforcement - Information flow enforcement | filter mechanisms using multiple processes when t,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_31_0081,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(31),Information Flow Enforcement - Information flow enforcement | failed content transfer prevention when transferr,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_32_0082,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(32),Information Flow Enforcement - Information flow enforcement | process requirements for information transfer whe,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_4_0083,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(4),Information Flow Enforcement - Information flow enforcement | flow control of encrypted information prevent enc,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_5_0084,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(5),Information Flow Enforcement - Information flow enforcement | embedded data types enforce [ assignment,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_6_0085,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(6),Information Flow Enforcement - Information flow enforcement | metadata enforce information flow control based o,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_7_0086,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(7),Information Flow Enforcement - Information flow enforcement | one - way flow mechanisms enforce one-way informa,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_8_0087,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(8),Information Flow Enforcement - Information flow enforcement | security and privacy policy filters (a) enforce i,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-4_9_0088,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-4(9),Information Flow Enforcement - Information flow enforcement | human reviews enforce the use of human reviews fo,,Information,Multiple,24,automated,,,NIST_controls_with_checks.csv,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_account_secure_transport_policy
nist_800_53_rev5_multi_cloud_AC-5-b_0090,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-5-b,Separation Of Duties - Define system access authorizations to...,,Separation,Multiple,9,automated,,,NIST_controls_with_checks.csv,azure_ad_policy_no_administrative_privileges
nist_800_53_rev5_multi_cloud_AC-6_1_0091,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AC-6(1),Least Privilege - Least privilege | authorize access to security functions authorize access for [,,Least,Multiple,52,automated,,,NIST_controls_with_checks.csv,azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_ad_policy_no_administrative_privileges; azure_ad_user_accesskey_unused; azure_compute_disk_public_snapshot; azure_compute_instance_imdsv2_enabled; azure_compute_instance_public_ip; azure_hdinsight_cluster_master_nodes_no_public_ip
