csp,rule_id,python_client,check_client,implementable,severity,is_duplicate,canonical_rule_id
aws,aws.ec2.customergateway.api_ip_addresses_valid_and_owned_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.customergateway.no_public_management_interfaces_exposed_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.dedicatedhost.host_sharing_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.dedicatedhost.instance_auto_placement_controlled_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.ebs.default_encryption_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.ebs.public_snapshot_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.ebs.volume_encryption_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.ebs_public_snapshot.ebs_public_snapshot_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.eip.not_in_use,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.eip.shodan_exposure_detected,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.group.cifs_access_restriction_tcp_port_445_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.group.cifs_unrestricted_access_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.group.ingress_ipv6_restriction_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.data_volumes_encrypted_cmek,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.instance.detailed_monitoring_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.iam_role_compliance_configured,boto3.ec2,boto3.iam,SCAN_ABLE,high,False,
aws,aws.ec2.instance.imds_hardened_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.imdsv2_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.internet_facing_with_instance_profile_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.managed_by_ssm_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.no_public_ip_assigned_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.instance.no_public_ip_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.instance.older_than_specific_days_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.paravirtual_type_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.patch_compliance_status_check,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_cassandra_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_cifs_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_elasticsearch_kibana_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_ftp_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_kafka_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_kerberos_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_ldap_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_memcached_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_mongodb_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_mysql_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_oracle_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_postgresql_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_rdp_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_redis_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_sqlserver_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_ssh_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.port_telnet_exposed_to_internet_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.profile_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.public_ip_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.instance.root_volume_encrypted_cmek,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.instance.secrets_user_data_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.secure_boot_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.security_group_inbound_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.instance.serial_console_access_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.ssh_key_authentication_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,critical,False,
aws,aws.ec2.instance.ssh_key_based_auth_required,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.ssh_password_auth_disabled,boto3.ec2,boto3.ec2,SCAN_ABLE,critical,False,
aws,aws.ec2.instance.ssm_association_compliant,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.stopped_instances_removed,boto3.ec2,boto3.ec2,EVENT,medium,False,
aws,aws.ec2.instance.user_data_no_secrets_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.uses_single_eni_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.instance.vtpm_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.keypair.disable_unused_keys_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.keypair.key_max_age_days_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.launch_template_no_public_ip.launch_template_no_public_ip_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.launch_template_no_secrets.launch_template_no_secrets_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.launchtemplate.imds_hardened_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.launchtemplate.instance_profile_least_privilege,boto3.ec2,boto3.iam,MULTI_OP,high,True,aws.batch.compute_environment.instance_profile_least_privilege
aws,aws.ec2.launchtemplate.no_public_ip_assigned_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.launchtemplate.no_public_ip_default_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.launchtemplate.root_volume_encrypted_by_default,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.launchtemplate.security_groups_restrictive_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.launchtemplate.user_data_no_secrets_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.launchtemplate.uses_approved_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.launchtemplate.volumes_encrypted,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.network_interface.security_groups_present,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.network_interface.security_groups_restrictive_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.networkacl.endpoint_policies_applied_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.networkacl.ingress_restrict_all_traffic,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.networkacl.network_allow_ingress_any_port_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.networkacl.network_egress_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.networkacl.network_identity_aware_policies_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.networkacl.network_no_allow_all_rules_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.networkacl.network_no_unrestricted_ingress_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.networkacl.rdp_port_3389_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.networkacl.ssh_port_22_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.networkacl.unrestricted_ingress_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.networkacl.unused_network_acl_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.reserved_instance.billing_admins_mfa_required,boto3.ec2,boto3.ec2,SCAN_ABLE,critical,False,
aws,aws.ec2.reserved_instance.instance_approval_workflow_required,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.reserved_instance.purchase_permissions_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.resource.ami_public_visibility_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.resource.backup_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.resource.client_vpn_endpoint_connection_logging_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.resource.ebs_encryption_by_default_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.resource.ebs_snapshots_encrypted,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.resource.launch_template_imdsv2_required,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.resource.vpc_flow_logging_reject_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.resource.vpc_peering_route_table_least_access_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.routetable.no_0_from_private_subnets_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.routetable.vpc_endpoints_used_for_saas_if_supported,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.security_group.allow_ingress_from_internet_to_tcp_port_22_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group.default_deny_between_network_tiers_enforced,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.security_group.egress_access_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group.exception_approvals_required,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group.identity_aware_network_policies_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.security_group.network_policies_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.security_group.only_required_ports_allowed,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group.permit_all_egress_rules_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group.policy_store_encrypted_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.security_group.tier_to_tier_policies_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group.vpc_endpoint_policies_applied,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.security_group.zero_cidr_ingress_rules_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_common_ports_restricted.common_ports_ingress_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_default_restrict_traffic.default_deny_all_traffic_enforced,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_from_launch_wizard.launch_wizard_created_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_all_ports.internet_ingress_all_ports_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_cassandra_7199_9160_8888.port_cassandra_7199_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_elasticsearch_kibana_9200_9300_5601.port_elasticsearch_kibana_9200_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_ftp_20_21.port_ftp_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_high_risk_ports.internet_ingress_high_risk_ports_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_kafka_9092.port_kafka_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_memcached_11211.port_memcached_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_mongodb_27017_27018.port_mongodb_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_mysql_3306.port_mysql_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_oracle_1521_2483.port_oracle_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_postgres_5432.port_postgres_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_redis_6379.port_redis_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_sql_server_1433_1434.port_sql_server_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_internet_ingress_telnet_23.port_telnet_blocked,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_not_used.unused_security_groups_removed,boto3.ec2,boto3.ec2,EVENT,high,False,
aws,aws.ec2.security_group_rdp_restricted.rdp_access_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_ssh_restricted.ssh_access_restricted,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.security_group_with_many_ingress_egress_rules.ingress_egress_rules_limited_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.snapshot.cross_region_copy_encrypted,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.snapshot.encryption_at_rest_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.snapshot.not_public_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.spotinstance.instance_profile_least_privilege,boto3.ec2,boto3.iam,MULTI_OP,high,True,aws.batch.compute_environment.instance_profile_least_privilege
aws,aws.ec2.spotinstance.instance_uses_approved_launch_template_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.spotinstance.no_public_ip_assigned_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.subnet.automated_isolation_supported_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.subnet.default_deny_between_tiers_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.subnet.exception_approvals_required,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.subnet.private_s_no_igw_route_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.subnet.public_s_use_nacl_restrictions_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.subnet.public_subnets_use_nacl_restrictions_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.subnet.quarantine_network_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.subnet.route_table_association_present,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.subnet.tier_to_tier_policies_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.transitgateway.auto_cross_account_attachment_disabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.volume.cmk_cmek_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.volume.encryption_at_rest_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.volume.in_use_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.volume.protected_by_backup_plan_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.volume.snapshots_encrypted,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.volume.snapshots_exists_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.vpc.automated_isolation_supported_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.vpc.default_deny_between_tiers_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.vpc.dns_hostnames_and_support_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.vpc.exception_approvals_required,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.vpc.flow_logging_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.vpc.quarantine_network_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.vpc.route_tables_no_unintended_internet_paths_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.vpc.tier_to_tier_policies_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ec2.vpcendpoint.policy_least_privilege,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.vpcendpoint.private_dns_enabled_if_supported,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.vpnconnection.ike_phase_encryption_strong_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.vpnconnection.pre_shared_keys_key_rotation_policy_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,high,False,
aws,aws.ec2.vpnconnection.tunnel_health_monitoring_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.ecr.imagescan.ecr_agents_or_scanners_deployed_configured,boto3.ecr,boto3.ecr,SCAN_ABLE,medium,False,
aws,aws.ecr.imagescan.ecr_results_export_destination_encrypted,boto3.ecr,boto3.ecr,SCAN_ABLE,high,False,
aws,aws.ecr.imagescan.scope_includes_all_asset_groups_configured,boto3.ecr,boto3.ecr,SCAN_ABLE,medium,False,
aws,aws.ecr.lifecyclepolicy.ecr_unused_or_old_tags_expire_configured,boto3.ecr,boto3.ecr,SCAN_ABLE,medium,False,
aws,aws.ecr.lifecyclepolicy.policy_storage_encrypted,boto3.ecr,boto3.ecr,SCAN_ABLE,high,False,
aws,aws.ecr.replication_configuration.ecr_cross_region_encrypted,boto3.ecr,boto3.ecr,SCAN_ABLE,high,False,
aws,aws.ecr.replication_configuration.ecr_destinations_least_privilege,boto3.ecr,boto3.ecr,SCAN_ABLE,high,False,
aws,aws.ecr.repositories_not_publicly_accessible.repositories_not_publicly_accessible_configured,boto3.ecr,boto3.ecr,SCAN_ABLE,high,False,
aws,aws.ecr.repository.ecr_image_scanning_enabled,boto3.ecr,boto3.ecr,SCAN_ABLE,medium,False,
aws,aws.ecr.repository.immutable_tags_or_signing_enforced,boto3.ecr,boto3.ecr,SCAN_ABLE,medium,False,
aws,aws.ecr.repository.repo_private_or_access_restricted,boto3.ecr,boto3.ecr,SCAN_ABLE,high,False,
aws,aws.ecr.repository_policy.ecr_no_wildcard_admin_configured,boto3.ecr,boto3.ecr,SCAN_ABLE,medium,False,
aws,aws.ecr.repository_policy.no_public_pull_push_configured,boto3.ecr,boto3.ecr,SCAN_ABLE,high,False,
aws,aws.ecr.resource.ecr_image_scan_on_push_enabled,boto3.ecr,boto3.ecr,SCAN_ABLE,medium,False,
aws,aws.ecr.resource.ecr_repository_scan_on_push_enabled,boto3.ecr,boto3.ecr,SCAN_ABLE,medium,False,
aws,aws.ecr.resource.repository_encryption_enabled,boto3.ecr,boto3.ecr,SCAN_ABLE,high,False,
aws,aws.ecs.container_instance.container_env_no_plaintext_secrets_configured,boto3.ecs,boto3.ecs,SCAN_ABLE,medium,False,
aws,aws.ecs.container_instance.container_read_only_root_filesystem_configured,boto3.ecs,boto3.ecs,SCAN_ABLE,medium,False,
aws,aws.ecs.container_instance.no_privileged_containers_configured,boto3.ecs,boto3.ecs,SCAN_ABLE,high,False,
aws,aws.ecs.resource.task_definition_logging_enabled,boto3.ecs,boto3.ecs,SCAN_ABLE,medium,False,
aws,aws.ecs.resource.task_definitions_logging_enabled,boto3.ecs,boto3.ecs,SCAN_ABLE,medium,False,
aws,aws.ecs.resource.task_sets_assign_public_ip_disabled,boto3.ecs,boto3.ecs,SCAN_ABLE,high,False,
aws,aws.ecs.task_definition_image_source_verification.task_ecs_task_definition_image_source_verification_configured,boto3.ecs,boto3.ecs,SCAN_ABLE,medium,False,
aws,aws.ecs.task_definitions_logging_block_mode.task_definitions_logging_block_mode_configured,boto3.ecs,boto3.ecs,SCAN_ABLE,medium,False,
aws,aws.edr.resource.edr_operational_readiness_configured,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.efs.encryption.at_rest_enabled,boto3.efs,boto3.efs,SCAN_ABLE,medium,False,
aws,aws.efs.filesystem.encryption_at_rest_enabled,boto3.efs,boto3.efs,SCAN_ABLE,high,False,
aws,aws.efs.filesystem.kms_key_policy_least_privilege,boto3.efs,boto3.kms,SCAN_ABLE,high,False,
aws,aws.efs.filesystem.private_network_only_configured,boto3.efs,boto3.efs,SCAN_ABLE,high,False,
aws,aws.efs.filesystem.snapshots_enabled,boto3.efs,boto3.efs,SCAN_ABLE,medium,False,
aws,aws.efs.have.backup_enabled,boto3.efs,boto3.efs,SCAN_ABLE,medium,False,
aws,aws.efs.not_publicly_accessible.not_publicly_accessible_configured,boto3.efs,boto3.efs,SCAN_ABLE,high,False,
aws,aws.efs.resource.backup_enabled,boto3.efs,boto3.efs,SCAN_ABLE,medium,False,
aws,aws.efs.resource.encryption_at_rest_enabled,boto3.efs,boto3.efs,SCAN_ABLE,high,False,
aws,aws.efs.resource.multi_az_enabled,boto3.efs,boto3.efs,SCAN_ABLE,medium,False,
aws,aws.efs.user.identity_and_root_directory_enforced,boto3.efs,boto3.efs,SCAN_ABLE,medium,False,
aws,aws.eip.address.address_enabled,boto3.ec2,boto3.ec2,SCAN_ABLE,medium,False,
aws,aws.eks.addon.from_trusted_channel_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.addon.no_privileged_permissions_configured,boto3.eks,boto3.eks,SCAN_ABLE,high,False,
aws,aws.eks.addon.version_pinned_and_supported_configured,boto3.eks,boto3.eks,SCAN_ABLE,low,False,
aws,aws.eks.api.admission_psa_enforce_mode_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.anonymous_auth_disabled,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.audit_logging_enabled,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.client_cert_rotation_enabled,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.cluster_required_allowlist_for_namespace_services,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.default_deny_egress_per_namespace_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.default_deny_ingress_per_namespace_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.default_sa_not_cluster_admin_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.default_service_account_automount_disabled,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.dns_and_metrics_from_approved_sources_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.drop_net_raw_and_reduce_caps_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.env_no_plaintext_secrets_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.external_ips_not_used_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.host_namespace_usage_denied_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.host_network_pid_ipc_disabled,boto3.eks,boto3.eks,SCAN_ABLE,high,False,
aws,aws.eks.api.image_registry_allowlist_enforced,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.image_signature_verification_enabled,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.image_tag_not_latest_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.kube_system_services_not_public_configured,boto3.eks,boto3.eks,SCAN_ABLE,high,False,
aws,aws.eks.api.leader_election_enabled,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.network_policies_present,boto3.eks,boto3.eks,SCAN_ABLE,high,False,
aws,aws.eks.api.no_cluster_admin_to_authenticated_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.no_hostpath_mounts_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.no_privileged_containers_configured,boto3.eks,boto3.eks,SCAN_ABLE,high,False,
aws,aws.eks.api.nodeport_usage_restricted,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.pod_security_admission_restricted_default_configured,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
aws,aws.eks.api.pod_security_level_restricted,boto3.eks,boto3.eks,SCAN_ABLE,medium,False,
