csv_rule_id,yaml_rule_id,match_type,service,status
alicloud.DLF Connections.datalake_security_connection_role_least_privilege,alicloud.DLF Connections.datalake_security_connection_role_least_privilege,no_match,DLF Connections,⚠️ Needs Review
alicloud.DLF Crawlers.datalake_security_crawler_role_least_privilege,alicloud.DLF Crawlers.datalake_security_crawler_role_least_privilege,no_match,DLF Crawlers,⚠️ Needs Review
alicloud.DLF Crawlers.datalake_security_crawler_scope_restricted_to_allowlist,alicloud.DLF Crawlers.datalake_security_crawler_scope_restricted_to_allowlist,no_match,DLF Crawlers,⚠️ Needs Review
alicloud.DLF Crawlers.datalake_security_crawler_logs_enabled,alicloud.DLF Crawlers.datalake_security_crawler_logs_enabled,no_match,DLF Crawlers,⚠️ Needs Review
alicloud.DLF Crawlers.datalake_security_crawler_network_private_only,alicloud.DLF Crawlers.datalake_security_crawler_network_private_only,no_match,DLF Crawlers,⚠️ Needs Review
alicloud.DLF/EMR Jobs.datalake_security_job_role_least_privilege,alicloud.DLF/EMR Jobs.datalake_security_job_role_least_privilege,no_match,DLF/EMR Jobs,⚠️ Needs Review
alicloud.DLF/EMR Jobs.datalake_security_job_script_location_private_and_encrypted,alicloud.DLF/EMR Jobs.datalake_security_job_script_location_private_and_encrypted,no_match,DLF/EMR Jobs,⚠️ Needs Review
alicloud.DLF/EMR Jobs.datalake_security_job_network_private_only,alicloud.DLF/EMR Jobs.datalake_security_job_network_private_only,no_match,DLF/EMR Jobs,⚠️ Needs Review
alicloud.DLF/EMR Jobs.datalake_security_job_logs_and_metrics_enabled,alicloud.DLF/EMR Jobs.datalake_security_job_logs_and_metrics_enabled,no_match,DLF/EMR Jobs,⚠️ Needs Review
alicloud.DataWorks Workflow.datalake_security_workflow_kms_encryption_enabled,alicloud.DataWorks Workflow.datalake_security_workflow_kms_encryption_enabled,no_match,DataWorks Workflow,⚠️ Needs Review
alicloud.DataWorks Workflow.datalake_security_workflow_execution_role_least_privilege,alicloud.DataWorks Workflow.datalake_security_workflow_execution_role_least_privilege,no_match,DataWorks Workflow,⚠️ Needs Review
alicloud.DataWorks Workflow.datalake_security_workflow_cross_account_trusts_restricted,alicloud.DataWorks Workflow.datalake_security_workflow_cross_account_trusts_restricted,no_match,DataWorks Workflow,⚠️ Needs Review
alicloud.DataWorks Trigger.datalake_security_trigger_targets_least_privilege,alicloud.DataWorks Trigger.datalake_security_trigger_targets_least_privilege,no_match,DataWorks Trigger,⚠️ Needs Review
alicloud.DataWorks Trigger.datalake_security_trigger_event_sources_restricted,alicloud.DataWorks Trigger.datalake_security_trigger_event_sources_restricted,no_match,DataWorks Trigger,⚠️ Needs Review
alicloud.DataWorks Trigger.datalake_security_trigger_logs_enabled,alicloud.DataWorks Trigger.datalake_security_trigger_logs_enabled,no_match,DataWorks Trigger,⚠️ Needs Review
alicloud.DLF Database.datalake_security_database_encrypted,alicloud.DLF Database.datalake_security_database_encrypted,no_match,DLF Database,⚠️ Needs Review
alicloud.DLF Database.datalake_security_database_policy_least_privilege,alicloud.DLF Database.datalake_security_database_policy_least_privilege,no_match,DLF Database,⚠️ Needs Review
alicloud.DLF Database.datalake_security_database_cross_account_sharing_restricted,alicloud.DLF Database.datalake_security_database_cross_account_sharing_restricted,no_match,DLF Database,⚠️ Needs Review
alicloud.DLF/MaxCompute Table.datalake_security_table_encrypted,alicloud.DLF/MaxCompute Table.datalake_security_table_encrypted,no_match,DLF/MaxCompute Table,⚠️ Needs Review
alicloud.DLF/MaxCompute Table.datalake_security_table_access_policies_least_privilege,alicloud.DLF/MaxCompute Table.datalake_security_table_access_policies_least_privilege,no_match,DLF/MaxCompute Table,⚠️ Needs Review
alicloud.DLF/MaxCompute Table.datalake_security_table_public_sharing_disabled,alicloud.DLF/MaxCompute Table.datalake_security_table_public_sharing_disabled,no_match,DLF/MaxCompute Table,⚠️ Needs Review
alicloud.DLF/MaxCompute Table.datalake_security_table_column_level_access_controls_enabled,alicloud.DLF/MaxCompute Table.datalake_security_table_column_level_access_controls_enabled,no_match,DLF/MaxCompute Table,⚠️ Needs Review
alicloud.DLF Registry.datalake_security_registry_metadata_encryption_enabled,alicloud.DLF Registry.datalake_security_registry_metadata_encryption_enabled,no_match,DLF Registry,⚠️ Needs Review
alicloud.DLF Registry.datalake_security_registry_rbac_least_privilege,alicloud.DLF Registry.datalake_security_registry_rbac_least_privilege,no_match,DLF Registry,⚠️ Needs Review
alicloud.DLF Registry.datalake_security_registry_cross_account_sharing_restricted,alicloud.DLF Registry.datalake_security_registry_cross_account_sharing_restricted,no_match,DLF Registry,⚠️ Needs Review
alicloud.DLF Schema.datalake_security_schema_encrypted,alicloud.DLF Schema.datalake_security_schema_encrypted,no_match,DLF Schema,⚠️ Needs Review
alicloud.DLF Schema.datalake_security_schema_rbac_least_privilege,alicloud.DLF Schema.datalake_security_schema_rbac_least_privilege,no_match,DLF Schema,⚠️ Needs Review
alicloud.DLF Schema.datalake_security_schema_version_immutability_enforced,alicloud.DLF Schema.datalake_security_schema_version_immutability_enforced,no_match,DLF Schema,⚠️ Needs Review
alicloud.DataWorks DQC.datalake_security_data_quality_role_least_privilege,alicloud.DataWorks DQC.datalake_security_data_quality_role_least_privilege,no_match,DataWorks DQC,⚠️ Needs Review
alicloud.DataWorks DQC.datalake_security_data_quality_output_location_private_and_encrypted,alicloud.DataWorks DQC.datalake_security_data_quality_output_location_private_and_encrypted,no_match,DataWorks DQC,⚠️ Needs Review
alicloud.DataWorks DQC.datalake_security_data_quality_logs_enabled,alicloud.DataWorks DQC.datalake_security_data_quality_logs_enabled,no_match,DataWorks DQC,⚠️ Needs Review
alicloud.PAI/DataWorks Transform.datalake_security_ml_transform_role_least_privilege,alicloud.PAI/DataWorks Transform.datalake_security_ml_transform_role_least_privilege,no_match,PAI/DataWorks Transform,⚠️ Needs Review
alicloud.PAI/DataWorks Transform.datalake_security_ml_transform_network_private_only,alicloud.PAI/DataWorks Transform.datalake_security_ml_transform_network_private_only,no_match,PAI/DataWorks Transform,⚠️ Needs Review
alicloud.PAI/DataWorks Transform.datalake_security_ml_transform_logs_enabled,alicloud.PAI/DataWorks Transform.datalake_security_ml_transform_logs_enabled,no_match,PAI/DataWorks Transform,⚠️ Needs Review
alicloud.EMR/DLF Dev Endpoint.datalake_security_dev_endpoint_no_public_access,alicloud.EMR/DLF Dev Endpoint.datalake_security_dev_endpoint_no_public_access,no_match,EMR/DLF Dev Endpoint,⚠️ Needs Review
alicloud.EMR/DLF Dev Endpoint.datalake_security_dev_endpoint_encrypted,alicloud.EMR/DLF Dev Endpoint.datalake_security_dev_endpoint_encrypted,no_match,EMR/DLF Dev Endpoint,⚠️ Needs Review
alicloud.EMR/DLF Dev Endpoint.datalake_security_dev_endpoint_role_least_privilege,alicloud.EMR/DLF Dev Endpoint.datalake_security_dev_endpoint_role_least_privilege,no_match,EMR/DLF Dev Endpoint,⚠️ Needs Review
alicloud.DLF/MaxCompute Partition.datalake_security_partition_catalog_encrypted,alicloud.DLF/MaxCompute Partition.datalake_security_partition_catalog_encrypted,no_match,DLF/MaxCompute Partition,⚠️ Needs Review
alicloud.DLF/MaxCompute Partition.datalake_security_partition_access_policies_least_privilege,alicloud.DLF/MaxCompute Partition.datalake_security_partition_access_policies_least_privilege,no_match,DLF/MaxCompute Partition,⚠️ Needs Review
alicloud.DLF Classifiers.datalake_security_classifier_source_trusted,alicloud.DLF Classifiers.datalake_security_classifier_source_trusted,no_match,DLF Classifiers,⚠️ Needs Review
alicloud.DLF Classifiers.datalake_security_classifier_definition_version_pinned,alicloud.DLF Classifiers.datalake_security_classifier_definition_version_pinned,no_match,DLF Classifiers,⚠️ Needs Review
alicloud.DLF Classifiers.datalake_security_classifier_rbac_least_privilege,alicloud.DLF Classifiers.datalake_security_classifier_rbac_least_privilege,no_match,DLF Classifiers,⚠️ Needs Review
alicloud.DataWorks Lineage.datalake_security_lineage_capture_enabled,alicloud.DataWorks Lineage.datalake_security_lineage_capture_enabled,no_match,DataWorks Lineage,⚠️ Needs Review
alicloud.DataWorks Lineage.datalake_security_lineage_export_destination_encrypted,alicloud.DataWorks Lineage.datalake_security_lineage_export_destination_encrypted,no_match,DataWorks Lineage,⚠️ Needs Review
alicloud.DataWorks Lineage.datalake_security_lineage_access_rbac_least_privilege,alicloud.DataWorks Lineage.datalake_security_lineage_access_rbac_least_privilege,no_match,DataWorks Lineage,⚠️ Needs Review
alicloud.DataWorks DataMap.lineage_security_catalog_store_encrypted,alicloud.DataWorks DataMap.lineage_security_catalog_store_encrypted,no_match,DataWorks DataMap,⚠️ Needs Review
alicloud.DataWorks DataMap.lineage_security_catalog_rbac_least_privilege,alicloud.DataWorks DataMap.lineage_security_catalog_rbac_least_privilege,no_match,DataWorks DataMap,⚠️ Needs Review
alicloud.DataWorks DataMap.lineage_security_catalog_audit_logging_enabled,alicloud.DataWorks DataMap.lineage_security_catalog_audit_logging_enabled,no_match,DataWorks DataMap,⚠️ Needs Review
alicloud.DataWorks DataMap.lineage_security_catalog_cross_account_sharing_restricted,alicloud.DataWorks DataMap.lineage_security_catalog_cross_account_sharing_restricted,no_match,DataWorks DataMap,⚠️ Needs Review
alicloud.DataWorks Connection.lineage_security_connection_credentials_in_secrets_manager,alicloud.DataWorks Connection.lineage_security_connection_credentials_in_secrets_manager,no_match,DataWorks Connection,⚠️ Needs Review
alicloud.DataWorks Connection.lineage_security_connection_tls_required,alicloud.DataWorks Connection.lineage_security_connection_tls_required,no_match,DataWorks Connection,⚠️ Needs Review
alicloud.DataWorks Connection.lineage_security_connection_private_networking_enforced,alicloud.DataWorks Connection.lineage_security_connection_private_networking_enforced,no_match,DataWorks Connection,⚠️ Needs Review
alicloud.DataWorks Connection.lineage_security_connection_role_least_privilege,alicloud.DataWorks Connection.lineage_security_connection_role_least_privilege,no_match,DataWorks Connection,⚠️ Needs Review
alicloud.DLF/DataWorks Crawlers.lineage_security_crawler_role_least_privilege,alicloud.DLF/DataWorks Crawlers.lineage_security_crawler_role_least_privilege,no_match,DLF/DataWorks Crawlers,⚠️ Needs Review
alicloud.DLF/DataWorks Crawlers.lineage_security_crawler_scope_restricted_to_allowlist,alicloud.DLF/DataWorks Crawlers.lineage_security_crawler_scope_restricted_to_allowlist,no_match,DLF/DataWorks Crawlers,⚠️ Needs Review
alicloud.DLF/DataWorks Crawlers.lineage_security_crawler_logs_enabled,alicloud.DLF/DataWorks Crawlers.lineage_security_crawler_logs_enabled,no_match,DLF/DataWorks Crawlers,⚠️ Needs Review
alicloud.DLF/DataWorks Crawlers.lineage_security_crawler_network_private_only,alicloud.DLF/DataWorks Crawlers.lineage_security_crawler_network_private_only,no_match,DLF/DataWorks Crawlers,⚠️ Needs Review
alicloud.DataWorks Job.lineage_security_job_role_least_privilege,alicloud.DataWorks Job.lineage_security_job_role_least_privilege,no_match,DataWorks Job,⚠️ Needs Review
alicloud.DataWorks Job.lineage_security_job_script_location_private_and_encrypted,alicloud.DataWorks Job.lineage_security_job_script_location_private_and_encrypted,no_match,DataWorks Job,⚠️ Needs Review
alicloud.DataWorks Job.lineage_security_job_network_private_only,alicloud.DataWorks Job.lineage_security_job_network_private_only,no_match,DataWorks Job,⚠️ Needs Review
alicloud.DataWorks Job.lineage_security_job_logs_and_metrics_enabled,alicloud.DataWorks Job.lineage_security_job_logs_and_metrics_enabled,no_match,DataWorks Job,⚠️ Needs Review
alicloud.DataWorks Workflow.lineage_security_workflow_kms_encryption_enabled,alicloud.DataWorks Workflow.lineage_security_workflow_kms_encryption_enabled,no_match,DataWorks Workflow,⚠️ Needs Review
alicloud.DataWorks Workflow.lineage_security_workflow_execution_role_least_privilege,alicloud.DataWorks Workflow.lineage_security_workflow_execution_role_least_privilege,no_match,DataWorks Workflow,⚠️ Needs Review
alicloud.DataWorks Workflow.lineage_security_workflow_cross_account_trusts_restricted,alicloud.DataWorks Workflow.lineage_security_workflow_cross_account_trusts_restricted,no_match,DataWorks Workflow,⚠️ Needs Review
alicloud.DataWorks Trigger.lineage_security_trigger_targets_least_privilege,alicloud.DataWorks Trigger.lineage_security_trigger_targets_least_privilege,no_match,DataWorks Trigger,⚠️ Needs Review
alicloud.DataWorks Trigger.lineage_security_trigger_event_sources_restricted,alicloud.DataWorks Trigger.lineage_security_trigger_event_sources_restricted,no_match,DataWorks Trigger,⚠️ Needs Review
alicloud.DataWorks Trigger.lineage_security_trigger_logs_enabled,alicloud.DataWorks Trigger.lineage_security_trigger_logs_enabled,no_match,DataWorks Trigger,⚠️ Needs Review
alicloud.DataWorks/MaxCompute Project.lineage_security_database_encrypted,alicloud.DataWorks/MaxCompute Project.lineage_security_database_encrypted,no_match,DataWorks/MaxCompute Project,⚠️ Needs Review
alicloud.DataWorks/MaxCompute Project.lineage_security_database_policy_least_privilege,alicloud.DataWorks/MaxCompute Project.lineage_security_database_policy_least_privilege,no_match,DataWorks/MaxCompute Project,⚠️ Needs Review
alicloud.DataWorks/MaxCompute Project.lineage_security_database_cross_account_sharing_restricted,alicloud.DataWorks/MaxCompute Project.lineage_security_database_cross_account_sharing_restricted,no_match,DataWorks/MaxCompute Project,⚠️ Needs Review
alicloud.MaxCompute/Hologres Table.lineage_security_table_encrypted,alicloud.MaxCompute/Hologres Table.lineage_security_table_encrypted,no_match,MaxCompute/Hologres Table,⚠️ Needs Review
alicloud.MaxCompute/Hologres Table.lineage_security_table_access_policies_least_privilege,alicloud.MaxCompute/Hologres Table.lineage_security_table_access_policies_least_privilege,no_match,MaxCompute/Hologres Table,⚠️ Needs Review
alicloud.MaxCompute/Hologres Table.lineage_security_table_public_sharing_disabled,alicloud.MaxCompute/Hologres Table.lineage_security_table_public_sharing_disabled,no_match,MaxCompute/Hologres Table,⚠️ Needs Review
alicloud.DataWorks Metadata.lineage_security_registry_metadata_encryption_enabled,alicloud.DataWorks Metadata.lineage_security_registry_metadata_encryption_enabled,no_match,DataWorks Metadata,⚠️ Needs Review
alicloud.DataWorks Metadata.lineage_security_registry_rbac_least_privilege,alicloud.DataWorks Metadata.lineage_security_registry_rbac_least_privilege,no_match,DataWorks Metadata,⚠️ Needs Review
alicloud.DataWorks Metadata.lineage_security_registry_cross_account_sharing_restricted,alicloud.DataWorks Metadata.lineage_security_registry_cross_account_sharing_restricted,no_match,DataWorks Metadata,⚠️ Needs Review
alicloud.MaxCompute/Hologres Schema.lineage_security_schema_encrypted,alicloud.MaxCompute/Hologres Schema.lineage_security_schema_encrypted,no_match,MaxCompute/Hologres Schema,⚠️ Needs Review
alicloud.MaxCompute/Hologres Schema.lineage_security_schema_rbac_least_privilege,alicloud.MaxCompute/Hologres Schema.lineage_security_schema_rbac_least_privilege,no_match,MaxCompute/Hologres Schema,⚠️ Needs Review
alicloud.MaxCompute/Hologres Schema.lineage_security_schema_version_immutability_enforced,alicloud.MaxCompute/Hologres Schema.lineage_security_schema_version_immutability_enforced,no_match,MaxCompute/Hologres Schema,⚠️ Needs Review
alicloud.DataWorks DQC Ruleset.lineage_security_ruleset_encrypted_at_rest,alicloud.DataWorks DQC Ruleset.lineage_security_ruleset_encrypted_at_rest,no_match,DataWorks DQC Ruleset,⚠️ Needs Review
alicloud.DataWorks DQC Ruleset.lineage_security_ruleset_rbac_least_privilege,alicloud.DataWorks DQC Ruleset.lineage_security_ruleset_rbac_least_privilege,no_match,DataWorks DQC Ruleset,⚠️ Needs Review
alicloud.DataWorks DQC Ruleset.lineage_security_ruleset_version_pinned,alicloud.DataWorks DQC Ruleset.lineage_security_ruleset_version_pinned,no_match,DataWorks DQC Ruleset,⚠️ Needs Review
alicloud.DataWorks DQC Rule.lineage_security_rule_source_trusted,alicloud.DataWorks DQC Rule.lineage_security_rule_source_trusted,no_match,DataWorks DQC Rule,⚠️ Needs Review
alicloud.DataWorks DQC Rule.lineage_security_rule_definition_version_pinned,alicloud.DataWorks DQC Rule.lineage_security_rule_definition_version_pinned,no_match,DataWorks DQC Rule,⚠️ Needs Review
alicloud.DataWorks DQC Rule.lineage_security_rule_rbac_least_privilege,alicloud.DataWorks DQC Rule.lineage_security_rule_rbac_least_privilege,no_match,DataWorks DQC Rule,⚠️ Needs Review
alicloud.DataWorks DQC.lineage_security_data_quality_role_least_privilege,alicloud.DataWorks DQC.lineage_security_data_quality_role_least_privilege,no_match,DataWorks DQC,⚠️ Needs Review
alicloud.DataWorks DQC.lineage_security_data_quality_output_location_private_and_encrypted,alicloud.DataWorks DQC.lineage_security_data_quality_output_location_private_and_encrypted,no_match,DataWorks DQC,⚠️ Needs Review
alicloud.DataWorks DQC.lineage_security_data_quality_logs_enabled,alicloud.DataWorks DQC.lineage_security_data_quality_logs_enabled,no_match,DataWorks DQC,⚠️ Needs Review
alicloud.MaxCompute Partition.lineage_security_partition_catalog_encrypted,alicloud.MaxCompute Partition.lineage_security_partition_catalog_encrypted,no_match,MaxCompute Partition,⚠️ Needs Review
alicloud.MaxCompute Partition.lineage_security_partition_access_policies_least_privilege,alicloud.MaxCompute Partition.lineage_security_partition_access_policies_least_privilege,no_match,MaxCompute Partition,⚠️ Needs Review
alicloud.DSC Classification.lineage_security_classifier_source_trusted,alicloud.DSC Classification.lineage_security_classifier_source_trusted,no_match,DSC Classification,⚠️ Needs Review
alicloud.DSC Classification.lineage_security_classifier_definition_version_pinned,alicloud.DSC Classification.lineage_security_classifier_definition_version_pinned,no_match,DSC Classification,⚠️ Needs Review
alicloud.DSC Classification.lineage_security_classifier_rbac_least_privilege,alicloud.DSC Classification.lineage_security_classifier_rbac_least_privilege,no_match,DSC Classification,⚠️ Needs Review
alicloud.PAI/DataWorks Transform.lineage_security_ml_transform_role_least_privilege,alicloud.PAI/DataWorks Transform.lineage_security_ml_transform_role_least_privilege,no_match,PAI/DataWorks Transform,⚠️ Needs Review
alicloud.PAI/DataWorks Transform.lineage_security_ml_transform_network_private_only,alicloud.PAI/DataWorks Transform.lineage_security_ml_transform_network_private_only,no_match,PAI/DataWorks Transform,⚠️ Needs Review
alicloud.PAI/DataWorks Transform.lineage_security_ml_transform_logs_enabled,alicloud.PAI/DataWorks Transform.lineage_security_ml_transform_logs_enabled,no_match,PAI/DataWorks Transform,⚠️ Needs Review
alicloud.DataWorks Pipeline/Workflow.data_pipeline_security_pipeline_kms_encryption_enabled,alicloud.DataWorks Pipeline/Workflow.data_pipeline_security_pipeline_kms_encryption_enabled,no_match,DataWorks Pipeline/Workflow,⚠️ Needs Review
alicloud.DataWorks Pipeline/Workflow.data_pipeline_security_pipeline_execution_roles_least_privilege,alicloud.DataWorks Pipeline/Workflow.data_pipeline_security_pipeline_execution_roles_least_privilege,no_match,DataWorks Pipeline/Workflow,⚠️ Needs Review
alicloud.DataWorks Pipeline/Workflow.data_pipeline_security_pipeline_private_networking_enforced,alicloud.DataWorks Pipeline/Workflow.data_pipeline_security_pipeline_private_networking_enforced,no_match,DataWorks Pipeline/Workflow,⚠️ Needs Review
alicloud.DataWorks Pipeline/Workflow.data_pipeline_security_pipeline_artifacts_private_and_encrypted,alicloud.DataWorks Pipeline/Workflow.data_pipeline_security_pipeline_artifacts_private_and_encrypted,no_match,DataWorks Pipeline/Workflow,⚠️ Needs Review
alicloud.DataWorks Pipeline/Workflow.data_pipeline_security_pipeline_logs_and_metrics_enabled,alicloud.DataWorks Pipeline/Workflow.data_pipeline_security_pipeline_logs_and_metrics_enabled,no_match,DataWorks Pipeline/Workflow,⚠️ Needs Review
alicloud.DataWorks Workflow Definition.data_pipeline_security_definition_storage_encrypted,alicloud.DataWorks Workflow Definition.data_pipeline_security_definition_storage_encrypted,no_match,DataWorks Workflow Definition,⚠️ Needs Review
alicloud.DataWorks Workflow Definition.data_pipeline_security_definition_storage_private,alicloud.DataWorks Workflow Definition.data_pipeline_security_definition_storage_private,no_match,DataWorks Workflow Definition,⚠️ Needs Review
alicloud.DataWorks Workflow Definition.data_pipeline_security_definition_version_immutability_enforced,alicloud.DataWorks Workflow Definition.data_pipeline_security_definition_version_immutability_enforced,no_match,DataWorks Workflow Definition,⚠️ Needs Review
alicloud.DataWorks Workflow Definition.data_pipeline_security_definition_signed_and_verified,alicloud.DataWorks Workflow Definition.data_pipeline_security_definition_signed_and_verified,no_match,DataWorks Workflow Definition,⚠️ Needs Review
alicloud.DataWorks Resource.data_pipeline_security_object_execution_role_least_privilege,alicloud.DataWorks Resource.data_pipeline_security_object_execution_role_least_privilege,no_match,DataWorks Resource,⚠️ Needs Review
alicloud.DataWorks Resource.data_pipeline_security_object_network_private_only,alicloud.DataWorks Resource.data_pipeline_security_object_network_private_only,no_match,DataWorks Resource,⚠️ Needs Review
alicloud.DataWorks Resource.data_pipeline_security_object_environment_no_plaintext_secrets,alicloud.DataWorks Resource.data_pipeline_security_object_environment_no_plaintext_secrets,no_match,DataWorks Resource,⚠️ Needs Review
alicloud.DataWorks Resource.data_pipeline_security_object_logging_enabled,alicloud.DataWorks Resource.data_pipeline_security_object_logging_enabled,no_match,DataWorks Resource,⚠️ Needs Review
alicloud.DataWorks Parameter.data_pipeline_security_parameter_type_set,alicloud.DataWorks Parameter.data_pipeline_security_parameter_type_set,no_match,DataWorks Parameter,⚠️ Needs Review
alicloud.DataWorks Parameter.data_pipeline_security_parameter_value_from_secrets_manager_when_sensitive,alicloud.DataWorks Parameter.data_pipeline_security_parameter_value_from_secrets_manager_when_sensitive,no_match,DataWorks Parameter,⚠️ Needs Review
alicloud.DataWorks Parameter.data_pipeline_security_parameter_default_not_sensitive,alicloud.DataWorks Parameter.data_pipeline_security_parameter_default_not_sensitive,no_match,DataWorks Parameter,⚠️ Needs Review
alicloud.DataWorks Parameter.data_pipeline_security_parameter_allowed_values_defined_where_applicable,alicloud.DataWorks Parameter.data_pipeline_security_parameter_allowed_values_defined_where_applicable,no_match,DataWorks Parameter,⚠️ Needs Review
alicloud.DataWorks Parameter.data_pipeline_security_parameter_pattern_defined_where_applicable,alicloud.DataWorks Parameter.data_pipeline_security_parameter_pattern_defined_where_applicable,no_match,DataWorks Parameter,⚠️ Needs Review
alicloud.DataWorks Parameter.data_pipeline_security_parameter_min_length_defined_where_applicable,alicloud.DataWorks Parameter.data_pipeline_security_parameter_min_length_defined_where_applicable,no_match,DataWorks Parameter,⚠️ Needs Review
alicloud.DataWorks Parameter.data_pipeline_security_parameter_max_length_defined_where_applicable,alicloud.DataWorks Parameter.data_pipeline_security_parameter_max_length_defined_where_applicable,no_match,DataWorks Parameter,⚠️ Needs Review
alicloud.DataWorks Parameter.data_pipeline_security_parameter_attributes_no_plaintext_secrets,alicloud.DataWorks Parameter.data_pipeline_security_parameter_attributes_no_plaintext_secrets,no_match,DataWorks Parameter,⚠️ Needs Review
alicloud.DataWorks Parameter Object.data_pipeline_security_parameter_binding_only_expected_params_bound,alicloud.DataWorks Parameter Object.data_pipeline_security_parameter_binding_only_expected_params_bound,no_match,DataWorks Parameter Object,⚠️ Needs Review
alicloud.DataWorks Parameter Object.data_pipeline_security_parameter_binding_sensitive_params_not_logged,alicloud.DataWorks Parameter Object.data_pipeline_security_parameter_binding_sensitive_params_not_logged,no_match,DataWorks Parameter Object,⚠️ Needs Review
alicloud.DataWorks Parameter Object.data_pipeline_security_parameter_binding_secret_refs_resolved_at_runtime,alicloud.DataWorks Parameter Object.data_pipeline_security_parameter_binding_secret_refs_resolved_at_runtime,no_match,DataWorks Parameter Object,⚠️ Needs Review
alicloud.DataWorks Param Attribute.data_pipeline_security_parameter_metadata_sensitive_keys_require_secret_type,alicloud.DataWorks Param Attribute.data_pipeline_security_parameter_metadata_sensitive_keys_require_secret_type,no_match,DataWorks Param Attribute,⚠️ Needs Review
alicloud.DataWorks Param Attribute.data_pipeline_security_parameter_metadata_disallowed_attribute_keys_blocked,alicloud.DataWorks Param Attribute.data_pipeline_security_parameter_metadata_disallowed_attribute_keys_blocked,no_match,DataWorks Param Attribute,⚠️ Needs Review
alicloud.DataWorks Param Attribute.data_pipeline_security_parameter_metadata_values_not_plaintext_secret,alicloud.DataWorks Param Attribute.data_pipeline_security_parameter_metadata_values_not_plaintext_secret,no_match,DataWorks Param Attribute,⚠️ Needs Review
alicloud.DataWorks Param Constraints.data_pipeline_security_parameter_constraint_allowlist_defined_when_applicable,alicloud.DataWorks Param Constraints.data_pipeline_security_parameter_constraint_allowlist_defined_when_applicable,no_match,DataWorks Param Constraints,⚠️ Needs Review
alicloud.DataWorks Param Constraints.data_pipeline_security_parameter_constraint_pattern_defined_when_applicable,alicloud.DataWorks Param Constraints.data_pipeline_security_parameter_constraint_pattern_defined_when_applicable,no_match,DataWorks Param Constraints,⚠️ Needs Review
alicloud.DataWorks Param Constraints.data_pipeline_security_parameter_constraint_min_length_defined_when_applicable,alicloud.DataWorks Param Constraints.data_pipeline_security_parameter_constraint_min_length_defined_when_applicable,no_match,DataWorks Param Constraints,⚠️ Needs Review
alicloud.DataWorks Param Constraints.data_pipeline_security_parameter_constraint_max_length_defined_when_applicable,alicloud.DataWorks Param Constraints.data_pipeline_security_parameter_constraint_max_length_defined_when_applicable,no_match,DataWorks Param Constraints,⚠️ Needs Review
alicloud.PAI-EAS Endpoint (VPC + auth).data_privacy_ai_security_endpoint_authn_required,alicloud.PAI-EAS Endpoint (VPC + auth).data_privacy_ai_security_endpoint_authn_required,no_match,PAI-EAS Endpoint (VPC + auth),⚠️ Needs Review
alicloud.PAI-EAS Endpoint (VPC + auth).data_privacy_ai_security_endpoint_authz_policies_enforced,alicloud.PAI-EAS Endpoint (VPC + auth).data_privacy_ai_security_endpoint_authz_policies_enforced,no_match,PAI-EAS Endpoint (VPC + auth),⚠️ Needs Review
alicloud.PAI-EAS Endpoint (VPC + auth).data_privacy_ai_security_endpoint_private_networking_enforced,alicloud.PAI-EAS Endpoint (VPC + auth).data_privacy_ai_security_endpoint_private_networking_enforced,no_match,PAI-EAS Endpoint (VPC + auth),⚠️ Needs Review
alicloud.PAI-EAS Endpoint (VPC + auth).data_privacy_ai_security_endpoint_kms_encryption_enabled,alicloud.PAI-EAS Endpoint (VPC + auth).data_privacy_ai_security_endpoint_kms_encryption_enabled,no_match,PAI-EAS Endpoint (VPC + auth),⚠️ Needs Review
alicloud.PAI-EAS Endpoint (VPC + auth).data_privacy_ai_security_endpoint_logging_enabled,alicloud.PAI-EAS Endpoint (VPC + auth).data_privacy_ai_security_endpoint_logging_enabled,no_match,PAI-EAS Endpoint (VPC + auth),⚠️ Needs Review
alicloud.PAI-EAS Endpoint Config.data_privacy_ai_security_endpoint_config_capture_store_encrypted_and_private,alicloud.PAI-EAS Endpoint Config.data_privacy_ai_security_endpoint_config_capture_store_encrypted_and_private,no_match,PAI-EAS Endpoint Config,⚠️ Needs Review
alicloud.PAI-EAS Endpoint Config.data_privacy_ai_security_endpoint_config_content_type_whitelist_enforced,alicloud.PAI-EAS Endpoint Config.data_privacy_ai_security_endpoint_config_content_type_whitelist_enforced,no_match,PAI-EAS Endpoint Config,⚠️ Needs Review
alicloud.PAI-EAS Endpoint Config.data_privacy_ai_security_endpoint_config_kms_keys_restricted,alicloud.PAI-EAS Endpoint Config.data_privacy_ai_security_endpoint_config_kms_keys_restricted,no_match,PAI-EAS Endpoint Config,⚠️ Needs Review
alicloud.PAI - Model.data_privacy_ai_security_model_registry_rbac_least_privilege,alicloud.PAI - Model.data_privacy_ai_security_model_registry_rbac_least_privilege,no_match,PAI - Model,⚠️ Needs Review
alicloud.PAI - Model.data_privacy_ai_security_model_registry_artifact_encryption_enabled,alicloud.PAI - Model.data_privacy_ai_security_model_registry_artifact_encryption_enabled,no_match,PAI - Model,⚠️ Needs Review
alicloud.PAI - Model.data_privacy_ai_security_model_registry_cross_account_sharing_restricted,alicloud.PAI - Model.data_privacy_ai_security_model_registry_cross_account_sharing_restricted,no_match,PAI - Model,⚠️ Needs Review
