unique_compliance_id,framework,framework_version,control_id,section,title,description,automation_type,severity,source_file,aws_checks,aws_ciem_checks,azure_checks,azure_ciem_checks,gcp_checks,gcp_ciem_checks,oracle_checks,oracle_ciem_checks,ibm_checks,ibm_ciem_checks,alicloud_checks,alicloud_ciem_checks,k8s_checks,k8s_ciem_checks,has_any_mapped_rule,automated_without_rule
cis_gcp_6.3.3,CIS_GCP,4.0.0,6.3.3,6 Section,Ensure 'user Connections' Database Flag for Cloud SQL  SQL Server Instance Is Set to a Non-limiting Value,It is recommended to check the user connections for a Cloud SQL SQL Server instance to ensure that it is not artificially limiting connections.,automated,MEDIUM,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.sql.instance.user_connections_flag_non_limiting_configured,,,,,,,,,,yes,no
cis_gcp_6.3.4,CIS_GCP,4.0.0,6.3.4,6 Section,Ensure 'user options' Database Flag for Cloud SQL SQL  Server Instance Is Not Configured,"The user options option specifies global defaults for all users. A list of default query processing options is established for the duration of a user's work session. The user options option allows you to change the default values of the SET options (if the server's default settings are not appropriate). A user can override these defaults by using the SET statement. You can configure user options dynamically for new logins. After you change the setting of user options, new login sessions use the ",automated,MEDIUM,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.sql.instance.user_options_flag_not_configured,,,,,,,,,,yes,no
cis_gcp_6.3.5,CIS_GCP,4.0.0,6.3.5,6 Section,Ensure 'remote access' Database Flag for Cloud SQL SQL  Server Instance Is Set to 'off',It is recommended to set remote access database flag for Cloud SQL SQL Server instance to off.,automated,CRITICAL,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.sql.instance.instance_public_access_disabled+gcp.sql.database_instance.db_public_access_disabled,,,,,,,,,,yes,no
cis_gcp_6.3.6,CIS_GCP,4.0.0,6.3.6,6 Section,Ensure '3625 (trace flag)' Database Flag for all Cloud SQL  SQL Server Instances Is Set to 'on',It is recommended to set 3625 (trace flag) database flag for Cloud SQL SQL Server instance to on.,automated,MEDIUM,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.sql.sqlserver.trace_flag_3625_enabled,,,,,,,,,,yes,no
cis_gcp_6.3.7,CIS_GCP,4.0.0,6.3.7,6 Section,Ensure 'contained database authentication' Database Flag  for Cloud SQL SQL Server Instance Is Set to 'off',A contained database includes all database settings and metadata required to define the database and has no configuration dependencies on the instance of the Database Engine where the database is installed. Users can connect to the database without authenticating a login at the Database Engine level. Isolating the database from the Database Engine makes it possible to easily move the database to another instance of SQL Server. Contained databases have some unique threats that should be understoo,automated,MEDIUM,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.sql.config.parameter_group_insecure_features_disabled_where_applicable,,,,,,,,,,yes,no
cis_gcp_6.4,CIS_GCP,4.0.0,6.4,6 Section,Ensure That the Cloud SQL Database Instance Requires All  Incoming Connections To Use SSL,It is recommended to enforce all incoming connections to SQL database instance to use SSL.,automated,HIGH,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.sql.instance.instance_require_tls_in_transit,,,,,,,,,,yes,no
cis_gcp_6.5,CIS_GCP,4.0.0,6.5,6 Section,Ensure That Cloud SQL Database Instances Do Not Implicitly  Whitelist All Public IP Addresses,Database Server should accept connections only from trusted Network(s)/IP(s) and restrict access from public IP addresses.,automated,HIGH,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.sql.audit.instance_public_ip_enabled,,,,,,,,,,yes,no
cis_gcp_6.6,CIS_GCP,4.0.0,6.6,6 Section,Ensure That Cloud SQL Database Instances Do Not Have  Public IPs,It is recommended to configure Second Generation Sql instance to use private IPs instead of public IPs.,automated,HIGH,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.sql.audit.instance_public_ip_enabled,,,,,,,,,,yes,no
cis_gcp_6.7,CIS_GCP,4.0.0,6.7,6 Section,Ensure That Cloud SQL Database Instances Are Configured  With Automated Backups,It is recommended to have all SQL database instances set to enable automated backups.,automated,MEDIUM,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.sql.audit.backup_disabled,,,,,,,,,,yes,no
cis_gcp_7.1,CIS_GCP,4.0.0,7.1,7 Section,Ensure That BigQuery Datasets Are Not Anonymously or  Publicly Accessible,It is recommended that the IAM policy on BigQuery datasets does not allow anonymous and/or public access.,automated,MEDIUM,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.bigquery.dataset.dataset_public_sharing_disabled,,,,,,,,,,yes,no
cis_gcp_7.2,CIS_GCP,4.0.0,7.2,7 Section,Ensure That All BigQuery Tables Are Encrypted With  Customer-Managed Encryption Key (CMEK),"BigQuery by default encrypts the data as rest by employing Envelope Encryption using Google managed cryptographic keys. The data is encrypted using the data encryption keys and data encryption keys themselves are further encrypted using key encryption keys. This is seamless and do not require any additional input from the user. However, if you want to have greater control, Customer-managed encryption keys (CMEK) can be used as encryption key management solution for BigQuery Data Sets. If CMEK is",automated,HIGH,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.bigquery.dataset.cluster_encryption_at_rest_cmek,,,,,,,,,,yes,no
cis_gcp_7.3,CIS_GCP,4.0.0,7.3,7 Section,Ensure That a Default Customer-Managed Encryption Key  (CMEK) Is Specified for All BigQuery Data Sets,"BigQuery by default encrypts the data as rest by employing Envelope Encryption using Google managed cryptographic keys. The data is encrypted using the data encryption keys and data encryption keys themselves are further encrypted using key encryption keys. This is seamless and do not require any additional input from the user. However, if you want to have greater control, Customer-managed encryption keys (CMEK) can be used as encryption key management solution for BigQuery Data Sets.",automated,MEDIUM,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.bigquery.dataset.dataset_encrypted_at_rest_cmek,,,,,,,,,,yes,no
cis_gcp_7.4,CIS_GCP,4.0.0,7.4,7 Section,Ensure all data in BigQuery has been classified,"BigQuery tables can contain sensitive data that for security purposes should be discovered, monitored, classified, and protected. Google Cloud's Sensitive Data Protection tools can automatically provide data classification of all BigQuery data across an organization.",automated,MEDIUM,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.dlp.inspect_template.classification_auto_classification_enabled_where_supported,,,,,,,,,,yes,no
cis_gcp_8.1,CIS_GCP,4.0.0,8.1,8 Section,Ensure that Dataproc Cluster is encrypted using Customer- Managed Encryption Key,"When you use Dataproc, cluster and job data is stored on Persistent Disks (PDs) associated with the Compute Engine VMs in your cluster and in a Cloud Storage staging bucket. This PD and bucket data is encrypted using a Google-generated data encryption key (DEK) and key encryption key (KEK). The CMEK feature allows you to create, use, and revoke the key encryption key (KEK). Google still controls the data encryption key (DEK).",automated,HIGH,cis_compliance_agent/gcp_agent/gcp_controls_FINAL_20251031_201244.csv,,,,,gcp.dataproc.cluster.cluster_encryption_at_rest_cmek,,,,,,,,,,yes,no
cis_ibm_1.1,CIS_IBM,,1.1,1 Section,Restrict GPU and USB pass through to approved devices,The ability to pass through devices provides the capability to offload tasks from the CPU to the device itself.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.1,CIS_IBM,,1.1.1,1 Section,Ensure that the API server pod specification file permissions are set to 600 or more restrictive,Ensure that the API server pod specification file has permissions of 600 or more restrictive.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.10,CIS_IBM,,1.1.10,1 Section,Ensure that the Container Network Interface file ownership is set to root:root,Ensure that the Container Network Interface files have ownership set to root:root .,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.cni.file_ownership_check,,,,,,yes,no
cis_ibm_1.1.11,CIS_IBM,,1.1.11,1 Section,Ensure that the etcd data directory permissions are set to 700 or more restrictive,Ensure that the etcd data directory has permissions of 700 or more restrictive.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.etcd.permissions_check,,,,,,yes,no
cis_ibm_1.1.12,CIS_IBM,,1.1.12,1 Section,Ensure that the etcd data directory ownership is set to etcd:etcd,Ensure that the etcd data directory ownership is set to etcd:etcd .,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.13,CIS_IBM,,1.1.13,1 Section,Ensure that the kubeconfig file permissions are set to 600 or more restrictive,Ensure that the kubeconfig file has permissions of 600 or more restrictive.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.14,CIS_IBM,,1.1.14,1 Section,Ensure that the kubeconfig file ownership is set to root:root,Ensure that the kubeconfig file ownership is set to root:root .,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.15,CIS_IBM,,1.1.15,1 Section,Ensure that the Scheduler kubeconfig file permissions are set to 600 or more restrictive,Ensure that the Scheduler kubeconfig file has permissions of 600 or more restrictive.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.16,CIS_IBM,,1.1.16,1 Section,Ensure that the Scheduler kubeconfig file ownership is set to root:root,Ensure that the kubeconfig file ownership is set to root:root .,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.17,CIS_IBM,,1.1.17,1 Section,Ensure that the Controller Manager kubeconfig file permissions are set to 600 or more restrictive,Ensure that the kubeconfig file mounted into the Controller Manager has permissions of 600 or more restrictive.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.18,CIS_IBM,,1.1.18,1 Section,Ensure that the Controller Manager kubeconfig file ownership is set to root:root,Ensure that the kubeconfig file ownership is set to root:root .,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.19,CIS_IBM,,1.1.19,1 Section,Ensure that the OpenShift PKI directory and file ownership is set to root:root,Ensure that the OpenShift PKI directory and file ownership is set to root:root .,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.2,CIS_IBM,,1.1.2,1 Section,Ensure that the API server pod specification file ownership is set to root:root,Ensure that the API server pod specification file ownership is set to root:root .,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.20,CIS_IBM,,1.1.20,1 Section,Ensure that the OpenShift PKI certificate file permissions are set to 600 or more restrictive,Ensure that OpenShift PKI certificate files have permissions of 644 or more restrictive.,automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.pki.certificate_permissions_check,,,,,,yes,no
cis_ibm_1.1.21,CIS_IBM,,1.1.21,1 Section,Ensure that the OpenShift PKI key file permissions are set to 600,Ensure that the OpenShift PKI key files have permissions of 600 .,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.pki.keyfile_permissions_check,,,,,,yes,no
cis_ibm_1.1.3,CIS_IBM,,1.1.3,1 Section,Ensure that the controller manager pod specification file permissions are set to 600 or more restrictive,Ensure that the controller manager pod specification file has permissions of 600 or more restrictive.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.4,CIS_IBM,,1.1.4,1 Section,Ensure that the controller manager pod specification file ownership is set to root:root,Ensure that the controller manager pod specification file ownership is set to root:root .,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.5,CIS_IBM,,1.1.5,1 Section,Ensure that the scheduler pod specification file permissions are set to 600 or more restrictive,Ensure that the scheduler pod specification file has permissions of 600 or more restrictive.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.6,CIS_IBM,,1.1.6,1 Section,Ensure that the scheduler pod specification file ownership is set to root:root,Ensure that the scheduler pod specification file ownership is set to root:root .,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.scheduler.file_ownership_check,,,,,,yes,no
cis_ibm_1.1.7,CIS_IBM,,1.1.7,1 Section,Ensure that the etcd pod specification file permissions are set to 600 or more restrictive,Ensure that the /etc/kubernetes/manifests/etcd.yaml file has permissions of 600 or more restrictive.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.8,CIS_IBM,,1.1.8,1 Section,Ensure that the etcd pod specification file ownership is set to root:root,Ensure that the /etc/kubernetes/manifests/etcd.yaml file ownership is set to root:root .,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.1.9,CIS_IBM,,1.1.9,1 Section,Ensure that the Container Network Interface file permissions are set to 600 or more restrictive,Ensure that the Container Network Interface files have permissions of 600 or more restrictive.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.vpc.subnet.not_using_default_network_acl,,,,k8s.node.cni.file_permissions_restricted,,yes,no
cis_ibm_1.10,CIS_IBM,,1.10,1 Section,Restrict namespace administrator access to migration tools,"Namespace administrators have the capability to perform live migrations, which can potentially impact other users of the system. Live migration is a process where virtual machines can be moved from one physical host to another without any downtime, making it a valuable tool for managing clusters and ensuring high availability. However, since live migration involves moving data between hosts, it can have an impact on other users who may have applications running on the same hosts. As such, it is ",manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.11,CIS_IBM,,1.11,1 Section,Restrict exec access to the pods,"allows for arbitrary execution by users. This commands in a pod exec The ability to includes administrative functions which normally require elevation of privileges by an - administrator, and could lead to unauthorized use of both security and non approved administrative functions. security related",automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.iks.k8s_audit.pod_exec,,,,,,yes,no
cis_ibm_1.12,CIS_IBM,,1.12,1 Section,Restrict VNC access to cluster workloads,"Access to each workload’s virtual screen is provided via VNC. Permission to use VNC is granted via a role, which means users with role assigned can access the VNC console of all workloads in a namespace.",automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.vnc.access_restriction_check,,,,,,yes,no
cis_ibm_1.13,CIS_IBM,,1.13,1 Section,Restrict access to create and modify the Virtual Machine Cluster Instance and Preference Types,"An instance type is a reusable object used to create VMs with sane defaults based on the desired type of VM. Since the object is used to create instances of VMs in the entire cluster, its creation and update needs to be carefully and securely managed.",automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.14,CIS_IBM,,1.14,1 Section,Restrict update access to the CDI CR,The contains sensitive configuration data for the object is not namespaced and CDI Containerized Data Importer.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.cdi.access_check,,,,,,yes,no
cis_ibm_1.16,CIS_IBM,1.1.0,1.16,1 Section,Ensure IAM does not allow public access to Cloud Object  Storage,IBM Cloud features the capability for users with specific access roles to create access policies that allow all users (authenticated and non-authenticated) to access resources in the account. This “all users” access in turn ends up in public (including non- authenticated) access to resources. Determine if this capability is required by your organization and disable if not required.,automated,CRITICAL,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.object_storage.bucket.no_public_access+ibm.cos.activity.bucket_created_public,,,,,,yes,no
cis_ibm_1.17,CIS_IBM,1.1.0,1.17,1 Section,Ensure Inactive User Accounts are Suspend,"Revoke access privileges for users in an IBM Cloud account that are inactive, typically defined as user accounts with no logins in a given time frame.",automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.iam.user.inactive_disable_configured,,,,,,yes,no
cis_ibm_1.19,CIS_IBM,1.1.0,1.19,1 Section,Ensure Identity Federation is set up with a Corporate IDP,Allow users to log in to IBM Cloud by using their corporate Identity Provider (IdP) to authenticate.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.iam.identity.federation_status_configured,,,,,,yes,no
cis_ibm_1.2,CIS_IBM,1.1.0,1.2,1 Section,Ensure API keys unused for 180 days are detected and  optionally disabled,Monitor API key usage in your account and search for API keys that are unused or used infrequently.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.iam.api.key_unused_detection_configured,,,,,,yes,no
cis_ibm_1.2.1,CIS_IBM,,1.2.1,1 Section,Ensure that anonymous requests are authorized,"When anonymous requests to the API server are allowed, they must be authorized.",automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.anonymous.access_check,,,,,,yes,no
cis_ibm_1.2.10,CIS_IBM,,1.2.10,1 Section,Ensure that the admission control plugin AlwaysAdmit is not set,Do not allow all requests.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.admission.control_check,,,,,,yes,no
cis_ibm_1.2.11,CIS_IBM,,1.2.11,1 Section,Ensure that the admission control plugin AlwaysPullImages is not set,Always pull images.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.12,CIS_IBM,,1.2.12,1 Section,Ensure that the admission control plugin ServiceAccount is set,Automate service accounts management.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.admission.control_serviceaccount_enabled,,,,,,yes,no
cis_ibm_1.2.13,CIS_IBM,,1.2.13,1 Section,Ensure that the admission control plugin NamespaceLifecycle is set,Reject creating objects in a namespace that is undergoing termination.,automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.iks.k8s_audit.namespace_change,,,,,,yes,no
cis_ibm_1.2.14,CIS_IBM,,1.2.14,1 Section,Ensure that the admission control plugin SecurityContextConstraint is set,Reject creating pods that do not match Pod Security Policies.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.admission.securitycontextconstraint_check,,,,,,yes,no
cis_ibm_1.2.15,CIS_IBM,,1.2.15,1 Section,Ensure that the admission control plugin NodeRestriction is set,Limit the Node and Pod objects that a kubelet could modify.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.admission.plugin_noderestriction_check,,,,,,yes,no
cis_ibm_1.2.16,CIS_IBM,,1.2.16,1 Section,Ensure that the --insecure-bind-address argument is not set,Do not bind the insecure API service.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.17,CIS_IBM,,1.2.17,1 Section,Ensure that the --insecure-port argument is set to 0,Do not bind to insecure port.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.18,CIS_IBM,,1.2.18,1 Section,Ensure that the --secure-port argument is not set to 0,Do not disable the secure port.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.19,CIS_IBM,,1.2.19,1 Section,Ensure that the healthz endpoint is protected by RBAC,"Disable profiling, if not needed.",manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.2,CIS_IBM,,1.2.2,1 Section,Ensure that the --basic-auth-file argument is not set,Do not use basic authentication.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.apiserver.basic_auth_file_absence_check,,,,,,yes,no
cis_ibm_1.2.20,CIS_IBM,,1.2.20,1 Section,Ensure that the --audit-log-path argument is set,Enable auditing on the Kubernetes API Server and set the desired audit log path.,automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.audit.log_path_check,,,,,,yes,no
cis_ibm_1.2.21,CIS_IBM,,1.2.21,1 Section,Ensure that the audit logs are forwarded off the cluster for retention,Retain the logs for at least 30 days or as appropriate.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.object_storage.bucket.retention_policy_configured,,,,,,yes,no
cis_ibm_1.2.22,CIS_IBM,,1.2.22,1 Section,Ensure that the maximumRetainedFiles argument is set to 10 or as appropriate,Retain 10 or an appropriate number of old log files.,automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.audit.log_max_backup_retention,,,,,,yes,no
cis_ibm_1.2.23,CIS_IBM,,1.2.23,1 Section,Ensure that the maximumFileSizeMegabytes argument is set to 100,"Audit logs are rotated upon reaching a maximum size, which is 100 MB by default.",automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.audit.log_max_file_size_configured,,,,,,yes,no
cis_ibm_1.2.24,CIS_IBM,,1.2.24,1 Section,Ensure that the --request-timeout argument is set,The API server minimum request timeout defines the minimum number of seconds a handler must keep a request open before timing it out.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.25,CIS_IBM,,1.2.25,1 Section,Ensure that the --service-account-lookup argument is set to true,Validate service account before validating token.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.ocp.api.service_account_lookup_check,,,,,,yes,no
cis_ibm_1.2.26,CIS_IBM,,1.2.26,1 Section,Ensure that the --service-account-key-file argument is set as appropriate,Explicitly set a service account public key file for service accounts on the apiserver.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.27,CIS_IBM,,1.2.27,1 Section,Ensure that the --etcd-certfile and --etcd-keyfile arguments are set as appropriate,etcd should be configured to make use of TLS encryption for client connections.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.28,CIS_IBM,,1.2.28,1 Section,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,Setup TLS connection on the API server.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.29,CIS_IBM,,1.2.29,1 Section,Ensure that the --client-ca-file argument is set as appropriate,Setup TLS connection on the API server.,automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.apiserver.client_ca_tls_check,,,,,,yes,no
cis_ibm_1.2.3,CIS_IBM,,1.2.3,1 Section,Ensure that the --token-auth-file parameter is not set,Do not use token based authentication.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.kube.apiserver_token_auth_file_absence_check,,,,,,yes,no
cis_ibm_1.2.30,CIS_IBM,,1.2.30,1 Section,Ensure that the --etcd-cafile argument is set as appropriate,etcd should be configured to make use of TLS encryption for client connections.,automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.etcd.tls_encryption_check,,,,,,yes,no
cis_ibm_1.2.31,CIS_IBM,,1.2.31,1 Section,Ensure that encryption providers are appropriately configured,"Where etcd encryption is used, appropriate providers should be configured.",manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.32,CIS_IBM,,1.2.32,1 Section,Ensure that the API Server only makes use of Strong Cryptographic Ciphers,Ensure that the API server is configured to only use strong cryptographic ciphers.,automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.databases.deployment.tls_12_minimum,,,,,,yes,no
cis_ibm_1.2.33,CIS_IBM,,1.2.33,1 Section,Ensure unsupported configuration overrides are not used,OpenShift supported an option called unsupportedConfigOverrides that allowed users to opt into unsupported behavior. This option is no longer supported by OpenShift and should not be used.,automated,MEDIUM,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.iks.activity.cluster_config_update,,,,,,yes,no
cis_ibm_1.2.34,CIS_IBM,1.3.0,1.2.34,1 Section,Ensure that encryption providers are appropriately configured,"Where etcd encryption is used, appropriate providers should be configured.",automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.etcd.encryption_status_check,,,,,,yes,no
cis_ibm_1.2.35,CIS_IBM,1.3.0,1.2.35,1 Section,Ensure that the API Server only makes use of Strong Cryptographic Ciphers,Ensure that the API server is configured to only use strong cryptographic ciphers.,automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.api.server_tls_security_profile_check,,,,,,yes,no
cis_ibm_1.2.4,CIS_IBM,,1.2.4,1 Section,Use https for kubelet connections,Use https for kubelet connections.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
cis_ibm_1.2.5,CIS_IBM,,1.2.5,1 Section,Ensure that the kubelet uses certificates to authenticate,Enable certificate based kubelet authentication.,automated,HIGH,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,ibm.openshift.kubelet.certificate_authentication_check,,,,,,yes,no
cis_ibm_1.2.6,CIS_IBM,,1.2.6,1 Section,Verify that the kubelet certificate authority is set as appropriate,Verify kubelet's certificate before establishing connection.,manual,LOW,cis_compliance_agent/ibm_agent/ibm_controls_FINAL_20251031_215936.csv,,,,,,,,,,,,,,,no,no
