rule_id,service,resource_type,rule_tokens,for_each,rank,candidate_field,item_var_path,field_type,score,suggested_op,suggested_value,new_for_each,confidence,fix_method
gcp.compute.global_address.endpoint_policy_least_privilege,compute,global_address,endpoint policy least privilege,gcp.compute.globalAddresses.list,1,items[].ipv6EndpointType,item.ipv6EndpointType,string,1.4,exists,null,gcp.compute.globalAddresses.list,LOW,token_match
gcp.compute.global_address.endpoint_policy_least_privilege,compute,global_address,endpoint policy least privilege,gcp.compute.globalAddresses.list,2,warning,item.warning,object,0.25,exists,null,gcp.compute.globalAddresses.list,LOW,token_match
gcp.compute.global_address.endpoint_private_dns_enabled_where_supported,compute,global_address,endpoint private dns enabled supported,gcp.compute.globalAddresses.list,1,items[].ipv6EndpointType,item.ipv6EndpointType,string,1.4,exists,null,gcp.compute.globalAddresses.list,LOW,token_match
gcp.compute.global_address.endpoint_private_dns_enabled_where_supported,compute,global_address,endpoint private dns enabled supported,gcp.compute.globalAddresses.list,2,warning,item.warning,object,0.25,exists,null,gcp.compute.globalAddresses.list,LOW,token_match
gcp.compute.health_check.dns_https_or_tls_used,compute,health_check,dns https tls used,gcp.compute.networks.list,1,warning,item.warning,object,0.25,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.health_check.health_check_alerts_configured,compute,health_check,health alerts configured,gcp.compute.healthChecks.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.healthChecks.aggregatedList,LOW,token_match
gcp.compute.health_check.health_check_alerts_configured,compute,health_check,health alerts configured,gcp.compute.healthChecks.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.healthChecks.aggregatedList,LOW,token_match
gcp.compute.health_check.health_check_https_or_tls_used,compute,health_check,health https tls used,gcp.compute.healthChecks.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.healthChecks.aggregatedList,LOW,token_match
gcp.compute.health_check.health_check_https_or_tls_used,compute,health_check,health https tls used,gcp.compute.healthChecks.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.healthChecks.aggregatedList,LOW,token_match
gcp.compute.health_check.health_check_no_plaintext_credentials_in_url,compute,health_check,health plaintext credentials url,gcp.compute.healthChecks.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.healthChecks.aggregatedList,LOW,token_match
gcp.compute.health_check.health_check_no_plaintext_credentials_in_url,compute,health_check,health plaintext credentials url,gcp.compute.healthChecks.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.healthChecks.aggregatedList,LOW,token_match
gcp.compute.image.not_publicly_shared,compute,image,publicly shared,gcp.compute.networks.list,1,warning,item.warning,object,0.25,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.instance.default_service_account_full_access_configured,compute,instance,default service account full access configured,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.default_service_account_full_access_configured,compute,instance,default service account full access configured,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.default_service_account_not_used,compute,instance,default service account used,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.default_service_account_not_used,compute,instance,default service account used,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.dr_testing_execution_roles_least_privilege,compute,instance,dr testing execution roles least privilege,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.dr_testing_execution_roles_least_privilege,compute,instance,dr testing execution roles least privilege,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.flow_logs_enabled,compute,instance,flow logs enabled,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.flow_logs_enabled,compute,instance,flow logs enabled,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.instance_older_than_specific_days,compute,instance,instance older than specific days,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.instance_older_than_specific_days,compute,instance,instance older than specific days,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.older_than_specific_days,compute,instance,older than specific days,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.older_than_specific_days,compute,instance,older than specific days,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.resilience_dr_roles_least_privilege,compute,instance,resilience dr roles least privilege,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.resilience_dr_roles_least_privilege,compute,instance,resilience dr roles least privilege,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.service_account_non_default_configured,compute,instance,service account non default configured,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance.service_account_non_default_configured,compute,instance,service account non default configured,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_instance_profile_least_privilege,compute,instance_group,instance group instance profile least privilege,gcp.compute.instanceGroups.aggregatedList,1,items[].instance,item.instance,string,5.9,exists,null,gcp.compute.instanceGroups.aggregatedList,MEDIUM,token_match
gcp.compute.instance_group.instance_group_instance_profile_least_privilege,compute,instance_group,instance group instance profile least privilege,gcp.compute.instanceGroups.aggregatedList,2,items,item,object,0.25,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_instance_profile_least_privilege,compute,instance_group,instance group instance profile least privilege,gcp.compute.instanceGroups.aggregatedList,3,network,item.network,string,0.25,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_no_public_ip_assigned,compute,instance_group,instance group public ip assigned,gcp.compute.instanceGroups.aggregatedList,1,items[].instance,item.instance,string,2.9,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_no_public_ip_assigned,compute,instance_group,instance group public ip assigned,gcp.compute.instanceGroups.aggregatedList,2,items,item,object,0.25,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_no_public_ip_assigned,compute,instance_group,instance group public ip assigned,gcp.compute.instanceGroups.aggregatedList,3,network,item.network,string,0.25,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_uses_approved_launch_template,compute,instance_group,instance group uses approved launch template,gcp.compute.instanceGroups.aggregatedList,1,items[].instance,item.instance,string,2.9,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_uses_approved_launch_template,compute,instance_group,instance group uses approved launch template,gcp.compute.instanceGroups.aggregatedList,2,items,item,object,0.25,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_uses_approved_launch_template,compute,instance_group,instance group uses approved launch template,gcp.compute.instanceGroups.aggregatedList,3,network,item.network,string,0.25,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_volumes_encrypted,compute,instance_group,instance group volumes encrypted,gcp.compute.instanceGroups.aggregatedList,1,items[].instance,item.instance,string,2.9,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_volumes_encrypted,compute,instance_group,instance group volumes encrypted,gcp.compute.instanceGroups.aggregatedList,2,items,item,object,0.25,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.instance_group_volumes_encrypted,compute,instance_group,instance group volumes encrypted,gcp.compute.instanceGroups.aggregatedList,3,network,item.network,string,0.25,exists,null,gcp.compute.instanceGroups.aggregatedList,LOW,token_match
gcp.compute.instance_group.no_public_ip_assigned,compute,instance_group,public ip assigned,gcp.compute.networks.list,1,items[].IPv4Range,item.IPv4Range,string,1.4,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.instance_group.no_public_ip_assigned,compute,instance_group,public ip assigned,gcp.compute.networks.list,2,items[].enableUlaInternalIpv6,item.enableUlaInternalIpv6,string,1.4,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.instance_group.no_public_ip_assigned,compute,instance_group,public ip assigned,gcp.compute.networks.list,3,items[].gatewayIPv4,item.gatewayIPv4,string,1.4,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.instance_template.launch_template_no_public_ip_default,compute,instance_template,launch template public ip default,gcp.compute.networks.list,1,items[].IPv4Range,item.IPv4Range,string,1.4,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.instance_template.launch_template_no_public_ip_default,compute,instance_template,launch template public ip default,gcp.compute.networks.list,2,items[].enableUlaInternalIpv6,item.enableUlaInternalIpv6,string,1.4,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.instance_template.launch_template_no_public_ip_default,compute,instance_template,launch template public ip default,gcp.compute.networks.list,3,items[].gatewayIPv4,item.gatewayIPv4,string,1.4,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.isolation.isolation_automated_isolation_supported,compute,isolation,isolation automated isolation supported,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.isolation.isolation_automated_isolation_supported,compute,isolation,isolation automated isolation supported,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.isolation.isolation_quarantine_network_defined,compute,isolation,isolation quarantine network defined,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.isolation.isolation_quarantine_network_defined,compute,isolation,isolation quarantine network defined,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.job.dr_job_logs_enabled,compute,job,dr job logs enabled,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.job.dr_job_logs_enabled,compute,job,dr job logs enabled,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.job.dr_job_network_private_only,compute,job,dr job network private,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.job.dr_job_network_private_only,compute,job,dr job network private,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.job.dr_job_roles_least_privilege,compute,job,dr job roles least privilege,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.job.dr_job_roles_least_privilege,compute,job,dr job roles least privilege,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.micro_segmentation.microseg_endpoint_policies_applied,compute,micro_segmentation,microseg endpoint policies applied,gcp.compute.firewalls.list,1,allowed,item.allowed,array,0.25,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.micro_segmentation.microseg_endpoint_policies_applied,compute,micro_segmentation,microseg endpoint policies applied,gcp.compute.firewalls.list,2,denied,item.denied,array,0.25,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.micro_segmentation.microseg_endpoint_policies_applied,compute,micro_segmentation,microseg endpoint policies applied,gcp.compute.firewalls.list,3,destinationRanges,item.destinationRanges,array,0.25,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.micro_segmentation.microseg_identity_aware_policies_enabled,compute,micro_segmentation,microseg identity aware policies enabled,gcp.compute.firewalls.list,1,disabled,item.disabled,boolean,2.25,equals,true,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.micro_segmentation.microseg_identity_aware_policies_enabled,compute,micro_segmentation,microseg identity aware policies enabled,gcp.compute.firewalls.list,2,allowed,item.allowed,array,0.25,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.micro_segmentation.microseg_identity_aware_policies_enabled,compute,micro_segmentation,microseg identity aware policies enabled,gcp.compute.firewalls.list,3,denied,item.denied,array,0.25,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.monitoring.monitoring_alerts_for_anomalies_configured,compute,monitoring,monitoring alerts anomalies configured,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.monitoring.monitoring_alerts_for_anomalies_configured,compute,monitoring,monitoring alerts anomalies configured,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.monitoring.monitoring_flow_logs_enabled,compute,monitoring,monitoring flow logs enabled,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.monitoring.monitoring_flow_logs_enabled,compute,monitoring,monitoring flow logs enabled,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.network.acl_unused,compute,network,acl unused,gcp.compute.networks.list,1,warning,item.warning,object,0.25,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.network.check_default_absence,compute,network,default absence,gcp.compute.networks.list,1,warning,item.warning,object,0.25,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.network.default_in_use,compute,network,default use,gcp.compute.networks.list,1,warning,item.warning,object,0.25,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.network.default_network_deleted,compute,network,default network deleted,gcp.compute.networks.list,1,items[].autoCreateSubnetworks,item.autoCreateSubnetworks,string,6.4,exists,null,gcp.compute.networks.list,HIGH,token_match
gcp.compute.network.default_network_deleted,compute,network,default network deleted,gcp.compute.networks.list,2,items[].subnetworks,item.subnetworks,string,6.4,exists,null,gcp.compute.networks.list,HIGH,token_match
gcp.compute.network.default_network_deleted,compute,network,default network deleted,gcp.compute.networks.list,3,items[].networkFirewallPolicyEnforcementOrder,item.networkFirewallPolicyEnforcementOrder,string,5.4,exists,null,gcp.compute.networks.list,MEDIUM,token_match
gcp.compute.network.vpc_flow_logs_enabled,compute,network,vpc flow logs enabled,gcp.compute.networks.list,1,items[].enableUlaInternalIpv6,item.enableUlaInternalIpv6,string,0.9,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.network.vpc_flow_logs_enabled,compute,network,vpc flow logs enabled,gcp.compute.networks.list,2,warning,item.warning,object,0.25,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.network_interface.eni_security_groups_present,compute,network_interface,eni security groups present,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.network_interface.eni_security_groups_present,compute,network_interface,eni security groups present,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.network_interface.eni_security_groups_restrictive,compute,network_interface,eni security groups restrictive,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.network_interface.eni_security_groups_restrictive,compute,network_interface,eni security groups restrictive,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.plan.dr_plan_approvals_required_for_changes,compute,plan,dr plan approvals required changes,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.plan.dr_plan_approvals_required_for_changes,compute,plan,dr plan approvals required changes,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.plan.dr_plan_change_audit_logging_enabled,compute,plan,dr plan change audit logging enabled,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.plan.dr_plan_change_audit_logging_enabled,compute,plan,dr plan change audit logging enabled,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.plan.dr_plan_storage_encrypted_and_private,compute,plan,dr plan storage encrypted private,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.plan.dr_plan_storage_encrypted_and_private,compute,plan,dr plan storage encrypted private,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.preemptible_instance.spot_instance_instance_profile_least_privilege,compute,preemptible_instance,spot instance instance profile least privilege,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.preemptible_instance.spot_instance_instance_profile_least_privilege,compute,preemptible_instance,spot instance instance profile least privilege,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.preemptible_instance.spot_instance_no_public_ip_assigned,compute,preemptible_instance,spot instance public ip assigned,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.preemptible_instance.spot_instance_no_public_ip_assigned,compute,preemptible_instance,spot instance public ip assigned,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.preemptible_instance.spot_instance_uses_approved_launch_template,compute,preemptible_instance,spot instance uses approved launch template,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.preemptible_instance.spot_instance_uses_approved_launch_template,compute,preemptible_instance,spot instance uses approved launch template,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.recovery_instance.recovery_instance_private_network_only,compute,recovery_instance,recovery instance private network,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.recovery_instance.recovery_instance_private_network_only,compute,recovery_instance,recovery instance private network,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.recovery_instance.recovery_instance_security_groups_restrictive,compute,recovery_instance,recovery instance security groups restrictive,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.recovery_instance.recovery_instance_security_groups_restrictive,compute,recovery_instance,recovery instance security groups restrictive,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.recovery_instance.recovery_instance_volumes_encrypted,compute,recovery_instance,recovery instance volumes encrypted,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.recovery_instance.recovery_instance_volumes_encrypted,compute,recovery_instance,recovery instance volumes encrypted,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.reservation.reservation_approval_workflow_required,compute,reservation,reservation approval workflow required,gcp.compute.reservations.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.reservations.aggregatedList,LOW,token_match
gcp.compute.reservation.reservation_approval_workflow_required,compute,reservation,reservation approval workflow required,gcp.compute.reservations.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.reservations.aggregatedList,LOW,token_match
gcp.compute.reservation.reservation_billing_admins_mfa_required,compute,reservation,reservation billing admins mfa required,gcp.compute.reservations.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.reservations.aggregatedList,LOW,token_match
gcp.compute.reservation.reservation_billing_admins_mfa_required,compute,reservation,reservation billing admins mfa required,gcp.compute.reservations.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.reservations.aggregatedList,LOW,token_match
gcp.compute.reservation.reservation_purchase_permissions_restricted,compute,reservation,reservation purchase permissions restricted,gcp.compute.reservations.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.reservations.aggregatedList,LOW,token_match
gcp.compute.reservation.reservation_purchase_permissions_restricted,compute,reservation,reservation purchase permissions restricted,gcp.compute.reservations.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.reservations.aggregatedList,LOW,token_match
gcp.compute.route.route_table_no_0_0_0_0_from_private_subnets,compute,route,route table 0 0 0 0 from private subnets,gcp.compute.routes.list,1,items[].routeStatus,item.routeStatus,string,2.9,exists,null,gcp.compute.routes.list,LOW,token_match
gcp.compute.route.route_table_no_0_0_0_0_from_private_subnets,compute,route,route table 0 0 0 0 from private subnets,gcp.compute.routes.list,2,items[].routeType,item.routeType,string,2.9,exists,null,gcp.compute.routes.list,LOW,token_match
gcp.compute.route.route_table_no_0_0_0_0_from_private_subnets,compute,route,route table 0 0 0 0 from private subnets,gcp.compute.routes.list,3,asPaths,item.asPaths,array,0.25,exists,null,gcp.compute.routes.list,LOW,token_match
gcp.compute.route.route_table_vpc_endpoints_used_for_saas_where_supported,compute,route,route table vpc endpoints used saas supported,gcp.compute.routes.list,1,items[].routeStatus,item.routeStatus,string,2.9,exists,null,gcp.compute.routes.list,LOW,token_match
gcp.compute.route.route_table_vpc_endpoints_used_for_saas_where_supported,compute,route,route table vpc endpoints used saas supported,gcp.compute.routes.list,2,items[].routeType,item.routeType,string,2.9,exists,null,gcp.compute.routes.list,LOW,token_match
gcp.compute.route.route_table_vpc_endpoints_used_for_saas_where_supported,compute,route,route table vpc endpoints used saas supported,gcp.compute.routes.list,3,asPaths,item.asPaths,array,0.25,exists,null,gcp.compute.routes.list,LOW,token_match
gcp.compute.segmentation.segmentation_default_deny_between_tiers,compute,segmentation,segmentation default deny tiers,gcp.compute.firewalls.list,1,items[].network,item.network,string,2.4,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.segmentation.segmentation_default_deny_between_tiers,compute,segmentation,segmentation default deny tiers,gcp.compute.firewalls.list,2,allowed,item.allowed,array,0.25,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.segmentation.segmentation_default_deny_between_tiers,compute,segmentation,segmentation default deny tiers,gcp.compute.firewalls.list,3,denied,item.denied,array,0.25,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.segmentation.segmentation_exception_approvals_required,compute,segmentation,segmentation exception approvals required,gcp.compute.firewalls.list,1,items[].network,item.network,string,4.9,exists,null,gcp.compute.firewalls.list,MEDIUM,token_match
gcp.compute.segmentation.segmentation_exception_approvals_required,compute,segmentation,segmentation exception approvals required,gcp.compute.firewalls.list,2,disabled,item.disabled,boolean,2.25,equals,true,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.segmentation.segmentation_exception_approvals_required,compute,segmentation,segmentation exception approvals required,gcp.compute.firewalls.list,3,allowed,item.allowed,array,0.25,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.segmentation.segmentation_tier_to_tier_policies_defined,compute,segmentation,segmentation tier tier policies defined,gcp.compute.firewalls.list,1,items[].network,item.network,string,2.4,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.segmentation.segmentation_tier_to_tier_policies_defined,compute,segmentation,segmentation tier tier policies defined,gcp.compute.firewalls.list,2,allowed,item.allowed,array,0.25,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.segmentation.segmentation_tier_to_tier_policies_defined,compute,segmentation,segmentation tier tier policies defined,gcp.compute.firewalls.list,3,denied,item.denied,array,0.25,exists,null,gcp.compute.firewalls.list,LOW,token_match
gcp.compute.source_server.dr_source_agent_to_service_tls_required,compute,source_server,dr source agent service tls required,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.source_server.dr_source_agent_to_service_tls_required,compute,source_server,dr source agent service tls required,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.source_server.dr_source_encryption_at_rest_cmek_where_supported,compute,source_server,dr source encryption rest cmek supported,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.source_server.dr_source_encryption_at_rest_cmek_where_supported,compute,source_server,dr source encryption rest cmek supported,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.source_server.dr_source_min_telemtry_required_no_pii,compute,source_server,dr source min telemtry required pii,gcp.compute.instances.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.source_server.dr_source_min_telemtry_required_no_pii,compute,source_server,dr source min telemtry required pii,gcp.compute.instances.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.instances.aggregatedList,LOW,token_match
gcp.compute.ssh_key.key_pair_disable_unused_keys,compute,ssh_key,key pair disable unused keys,gcp.compute.projects.get,1,cloudArmorTier,item.cloudArmorTier,string,0.25,exists,null,gcp.compute.projects.get,LOW,token_match
gcp.compute.ssh_key.key_pair_disable_unused_keys,compute,ssh_key,key pair disable unused keys,gcp.compute.projects.get,2,commonInstanceMetadata,item.commonInstanceMetadata,string,0.25,exists,null,gcp.compute.projects.get,LOW,token_match
gcp.compute.ssh_key.key_pair_disable_unused_keys,compute,ssh_key,key pair disable unused keys,gcp.compute.projects.get,3,defaultNetworkTier,item.defaultNetworkTier,string,0.25,exists,null,gcp.compute.projects.get,LOW,token_match
gcp.compute.ssh_key.key_pair_max_age_days,compute,ssh_key,key pair max age days,gcp.compute.projects.get,1,usageExportLocation,item.usageExportLocation,string,1.75,exists,null,gcp.compute.projects.get,LOW,token_match
gcp.compute.ssh_key.key_pair_max_age_days,compute,ssh_key,key pair max age days,gcp.compute.projects.get,2,cloudArmorTier,item.cloudArmorTier,string,0.25,exists,null,gcp.compute.projects.get,LOW,token_match
gcp.compute.ssh_key.key_pair_max_age_days,compute,ssh_key,key pair max age days,gcp.compute.projects.get,3,commonInstanceMetadata,item.commonInstanceMetadata,string,0.25,exists,null,gcp.compute.projects.get,LOW,token_match
gcp.compute.traffic_analysis.traffic_analysis_alert_destinations_configured,compute,traffic_analysis,traffic analysis alert destinations configured,gcp.compute.networks.list,1,items[].routingConfig,item.routingConfig,string,0.9,exists,null,gcp.compute.networks.list,LOW,token_match
