csp,service,rule_id
azure,defender_for_cloud,azure.defender_for_cloud.assessment.scope_includes_all_asset_groups_configured
azure,defender_for_cloud,azure.defender_for_cloud.recommendation.alert_destinations_configured
azure,defender_for_cloud,azure.defender_for_cloud.recommendation.archival_export_encrypted
azure,defender_for_cloud,azure.defender_for_cloud.recommendation.suppression_rules_documented_and_scoped_configured
azure,defender_for_cloud,azure.defender_for_cloud.resource.defender_for_cloud_is_enabled
azure,defender_for_cloud,azure.defender_for_cloud.coverage.container_registry_scanning_enabled
azure,defender_for_cloud,azure.defender_for_cloud.finding.critical_finding_not_open
azure,defender_for_cloud,azure.defender_for_cloud.organization.scanning_enabled_across_all_subscriptions
azure,desktop_virtualization,azure.desktop_virtualization.hostpools.azure_virtual_desktop_hostpools_should_disable_public_network_access
azure,desktop_virtualization,azure.desktop_virtualization.hostpools.azure_virtual_desktop_hostpools_should_disable_public_network_access_only_on_ses
azure,desktop_virtualization,azure.desktop_virtualization.hostpools.configure_azure_virtual_desktop_hostpools_to_disable_public_network_access
azure,desktop_virtualization,azure.desktop_virtualization.hostpools.configure_azure_virtual_desktop_hostpools_to_disable_public_network_access_only_
azure,desktop_virtualization,azure.desktop_virtualization.workspaces.azure_virtual_desktop_workspaces_should_disable_public_network_access
azure,desktop_virtualization,azure.desktop_virtualization.workspaces.configure_azure_virtual_desktop_workspaces_to_disable_public_network_access
azure,devcenter,azure.devcenter.pools.preview_microsoft_dev_box_pools_should_not_use_microsoft_hosted_networks
azure,dns,azure.dns.zone.zone_dnssec_enabled_where_supported
azure,dns,azure.dns.zone.zone_zone_transfer_restricted_or_tsig_required
azure,dns,azure.dns.zone.zone_query_logging_enabled
azure,dns,azure.dns.zone.zone_cross_account_sharing_restricted
azure,dns,azure.dns.record_set.record_set_no_rfc1918_in_public_zones
azure,dns,azure.dns.record_set.record_set_caa_records_present_for_root_and_wildcard
azure,dns,azure.dns.record_set.record_set_no_overly_broad_wildcard_records_in_sensitive_zones
azure,entra_id_governance,azure.entra_id_governance.conditional_access_policy.mfa_required_all_users
azure,entra_id_governance,azure.entra_id_governance.conditional_access_policy.inactive_90_days_disabled
azure,entra_id_governance,azure.entra_id_governance.conditional_access_policy.session_duration_reasonable_configured
azure,entra_id_governance,azure.entra_id_governance.conditional_access_policy.no_inline_policies_configured
azure,entra_id_governance,azure.entra_id_governance.conditional_access_policy.attached_policies_not_admin_star_configured
azure,entra_id_governance,azure.entra_id_governance.conditional_access_policy.console_password_present_only_if_required
azure,entra_id_governance,azure.entra_id_governance.conditional_access_policy.external_sharing_restricted_if_supported
azure,entra_id_governance,azure.entra_id_governance.conditional_access_policy.membership_review_enabled_if_supported
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.pim_enabled_for_privileged_roles
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.just_in_time_access_configured
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.max_activation_duration_configured
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.scopes_or_roles_least_privilege
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.no_inline_policies_configured
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.trust_external_id_or_audience_required
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.trust_principals_allowlist_only_configured
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.workload_identity_federation_used_if_supported
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.session_duration_max_1_hour
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.no_user_managed_long_lived_keys_configured
azure,entra_id_governance,azure.entra_id_governance.privileged_identity_management.keys_not_used_or_rotated_90_days_or_less_configured
azure,entra_id_governance,azure.entra_id_governance.access_review.membership_review_enabled
azure,entra_id_governance,azure.entra_id_governance.access_review.external_sharing_restricted
azure,entra_id_governance,azure.entra_id_governance.access_review.all_subscriptions_enrolled_in_governance
azure,entra_id_governance,azure.entra_id_governance.access_review.access_keys_rotated_90_days_or_less
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.mfa_required
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.console_password_present_only_if_required
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.store_encrypted
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.workflow_storage_encrypted
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.execution_roles_least_privilege
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.rbac_least_privilege
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.no_inline_policies_configured
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.inactive_90_days_disabled
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.attached_policies_not_admin_star_configured
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.membership_review_enabled_if_supported
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.admin_group_limited
azure,entra_id_governance,azure.entra_id_governance.b2c_tenant.mfa_enrolled
azure,entra_permissions_management,azure.entra_permissions_management.resource.permissions_management_enabled
azure,entra_permissions_management,azure.entra_permissions_management.resource.permissions_management_enabled_without_findings
azure,entra_permissions_management,azure.entra_permissions_management.resource.unused_permissions_remediated
azure,entra_permissions_management,azure.entra_permissions_management.resource.over_privileged_identities_detected
azure,event_grid,azure.event_grid.domains.azure_event_grid_domains_should_have_local_authentication_methods_disabled
azure,event_grid,azure.event_grid.domains.configure_azure_event_grid_domains_to_disable_local_authentication
azure,event_grid,azure.event_grid.domains.azure_event_grid_domains_should_disable_public_network_access
azure,event_grid,azure.event_grid.domains.modify_configure_azure_event_grid_domains_to_disable_public_network_access
azure,event_grid,azure.event_grid.namespaces.azure_event_grid_namespace_mqtt_broker_should_use_private_link
azure,event_grid,azure.event_grid.namespaces.configure_azure_event_grid_namespace_mqtt_broker_with_private_endpoints
azure,event_grid,azure.event_grid.namespaces.azure_event_grid_namespaces_should_disable_public_network_access
azure,event_grid,azure.event_grid.partner_namespaces.azure_event_grid_partner_namespaces_should_have_local_authentication_methods_dis
azure,event_grid,azure.event_grid.partner_namespaces.configure_azure_event_grid_partner_namespaces_to_disable_local_authentication
azure,event_grid,azure.event_grid.topics.azure_event_grid_topics_should_have_local_authentication_methods_disabled
azure,event_grid,azure.event_grid.topics.configure_azure_event_grid_topics_to_disable_local_authentication
azure,event_grid,azure.event_grid.topics.azure_event_grid_topics_should_use_private_link
azure,event_grid,azure.event_grid.topics.deploy_configure_azure_event_grid_topics_with_private_endpoints
azure,event_grid,azure.event_grid.topics.azure_event_grid_topics_should_disable_public_network_access
azure,event_grid,azure.event_grid.topics.modify_configure_azure_event_grid_topics_to_disable_public_network_access
azure,event_grid,azure.event_grid.event_subscription.event_subscription_destination_encrypted
azure,event_grid,azure.event_grid.event_subscription.event_subscription_destination_least_privilege
azure,event_grid,azure.event_grid.event_subscription.event_subscription_cross_account_sharing_restricted
azure,event_grid,azure.event_grid.event_subscription.event_subscription_destination_encrypted
azure,event_grid,azure.event_grid.event_subscription.event_subscription_destination_least_privilege
azure,event_grid,azure.event_grid.event_subscription.event_subscription_cross_account_sharing_restricted
azure,event_hub,azure.event_hub.authorization_rules.all_authorization_rules_except_rootmanagesharedaccesskey_should_be_removed_from_
azure,event_hub,azure.event_hub.network_rule_sets.event_hub_namespaces_should_disable_public_network_access
azure,event_hub,azure.event_hub.namespaces.event_hub_namespaces_should_use_a_customermanaged_key_for_encryption
azure,event_hub,azure.event_hub.namespaces.azure_event_hub_namespaces_should_have_local_authentication_methods_disabled
azure,event_hub,azure.event_hub.namespaces.configure_azure_event_hub_namespaces_to_disable_local_authentication
azure,event_hub,azure.event_hub.namespaces.event_hub_namespaces_should_have_double_encryption_enabled
azure,event_hubs,azure.event_hubs.eventhub.stream_encryption_at_rest_enabled
azure,event_hubs,azure.event_hubs.eventhub.stream_consumer_auth_required
azure,event_hubs,azure.event_hubs.eventhub.stream_private_network_only_where_supported
azure,eventhub,azure.event.grid_subscription.data_analytics_subscription_destination_least_privilege
azure,eventhub,azure.event.grid_subscription.data_warehouse_subscription_destination_least_privilege
azure,eventhub,azure.event.event_hub.private_network_only_where_supported
azure,eventhub,azure.event.event_hub.encryption_at_rest_enabled
azure,eventhub,azure.event.event_hub.consumer_auth_required
azure,eventhub,azure.event.event_hub_consumer.streaming_consumer_auth_required
azure,eventhub,azure.event.grid_subscription.data_warehouse_subscription_destination_encrypted
azure,eventhub,azure.event.grid_subscription.data_analytics_subscription_destination_encrypted
azure,eventhub,azure.event.grid_subscription.data_warehouse_subscription_cross_account_sharing_restricted
azure,eventhub,azure.event.grid_subscription.data_analytics_subscription_cross_account_sharing_restricted
azure,eventhub,azure.event.hubs_eventhub.data_protection_storage_stream_private_network_only_where_supported
azure,eventhub,azure.event.hubs_eventhub.data_protection_storage_stream_encryption_at_rest_enabled
azure,eventhub,azure.event.event_hub_consumer.streaming_consumer_access_least_privilege
azure,eventhub,azure.event.hubs_eventhub.data_protection_storage_stream_consumer_auth_required
azure,eventhub,azure.notification.hub.topic_subscription_configured
azure,front_door,azure.front_door.waf_policy.waf_block_actions_not_count_only
azure,front_door,azure.front_door.waf_policy.waf_ip_rate_limit_rules_configured_where_supported
azure,front_door,azure.front_door.waf_policy.waf_logging_enabled
azure,front_door,azure.front_door.waf_policy.waf_managed_rule_sets_enabled
azure,front_door,azure.front_door.waf_policy.waf_web_acl_attached_to_cdn
azure,general,azure.general.role_definitions.audit_usage_of_custom_rbac_roles
azure,general,azure.general.resource_groups.allowed_locations_for_resource_groups
azure,guest_configuration,azure.guest_configuration.virtual_machines.local_authentication_methods_should_be_disabled_on_windows_servers
azure,guest_configuration,azure.guest_configuration.virtual_machines.preview_configure_windows_server_to_disable_local_users
azure,guest_configuration,azure.guest_configuration.virtual_machines.local_authentication_methods_should_be_disabled_on_linux_machines
azure,guest_configuration,azure.guest_configuration.virtual_machines.configure_linux_server_to_disable_local_users
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_windows_machines_should_use_the_default_ntp_server
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_configure_windows_defender_to_update_protection_signatur
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_enable_windows_defender_realtime_protection
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_windows_machines_should_schedule_windows_defender_to_perform_a_schedu
azure,guest_configuration,azure.guest_configuration.virtual_machines.preview_linux_machines_should_meet_stig_compliance_requirement_for_azure_compute
azure,guest_configuration,azure.guest_configuration.virtual_machines.preview_windows_machines_should_meet_stig_compliance_requirements_for_azure_comp
azure,guest_configuration,azure.guest_configuration.virtual_machines.add_systemassigned_managed_identity_to_enable_guest_configuration_assignments_on
azure,guest_configuration,azure.guest_configuration.virtual_machines.add_systemassigned_managed_identity_to_enable_guest_configuration_assignments_on
azure,guest_configuration,azure.guest_configuration.virtual_machines.preview_add_userassigned_managed_identity_to_enable_guest_configuration_assignme
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_administrative_templates_control_p
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_administrative_
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_administr
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_administrative_templates_mss_legac
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_administrative_templates_network
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_administrative_
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_administr
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_administrative_templates_system
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_administrative_
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_administr
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_windows_machines_that_have_the_specified_members_in_the_administrators_gro
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_if_the_administrators_group_conta
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_if_the_administrators_group
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_windows_machines_missing_any_of_specified_members_in_the_administrators_gr
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_if_the_administrators_group_doesn
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_if_the_administrators_group
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_windows_machines_that_have_extra_accounts_in_the_administrators_group
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_if_the_administrators_group_doesn
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_if_the_administrators_group
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_administrative_
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_administr
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_audit_linux_virtual_machines_on_which_the_linux_guest_configuration_e
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_audit_windows_virtual_machines_on_which_the_windows_guest_configurati
azure,guest_configuration,azure.guest_configuration.machines.preview_audit_windows_machines_that_do_not_have_windows_recovery_environment_win
azure,guest_configuration,azure.guest_configuration.virtual_machines.preview_linux_machines_should_meet_requirements_for_the_azure_security_baseline_
azure,guest_configuration,azure.guest_configuration.virtual_machines.linux_machines_should_meet_requirements_for_the_azure_compute_security_baseline
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_of_the_azure_compute_security_baseline
azure,guest_configuration,azure.guest_configuration.virtual_machines.preview_official_cis_security_benchmarks_for_linux_workloads
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_windows_machines_that_contain_certificates_expiring_within_the_specified_n
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_that_contain_certificates_expirin
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_that_contain_certificates_e
azure,guest_configuration,azure.guest_configuration.machines.preview_configure_windows_recovery_environment_winre_on_windows_machines
azure,guest_configuration,azure.guest_configuration.virtual_machines.deploy_the_linux_guest_configuration_extension_to_enable_guest_configuration_ass
azure,guest_configuration,azure.guest_configuration.virtual_machines.deploy_the_windows_guest_configuration_extension_to_enable_guest_configuration_a
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_that_do_not_have_the_specified_ap
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_that_do_not_have_the_specif
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_linux_machines_that_dont_have_the_specified_applications_installed
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_windows_machines_that_dont_have_the_specified_applications_installed
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_linux_vms_that_do_not_have_the_specified_appl
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_linux_vms_that_do_not_have_the_specifie
azure,guest_configuration,azure.guest_configuration.machines.deprecated_linux_machines_should_have_log_analytics_agent_installed_on_azure_arc
azure,guest_configuration,azure.guest_configuration.virtual_machines.authentication_to_linux_machines_should_require_ssh_keys
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_linux_machines_that_allow_remote_connections_from_accounts_without_passwor
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_linux_vms_that_allow_remote_connections_from_
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_linux_vms_that_allow_remote_connections
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_linux_machines_that_do_not_have_the_passwd_file_permissions_set_to_0644
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_linux_vms_that_do_not_have_the_passwd_file_pe
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_linux_vms_that_do_not_have_the_passwd_f
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_linux_machines_that_have_accounts_without_passwords
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_linux_vms_that_have_accounts_without_password
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_linux_vms_that_have_accounts_without_pa
azure,guest_configuration,azure.guest_configuration.virtual_machines.linux_virtual_machines_should_enable_azure_disk_encryption_or_encryptionathost
azure,guest_configuration,azure.guest_configuration.virtual_machines.linux_machines_should_only_have_local_accounts_that_are_allowed
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_only_have_local_accounts_that_are_allowed
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_windows_machines_that_have_not_restarted_within_the_specified_number_of_da
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_that_have_not_restarted_within_th
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_that_have_not_restarted_wit
azure,guest_configuration,azure.guest_configuration.machines.preview_nexus_compute_machines_should_meet_security_baseline
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_that_have_the_specified_applicati
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_that_have_the_specified_app
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_linux_machines_that_have_the_specified_applications_installed
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_windows_machines_that_have_the_specified_applications_installed
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_linux_vms_that_have_the_specified_application
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_linux_vms_that_have_the_specified_appli
azure,guest_configuration,azure.guest_configuration.virtual_machines.preview_linux_machines_with_omi_installed_should_have_version_1681_or_later
azure,guest_configuration,azure.guest_configuration.machines.preview_extended_security_updates_should_be_installed_on_windows_server_2012_arc
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_enable_guest_configuration_policy_on_linux_vm
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_enable_guest_configuration_policy_on_windows_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_be_configured_to_use_secure_communication_protocols
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_accounts
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_audit
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_devices
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_interactive_logon
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_microsoft_network
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_microsoft_network
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_network_access
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_network_security
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_recovery_console
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_shutdown
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_system_objects
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_system_settings
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_options_user_account_cont
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_option
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_security_settings_account_policies
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_security_settin
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_security_
azure,guest_configuration,azure.guest_configuration.virtual_machines.configure_secure_communication_protocolstls_11_or_tls_12_on_windows_machines
azure,guest_configuration,azure.guest_configuration.virtual_machines.configure_time_zone_on_windows_machines
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_system_audit_policies_account_logo
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_system_audit_po
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_system_au
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_system_audit_policies_account_mana
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_system_audit_po
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_system_au
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_system_audit_policies_detailed_tra
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_system_audit_po
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_system_au
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_system_audit_policies_logonlogoff
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_system_audit_po
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_system_au
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_system_audit_policies_object_acces
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_system_audit_po
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_system_au
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_system_audit_policies_policy_chang
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_system_audit_po
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_system_au
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_system_audit_policies_privilege_us
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_system_audit_po
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_system_au
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_system_audit_policies_system
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_system_audit_po
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_system_au
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_user_rights_assignment
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_configurations_in_user_rights_ass
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_configurations_in_user_righ
azure,guest_configuration,azure.guest_configuration.virtual_machines.audit_windows_machines_that_do_not_contain_the_specified_certificates_in_trusted
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_show_audit_results_from_windows_vms_that_do_not_contain_the_specified
azure,guest_configuration,azure.guest_configuration.virtual_machines.deprecated_deploy_prerequisites_to_audit_windows_vms_that_do_not_contain_the_spe
azure,guest_configuration,azure.guest_configuration.virtual_machines.windows_machines_should_meet_requirements_for_windows_components
