rule_name,assertion_category
rds-db-security-group-not-allowed,network_security_groups
rds-enhanced-monitoring-enabled,monitoring_alerting
rds-event-subscription-tagged,monitoring_alerting
rds-global-cluster-aurora-mysql-supported-version,configuration_compliance
rds-in-backup-plan,backup_recovery
rds-instance-default-admin-check,default_admin_check
rds-instance-deletion-protection-enabled,deletion_protection
rds-instance-iam-authentication-enabled,iam_auth_identity
rds-instance-public-access-check,public_access_disabled
rds-instance-subnet-igw-check,private_networking
rds-last-backup-recovery-point-created,backup_recovery
rds-logging-enabled,logging_enabled
rds-mariadb-instance-encrypted-in-transit,encryption_in_transit
rds-meets-restore-time-target,backup_recovery
rds-multi-az-support,multi_az_resilience
rds-mysql-cluster-copy-tags-to-snapshot-check,backup_recovery
rds-mysql-instance-encrypted-in-transit,encryption_in_transit
rds-option-group-tagged,tagging
rds-pgsql-cluster-copy-tags-to-snapshot-check,backup_recovery
rds-postgres-instance-encrypted-in-transit,encryption_in_transit
rds-postgresql-logs-to-cloudwatch,logging_enabled
rds-proxy-tls-encryption,encryption_in_transit
rds-resources-protected-by-backup-plan,backup_recovery
rds-snapshot-encrypted,encryption_at_rest
rds-snapshots-public-prohibited,public_access_disabled
rds-sql-server-logs-to-cloudwatch,logging_enabled
rds-sqlserver-encrypted-in-transit,encryption_in_transit
rds-storage-encrypted,encryption_at_rest
redshift-audit-logging-enabled,logging_enabled
redshift-backup-enabled,backup_recovery
redshift-cluster-configuration-check,configuration_compliance
redshift-cluster-kms-enabled,encryption_at_rest
redshift-cluster-maintenancesettings-check,patching_updates
redshift-cluster-multi-az-enabled,multi_az_resilience
redshift-cluster-parameter-group-tagged,tagging
redshift-cluster-public-access-check,public_access_disabled
redshift-cluster-subnet-group-multi-az,multi_az_resilience
redshift-default-admin-check,default_admin_check
redshift-default-db-name-check,default_admin_check
redshift-enhanced-vpc-routing-enabled,private_networking
redshift-require-tls-ssl,encryption_in_transit
redshift-serverless-default-admin-check,default_admin_check
redshift-serverless-default-db-name-check,default_admin_check
redshift-serverless-namespace-cmk-encryption,encryption_at_rest
redshift-serverless-publish-logs-to-cloudwatch,logging_enabled
redshift-serverless-workgroup-encrypted-in-transit,encryption_in_transit
redshift-serverless-workgroup-no-public-access,public_access_disabled
redshift-serverless-workgroup-routes-within-vpc,private_networking
redshift-unrestricted-port-access,network_security_groups
required-tags,tagging
resiliencehub-app-tagged,tagging
resiliencehub-resiliencypolicy-tagged,tagging
restricted-common-ports,network_security_groups
restricted-ssh,network_security_groups
root-account-hardware-mfa-enabled,mfa_authentication
root-account-mfa-enabled,mfa_authentication
route53-health-check-tagged,tagging
route53-hosted-zone-tagged,tagging
route53-query-logging-enabled,logging_enabled
route53-recovery-control-cluster-tagged,tagging
route53-recovery-readiness-cell-tagged,tagging
route53-recovery-readiness-readiness-check-tagged,tagging
route53-recovery-readiness-recovery-group-tagged,tagging
route53-recovery-readiness-resource-set-tagged,tagging
route53-resolver-firewall-domain-list-tagged,firewall_network
route53-resolver-firewall-rule-group-association-tagged,firewall_network
route53-resolver-firewall-rule-group-tagged,firewall_network
route53-resolver-resolver-endpoint-tagged,tagging
route53-resolver-resolver-rule-tagged,tagging
rum-app-monitor-cloudwatch-logs-enabled,logging_enabled
rum-app-monitor-tagged,tagging
s3-access-point-in-vpc-only,private_networking
s3-access-point-public-access-blocks,public_access_disabled
s3-account-level-public-access-blocks,public_access_disabled
s3-account-level-public-access-blocks-periodic,public_access_disabled
s3-bucket-acl-prohibited,least_privilege_rbac
s3-bucket-blacklisted-actions-prohibited,least_privilege_rbac
s3-bucket-cross-region-replication-enabled,multi_az_resilience
s3-bucket-default-lock-enabled,deletion_protection
s3-bucket-level-public-access-prohibited,public_access_disabled
s3-bucket-logging-enabled,logging_enabled
s3-bucket-mfa-delete-enabled,deletion_protection
s3-bucket-policy-grantee-check,least_privilege_rbac
s3-bucket-policy-not-more-permissive,least_privilege_rbac
s3-bucket-public-read-prohibited,public_access_disabled
s3-bucket-public-write-prohibited,public_access_disabled
s3-bucket-replication-enabled,multi_az_resilience
s3-bucket-server-side-encryption-enabled,encryption_at_rest
s3-bucket-ssl-requests-only,encryption_in_transit
s3-bucket-tagged,tagging
s3-bucket-versioning-enabled,versioning_lifecycle
s3-default-encryption-kms,encryption_at_rest
s3-directory-bucket-lifecycle-policy-rule-check,versioning_lifecycle
s3-event-notifications-enabled,monitoring_alerting
s3-last-backup-recovery-point-created,backup_recovery
s3-lifecycle-policy-check,versioning_lifecycle
s3-meets-restore-time-target,backup_recovery
s3-resources-in-logically-air-gapped-vault,backup_recovery
s3-resources-protected-by-backup-plan,backup_recovery
s3-version-lifecycle-policy-check,versioning_lifecycle
s3express-dir-bucket-lifecycle-rules-check,versioning_lifecycle
sagemaker-app-image-config-tagged,tagging
sagemaker-data-quality-job-encrypt-in-transit,encryption_in_transit
sagemaker-data-quality-job-isolation,private_networking
sagemaker-domain-in-vpc,private_networking
sagemaker-domain-tagged,tagging
sagemaker-endpoint-config-prod-instance-count,configuration_compliance
sagemaker-endpoint-configuration-kms-key-configured,encryption_at_rest
sagemaker-feature-group-tagged,tagging
sagemaker-featuregroup-description,configuration_compliance
sagemaker-featuregroup-encryption-at-rest,encryption_at_rest
sagemaker-image-description,configuration_compliance
sagemaker-image-tagged,tagging
sagemaker-inferenceexperiment-tagged,tagging
sagemaker-model-bias-job-encrypt-in-transit,encryption_in_transit
sagemaker-model-bias-job-isolation,private_networking
sagemaker-model-explainability-job-encrypt-in-transit,encryption_in_transit
sagemaker-model-in-vpc,private_networking
sagemaker-model-isolation-enabled,private_networking
sagemaker-model-private-registry-required,container_hardening
sagemaker-model-quality-job-encrypt-in-transit,encryption_in_transit
sagemaker-monitoring-schedule-isolation,private_networking
sagemaker-notebook-instance-inside-vpc,private_networking
sagemaker-notebook-instance-kms-key-configured,encryption_at_rest
sagemaker-notebook-instance-platform-version,configuration_compliance
sagemaker-notebook-instance-root-access-check,least_privilege_rbac
sagemaker-notebook-no-direct-internet-access,private_networking
secretsmanager-rotation-enabled-check,key_rotation_mgmt
secretsmanager-scheduled-rotation-success-check,key_rotation_mgmt
secretsmanager-secret-periodic-rotation,secrets_management
secretsmanager-secret-unused,secrets_management
secretsmanager-using-cmk,encryption_at_rest
security-account-information-provided,configuration_compliance
securityhub-enabled,threat_detection
service-catalog-portfolio-tagged,configuration_compliance
service-catalog-shared-within-organization,configuration_compliance
service-vpc-endpoint-enabled,private_networking
ses-malware-scanning-enabled,threat_detection
ses-sending-tls-required,encryption_in_transit
shield-advanced-enabled-autorenew,waf_firewall
shield-drt-access,waf_firewall
signer-signingprofile-tagged,tagging
sns-encrypted-kms,encryption_at_rest
sns-topic-message-delivery-notification-enabled,monitoring_alerting
sns-topic-no-public-access,public_access_disabled
sqs-queue-dlq-check,configuration_compliance
sqs-queue-no-public-access,public_access_disabled
sqs-queue-policy-full-access-check,least_privilege_rbac
ssm-automation-block-public-sharing,public_access_disabled
ssm-automation-logging-enabled,logging_enabled
ssm-document-not-public,public_access_disabled
ssm-document-tagged,tagging
step-functions-state-machine-logging-enabled,logging_enabled
stepfunctions-state-machine-tagged,tagging
storagegateway-last-backup-recovery-point-created,backup_recovery
storagegateway-resources-in-logically-air-gapped-vault,backup_recovery
storagegateway-resources-protected-by-backup-plan,backup_recovery
subnet-auto-assign-public-ip-disabled,public_access_disabled
transfer-agreement-description,configuration_compliance
transfer-agreement-tagged,tagging
transfer-certificate-description,configuration_compliance
transfer-certificate-tagged,tagging
transfer-connector-as2-encryption-algorithm-check,encryption_in_transit
transfer-connector-as2-mdn-signing-algorithm-check,encryption_in_transit
transfer-connector-as2-signing-algorithm-check,encryption_in_transit
transfer-connector-logging-enabled,logging_enabled
transfer-connector-tagged,tagging
transfer-family-server-no-ftp,encryption_in_transit
transfer-profile-tagged,tagging
transfer-workflow-description,configuration_compliance
transfer-workflow-tagged,tagging
virtualmachine-last-backup-recovery-point-created,backup_recovery
virtualmachine-resources-in-logically-air-gapped-vault,backup_recovery
virtualmachine-resources-protected-by-backup-plan,backup_recovery
vpc-default-security-group-closed,network_security_groups
vpc-endpoint-enabled,private_networking
vpc-flow-logs-enabled,logging_enabled
vpc-network-acl-unused-check,network_security_groups
vpc-peering-dns-resolution-check,vpn_connectivity
vpc-sg-open-only-to-authorized-ports,network_security_groups
vpc-sg-port-restriction-check,network_security_groups
vpc-vpn-2-tunnels-up,vpn_connectivity
waf-classic-logging-enabled,logging_enabled
waf-global-rule-not-empty,waf_firewall
waf-global-rulegroup-not-empty,waf_firewall
waf-global-webacl-not-empty,waf_firewall
waf-regional-rule-not-empty,waf_firewall
waf-regional-rulegroup-not-empty,waf_firewall
waf-regional-webacl-not-empty,waf_firewall
wafv2-logging-enabled,logging_enabled
wafv2-rulegroup-logging-enabled,logging_enabled
wafv2-rulegroup-not-empty,waf_firewall
wafv2-webacl-not-empty,waf_firewall
workspaces-connection-alias-tagged,tagging
workspaces-root-volume-encryption-enabled,encryption_at_rest
workspaces-user-volume-encryption-enabled,encryption_at_rest
workspaces-workspace-tagged,tagging
