unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,gcp_checks,updated_gcp_checks,mapped_rule_id
iso27001_2022_multi_cloud_A.8.12_0067,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.12,Data Leakage Prevention,,Data,Multiple,68,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_apikeys_api_restrictions_configured; gcp_apikeys_key_rotated_in_90_days; gcp_cloudsql_instance_ssl_connections; gcp_compute_instance_encryption_with_csek_enabled; gcp_kms_key_not_publicly_accessible; gcp_kms_key_rotation_enabled; gcp_storage_bucket_public_access,gcp.apikeys.api.restrictions_configured; gcp.apikeys.key.rotated_in_90_days; gcp.cloudsql.instance.ssl_connections; gcp.compute.instance.encryption_with_csek_enabled; gcp.kms.key.not_publicly_accessible; gcp.kms.key.rotation_enabled; gcp.storage.bucket.public_access,gcp.apikeys.key.api_restrictions_configured; gcp.apikeys.key.rotated_in_90_days; gcp.cloudsql.instance.ssl_connections; gcp.compute.instance.encryption_with_csek_enabled; gcp.storage.bucket.public_access
iso27001_2022_multi_cloud_A.8.13_0068,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.13,Information Backup,,Information,BACKUP,24,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_cloudsql_instance_automated_backups,gcp.cloudsql.instance.automated_backups,gcp.cloudsql.instance.automated_backups
iso27001_2022_multi_cloud_A.8.14_0069,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.14,Redundancy of information processing facilities,,Redundancy,Multiple,188,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_compute_instance_encryption_with_csek_enabled; gcp_compute_instance_shielded_vm_enabled,gcp.compute.instance.encryption_with_csek_enabled; gcp.compute.instance.shielded_vm_enabled,gcp.compute.instance.encryption_with_csek_enabled; gcp.compute.instance.shielded_vm_enabled
iso27001_2022_multi_cloud_A.8.15_0070,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.15,Logging,,,Multiple,376,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_logging_log_metric_filter_and_alert_for_audit_configuration_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_bucket_permission_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_custom_role_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_project_ownership_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_sql_instance_configuration_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_firewall_rule_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_network_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_network_route_changes_enabled; gcp_logging_sink_created,gcp.logging.log.metric_filter_and_alert_for_audit_configuration_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_bucket_permission_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_custom_role_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_project_ownership_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_sql_instance_configuration_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_firewall_rule_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_network_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_network_route_changes_enabled; gcp.logging.sink.created,gcp.logging.sink.log_metric_filter_and_alert_for_audit_configuration__enabled; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled; gcp.logging.log.metric_custom_role_changes_alerts_enabled; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled; gcp.logging.sink.log_metric_filter_and_alert_for_audit_configuration__enabled; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled; gcp.logging.log.metric_filter_alerts_vpc_changes; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled; gcp.logging.sink.changes_enabled
iso27001_2022_multi_cloud_A.8.16_0071,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.16,Monitoring Activities,,Monitoring,Multiple,256,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_cloudsql_instance_postgres_log_connections_flag; gcp_cloudsql_instance_postgres_log_disconnections_flag; gcp_cloudsql_instance_postgres_log_error_verbosity_flag; gcp_cloudsql_instance_postgres_log_min_duration_statement_flag; gcp_cloudsql_instance_postgres_log_min_error_statement_flag; gcp_cloudsql_instance_postgres_log_min_messages_flag; gcp_cloudsql_instance_postgres_log_statement_flag; gcp_compute_loadbalancer_logging_enabled; gcp_compute_network_dns_logging_enabled; gcp_compute_project_os_login_enabled; gcp_compute_subnet_flow_logs_enabled; gcp_iam_audit_logs_enabled; gcp_logging_log_metric_filter_and_alert_for_audit_configuration_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_bucket_permission_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_custom_role_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_project_ownership_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_sql_instance_configuration_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_firewall_rule_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_network_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_network_route_changes_enabled; gcp_logging_sink_created; gcp_storage_bucket_log_retention_policy_lock,gcp.cloudsql.instance.postgres_log_connections_flag; gcp.cloudsql.instance.postgres_log_disconnections_flag; gcp.cloudsql.instance.postgres_log_error_verbosity_flag; gcp.cloudsql.instance.postgres_log_min_duration_statement_flag; gcp.cloudsql.instance.postgres_log_min_error_statement_flag; gcp.cloudsql.instance.postgres_log_min_messages_flag; gcp.cloudsql.instance.postgres_log_statement_flag; gcp.compute.loadbalancer.logging_enabled; gcp.compute.network.dns_logging_enabled; gcp.compute.project.os_login_enabled; gcp.compute.subnet.flow_logs_enabled; gcp.iam.audit.logs_enabled; gcp.logging.log.metric_filter_and_alert_for_audit_configuration_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_bucket_permission_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_custom_role_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_project_ownership_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_sql_instance_configuration_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_firewall_rule_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_network_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_network_route_changes_enabled; gcp.logging.sink.created; gcp.storage.bucket.log_retention_policy_lock,gcp.cloudsql.instance.postgres_log_connections_flag; gcp.cloudsql.instance.postgres_log_disconnections_flag; gcp.cloudsql.instance.postgres_log_error_verbosity_flag; gcp.cloudsql.instance.postgres_log_min_duration_statement_flag; gcp.cloudsql.instance.postgres_log_min_error_statement_flag; gcp.cloudsql.instance.postgres_log_min_messages_flag; gcp.cloudsql.instance.postgres_log_statement_flag; gcp.compute.instance.loadbalancer_logging_enabled; gcp.compute.network.dns_logging_enabled; gcp.compute.instance.project_os_login_enabled; gcp.compute.subnetwork.logs_enabled; gcp.iam.policy.audit_logs_enabled; gcp.logging.sink.log_metric_filter_and_alert_for_audit_configuration__enabled; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled; gcp.logging.log.metric_custom_role_changes_alerts_enabled; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled; gcp.logging.sink.log_metric_filter_and_alert_for_audit_configuration__enabled; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled; gcp.logging.log.metric_filter_alerts_vpc_changes; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled; gcp.logging.sink.changes_enabled; gcp.storage.bucket.log_retention_policy_lock
iso27001_2022_multi_cloud_A.8.2_0075,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.2,Privileged Access Rights,,Privileged,Multiple,75,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_iam_account_access_approval_enabled; gcp_iam_no_service_roles_at_project_level; gcp_iam_role_kms_enforce_separation_of_duties; gcp_iam_role_sa_enforce_separation_of_duties; gcp_iam_sa_no_administrative_privileges; gcp_iam_sa_no_user_managed_keys,gcp.iam.account.access_approval_enabled; gcp.iam.no.service_roles_at_project_level; gcp.iam.role.kms_enforce_separation_of_duties; gcp.iam.role.sa_enforce_separation_of_duties; gcp.iam.sa.no_administrative_privileges; gcp.iam.sa.no_user_managed_keys,gcp.iam.service_account.access_approval_enabled; gcp.iam.service_account.roles_at_project_level; gcp.iam.role.kms_enforce_separation_of_duties; gcp.iam.role.sa_enforce_separation_of_duties; gcp.iam.policy.no_administrative_privileges; gcp.iam.user.managed_keys
iso27001_2022_multi_cloud_A.8.20_0076,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.20,Network Security,,Network,Multiple,393,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_compute_firewall_rdp_access_from_the_internet_allowed; gcp_compute_firewall_ssh_access_from_the_internet_allowed; gcp_compute_network_default_in_use; gcp_compute_network_dns_logging_enabled; gcp_compute_network_not_legacy; gcp_compute_subnet_flow_logs_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_network_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_network_route_changes_enabled,gcp.compute.firewall.rdp_access_from_the_internet_allowed; gcp.compute.firewall.ssh_access_from_the_internet_allowed; gcp.compute.network.default_in_use; gcp.compute.network.dns_logging_enabled; gcp.compute.network.not_legacy; gcp.compute.subnet.flow_logs_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_network_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_network_route_changes_enabled,gcp.compute.firewall.rdp_access_from_the_internet_allowed; gcp.compute.firewall.ssh_access_from_the_internet_allowed; gcp.compute.network.default_in_use; gcp.compute.network.dns_logging_enabled; gcp.compute.network.not_legacy; gcp.compute.subnetwork.logs_enabled; gcp.logging.log.metric_filter_alerts_vpc_changes; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled
iso27001_2022_multi_cloud_A.8.21_0077,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.21,Security of Network Services,,Security,Multiple,377,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_compute_network_dns_logging_enabled; gcp_compute_subnet_flow_logs_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_network_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_network_route_changes_enabled,gcp.compute.network.dns_logging_enabled; gcp.compute.subnet.flow_logs_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_network_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_network_route_changes_enabled,gcp.compute.network.dns_logging_enabled; gcp.compute.subnetwork.logs_enabled; gcp.logging.log.metric_filter_alerts_vpc_changes; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled
iso27001_2022_multi_cloud_A.8.22_0078,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.22,Segregation of Networks,,Segregation,Multiple,377,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_compute_network_dns_logging_enabled; gcp_compute_subnet_flow_logs_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_network_changes_enabled; gcp_logging_log_metric_filter_and_alert_for_vpc_network_route_changes_enabled,gcp.compute.network.dns_logging_enabled; gcp.compute.subnet.flow_logs_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_network_changes_enabled; gcp.logging.log.metric_filter_and_alert_for_vpc_network_route_changes_enabled,gcp.compute.network.dns_logging_enabled; gcp.compute.subnetwork.logs_enabled; gcp.logging.log.metric_filter_alerts_vpc_changes; gcp.logging.sink.log_metric_filter_and_alert_for_project_ownership_ch_enabled
iso27001_2022_multi_cloud_A.8.24_0080,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.24,Use of Cryptography,,Use,Multiple,289,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_kms_key_not_publicly_accessible; gcp_kms_key_rotation_enabled,gcp.kms.key.not_publicly_accessible; gcp.kms.key.rotation_enabled,
iso27001_2022_multi_cloud_A.8.3_0085,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.3,Information Access Restriction,,Information,Multiple,52,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_compute_instance_default_service_account_in_use_with_full_api_access; gcp_iam_account_access_approval_enabled; gcp_iam_sa_no_administrative_privileges,gcp.compute.instance.default_service_account_in_use_with_full_api_access; gcp.iam.account.access_approval_enabled; gcp.iam.sa.no_administrative_privileges,gcp.compute.instance.default_service_account_in_use_with_full_api_access; gcp.iam.service_account.access_approval_enabled; gcp.iam.policy.no_administrative_privileges
iso27001_2022_multi_cloud_A.8.7_0094,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.7,Protection Against Malware,,Protection,GUARDDUTY,73,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_iam_cloud_asset_inventory_enabled,gcp.iam.cloud.asset_inventory_enabled,gcp.iam.policy.cloud_asset_inventory_enabled
iso27001_2022_multi_cloud_A.8.9_0096,MULTI_CLOUD,ISO27001,iso27001_2022,2022,A.8.9,Configuration Management,,Configuration,GUARDDUTY,73,automated,,,ISO27001_2022_controls_with_checks.csv,gcp_iam_cloud_asset_inventory_enabled,gcp.iam.cloud.asset_inventory_enabled,gcp.iam.policy.cloud_asset_inventory_enabled
nist_800_171_r2_multi_cloud_3_11_2_3.11.2_Scan_for_vulnerabilities_in_organiz_0001,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_11_2: 3.11.2 Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified,,3_11_2,Multiple,20,automated,,,NIST_800-171_R2_controls_with_checks.csv,gcp_security_command_center_enabled; gcp_security_command_center_no_high_severity_findings,gcp.security.command.center_enabled; gcp.security.command.center_no_high_severity_findings,
nist_800_171_r2_multi_cloud_3_11_3_3.11.3_Remediate_vulnerabilities_in_accord_0002,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_11_3: 3.11.3 Remediate vulnerabilities in accordance with risk assessments,,3_11_3,Multiple,22,automated,,,NIST_800-171_R2_controls_with_checks.csv,gcp_security_command_center_enabled; gcp_security_command_center_no_high_severity_findings; gcp_logging_enabled,gcp.security.command.center_enabled; gcp.security.command.center_no_high_severity_findings; gcp_logging_enabled,
nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_12_4: 3.12.4 Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems",,3_12_4,Multiple,56,automated,,,NIST_800-171_R2_controls_with_checks.csv,gcp_logging_enabled; gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_compute_instance_imdsv2_enabled; gcp_security_command_center_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp_logging_enabled; gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.compute.instance.imdsv2_enabled; gcp.security.command.center_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.compute.instance.ssm_enabled
nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_13_1: 3.13.1 Monitor, control, and protect communications (i.e., information transmitted or received by organizational systems) at the external boundaries and key internal boundaries of organizational systems",,3_13_1,Multiple,130,automated,,,NIST_800-171_R2_controls_with_checks.csv,gcp_logging_enabled; gcp_apigateway_logging_enabled; gcp_cloudfunctions_not_publicly_accessible; gcp_logging_log_file_validation_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_compute_networkacl_allow_ingress_any_port; gcp_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22; gcp_loadbalancing_logging_enabled; gcp_loadbalancing_ssl_listeners; gcp_loadbalancing_v2_logging_enabled; gcp_loadbalancing_v2_waf_acl_attached; gcp_securitycommandcenter_is_enabled; gcp_sql_instance_integration_logging; gcp_sql_instance_no_public_access; gcp_bigquery_cluster_public_access; gcp_storage_bucket_secure_transport_policy; gcp_storage_bucket_server_access_logging_enabled; gcp_securitycommandcenter_enabled; gcp_vpc_flow_logs_enabled,gcp_logging_enabled; gcp.apigateway.logging.enabled; gcp.cloudfunctions.not.publicly_accessible; gcp.logging.log.file_validation_enabled; gcp.logging.multi.region_enabled; gcp.logging.s3.dataevents_read_enabled; gcp.logging.s3.dataevents_write_enabled; gcp.compute.networkacl.allow_ingress_any_port; gcp.compute.securitygroup.allow_ingress_from_internet_to_tcp_port_22; gcp.loadbalancing.logging.enabled; gcp.loadbalancing.ssl.listeners; gcp.loadbalancing.v2.logging_enabled; gcp.loadbalancing.v2.waf_acl_attached; gcp.securitycommandcenter.is.enabled; gcp.sql.instance.integration_logging; gcp.sql.instance.no_public_access; gcp.bigquery.cluster.public_access; gcp.storage.bucket.secure_transport_policy; gcp.storage.bucket.server_access_logging_enabled; gcp_securitycommandcenter_enabled; gcp.vpc.flow.logs_enabled,gcp.apigateway.api.api_access_logging_enabled; gcp.cloudfunctions.function.not_publicly_accessible; gcp.logging.sink.log_file_validation_enabled; gcp.logging.sink.multi_region_enabled; gcp.logging.bucket.read_events_enabled; gcp.logging.bucket.read_events_enabled; gcp.compute.firewall.allow_ingress_from_internet_to_all_ports_gcp_api_ga_attached; gcp.compute.network.dns_logging_enabled; gcp.compute.target_https_proxy.balancing_ssl_listeners_configured; gcp.compute.network.dns_logging_enabled; gcp.compute.backend_service.waf_acl_attached; gcp.storage.bucket.secure_transport_policy; gcp.storage.bucket.server_access_logging_enabled
nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_11: 3.13.11 Employ FIPS-validated cryptography when used to protect the confidentiality of CUI,,3_13_11,Multiple,76,automated,,,NIST_800-171_R2_controls_with_checks.csv,gcp_acm_certificates_expiration_check; gcp_logging_kms_encryption_enabled; gcp_logging_log_group_kms_encryption_enabled; gcp_datastore_kms_cmk_encryption_enabled; gcp_compute_disk_encryption_enabled; gcp_filestore_encryption_at_rest_enabled; gcp_elasticsearch_service_domains_encryption_at_rest_enabled; gcp_sql_instance_storage_encrypted; gcp_storage_bucket_default_encryption; gcp_storage_bucket_secure_transport_policy; gcp_vertex_ai_notebook_instance_encryption_enabled; gcp_pubsub_topics_kms_encryption_at_rest_enabled,gcp.acm.certificates.expiration_check; gcp.logging.kms.encryption_enabled; gcp.logging.log.group_kms_encryption_enabled; gcp.datastore.kms.cmk_encryption_enabled; gcp.compute.disk.encryption_enabled; gcp.filestore.encryption.at_rest_enabled; gcp.elasticsearch.service.domains_encryption_at_rest_enabled; gcp.sql.instance.storage_encrypted; gcp.storage.bucket.default_encryption; gcp.storage.bucket.secure_transport_policy; gcp.aiplatform.notebook.instance_encryption_enabled; gcp.pubsub.topics.kms_encryption_at_rest_enabled,gcp.logging.sink.kms_encryption_enabled; gcp.logging.sink.kms_encryption_enabled; gcp.compute.disk.encryption_enabled; gcp.filestore.instance.encryption_at_rest_enabled; gcp.elasticsearch.cluster.domains_encryption_at_rest_enabled; gcp.storage.bucket.default_encryption; gcp.storage.bucket.secure_transport_policy; gcp.aiplatform.endpoint.encryption_enabled; gcp.pubsub.topic.data_protection_storage_stream_encryption_at_rest_enabled
nist_800_171_r2_multi_cloud_3_13_15_3.13.15_Protect_the_authenticity_of_commu_0006,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_15: 3.13.15 Protect the authenticity of communications sessions,,3_13_15,ELB,10,automated,,,NIST_800-171_R2_controls_with_checks.csv,gcp_compute_ssl_listeners,gcp.compute.ssl.listeners,gcp.compute.target_https_proxy.balancing_ssl_listeners_configured
nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_16: 3.13.16 Protect the confidentiality of CUI at rest,,3_13_16,Multiple,70,automated,,,NIST_800-171_R2_controls_with_checks.csv,gcp_logging_kms_encryption_enabled; gcp_logging_log_group_kms_encryption_enabled; gcp_datastore_kms_cmk_encryption_enabled; gcp_compute_disk_encryption; gcp_filestore_encryption_at_rest_enabled; gcp_elasticsearch_service_domains_encryption_at_rest_enabled; gcp_sql_instance_storage_encrypted; gcp_storage_bucket_default_encryption; gcp_storage_bucket_secure_transport_policy; gcp_notebook_instance_encryption_enabled; gcp_pubsub_topics_kms_encryption_at_rest_enabled,gcp.logging.kms.encryption_enabled; gcp.logging.log.group_kms_encryption_enabled; gcp.datastore.kms.cmk_encryption_enabled; gcp.compute.disk.encryption; gcp.filestore.encryption.at_rest_enabled; gcp.elasticsearch.service.domains_encryption_at_rest_enabled; gcp.sql.instance.storage_encrypted; gcp.storage.bucket.default_encryption; gcp.storage.bucket.secure_transport_policy; gcp.notebook.instance.encryption_enabled; gcp.pubsub.topics.kms_encryption_at_rest_enabled,gcp.logging.sink.kms_encryption_enabled; gcp.logging.sink.kms_encryption_enabled; gcp.compute.disk.encryption_enabled; gcp.filestore.instance.encryption_at_rest_enabled; gcp.elasticsearch.cluster.domains_encryption_at_rest_enabled; gcp.storage.bucket.default_encryption; gcp.storage.bucket.secure_transport_policy; gcp.pubsub.topic.data_protection_storage_stream_encryption_at_rest_enabled
nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,"3_13_2: 3.13.2 Employ architectural designs, software development techniques, and systems engineering principles that promote effective information security within organizational systems",,3_13_2,Multiple,134,automated,,,NIST_800-171_R2_controls_with_checks.csv,gcp_acm_certificates_expiration_check; gcp_cloudfunctions_function_not_publicly_accessible; gcp_cloudfunctions_function_url_public; gcp_logging_multi_region_enabled; gcp_datastore_tables_pitr_enabled; gcp_compute_instance_public_ip; gcp_compute_networkacl_allow_ingress_any_port; gcp_compute_firewall_allow_ingress_from_internet_to_tcp_port_22; gcp_compute_firewall_default_restrict_traffic; gcp_filestore_have_backup_enabled; gcp_loadbalancing_deletion_protection; gcp_dataproc_cluster_master_nodes_no_public_ip; gcp_sql_instance_backup_enabled; gcp_sql_instance_integration_logging; gcp_sql_instance_multi_az; gcp_sql_instance_no_public_access; gcp_bigquery_cluster_public_access; gcp_storage_account_level_public_access_blocks; gcp_storage_bucket_policy_public_write_access; gcp_storage_bucket_public_access; gcp_vertex_ai_notebook_instance_without_direct_internet_access_configured,gcp.acm.certificates.expiration_check; gcp.cloudfunctions.function.not_publicly_accessible; gcp.cloudfunctions.function.url_public; gcp.logging.multi.region_enabled; gcp.datastore.tables.pitr_enabled; gcp.compute.instance.public_ip; gcp.compute.networkacl.allow_ingress_any_port; gcp.compute.firewall.allow_ingress_from_internet_to_tcp_port_22; gcp.compute.firewall.default_restrict_traffic; gcp.filestore.have.backup_enabled; gcp.loadbalancing.deletion.protection; gcp.dataproc.cluster.master_nodes_no_public_ip; gcp.sql.instance.backup_enabled; gcp.sql.instance.integration_logging; gcp.sql.instance.multi_az; gcp.sql.instance.no_public_access; gcp.bigquery.cluster.public_access; gcp.storage.account.level_public_access_blocks; gcp.storage.bucket.policy_public_write_access; gcp.storage.bucket.public_access; gcp.aiplatform.notebook.instance_without_direct_internet_access_configured,gcp.cloudfunctions.function.not_publicly_accessible; gcp.cloudfunctions.function.url_public; gcp.logging.sink.multi_region_enabled; gcp.compute.instance.public_ip; gcp.compute.firewall.allow_ingress_from_internet_to_all_ports_gcp_api_ga_attached; gcp.compute.firewall.securitygroup_default_restrict_traffic_configured; gcp.filestore.instance.backup_enabled; gcp.compute.instance.protection; gcp.dataproc.cluster.master_nodes_no_public_ip; gcp.storage.bucket.level_public_access_blocks; gcp.storage.bucket.policy_public_write_access; gcp.storage.bucket.public_access; gcp.aiplatform.notebook.ai_services_secrets_vault_access_rbac_least_privilege
nist_800_171_r2_multi_cloud_3_13_3_3.13.3_Separate_user_functionality_from_sy_0009,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_3: 3.13.3 Separate user functionality from system management functionality,,3_13_3,IAM,22,automated,,,NIST_800-171_R2_controls_with_checks.csv,gcp_iam_customer_attached_policy_no_administrative_privileges; gcp_iam_aws_attached_policy_no_administrative_privileges; gcp_iam_inline_policy_no_administrative_privileges,gcp.iam.customer.attached_policy_no_administrative_privileges; gcp.iam.aws.attached_policy_no_administrative_privileges; gcp.iam.inline.policy_no_administrative_privileges,gcp.iam.policy.no_administrative_privileges; gcp.iam.policy.no_administrative_privileges; gcp.iam.policy.no_administrative_privileges
nist_800_171_r2_multi_cloud_3_13_4_3.13.4_Prevent_unauthorized_and_unintended_0010,MULTI_CLOUD,NIST_800-171,nist_800_171_r2,R2,,3_13_4: 3.13.4 Prevent unauthorized and unintended information transfer via shared system resources,,3_13_4,NO CHECKS DEFINED,14,manual,,,NIST_800-171_R2_controls_with_checks.csv,gcp_logging_enabled; gcp_storage_encryption_enabled; gcp_vpc_firewall_enabled,gcp_logging_enabled; gcp.storage.encryption.enabled; gcp.vpc.firewall.enabled,gcp.storage.bucket.encryption_enabled
